sample	insert_size	fr_count	rf_count	tandem_count
HG03953	1023	8	4	0
HG03953	1024	20	3	0
HG03953	1025	13	0	1
HG03953	1026	8	0	0
HG03953	1027	14	6	0
HG03953	1028	12	2	0
HG03953	1029	11	1	0
HG03953	1030	13	1	1
HG03953	1031	9	0	0
HG03953	1032	13	3	2
HG03953	1033	9	2	1
HG03953	1034	15	4	0
HG03953	1035	13	4	1
HG03953	1036	14	0	0
HG03953	1037	14	4	2
HG03953	1038	10	0	0
HG03953	1039	10	2	1
HG03953	1040	8	2	2
HG03953	1041	12	1	1
HG03953	1042	11	3	1
HG03953	1043	11	0	1
HG03953	1044	11	1	1
HG03953	1045	8	0	0
HG03953	1046	14	0	1
HG03953	1047	15	2	0
HG03953	1048	14	3	0
HG03953	1049	7	0	0
HG03953	1050	12	0	0
HG03953	1051	11	3	0
HG03953	1052	15	2	0
HG03953	1053	9	2	0
HG03953	1054	14	2	0
HG03953	1055	16	0	0
HG03953	1056	12	1	0
HG03953	1057	11	4	1
HG03953	1058	11	2	0
HG03953	1059	10	4	0
HG03953	1060	8	2	0
HG03953	1061	8	1	1
HG03953	1062	11	0	1
HG03953	1063	15	2	0
HG03953	1064	13	1	0
HG03953	1065	16	3	0
HG03953	1066	18	2	0
HG03953	1067	7	4	0
HG03953	1068	3	1	0
HG03953	1069	7	2	0
HG03953	1070	5	3	0
HG03953	1071	3	1	0
HG03953	1072	6	6	0
HG03953	1073	10	3	1
HG03953	1074	8	2	0
HG03953	1075	12	2	0
HG03953	1076	5	0	0
HG03953	1077	5	0	0
HG03953	1078	4	0	0
HG03953	1079	9	1	0
HG03953	1080	7	1	0
HG03953	1081	5	2	0
HG03953	1082	5	1	0
HG03953	1083	7	2	0
HG03953	1084	2	1	0
HG03953	1085	6	3	0
HG03953	1086	8	2	0
