feature	count
ENSMUSG00000006412	0
ENSMUSG00000006418	0
ENSMUSG00000006423	0
ENSMUSG00000006435	0
ENSMUSG00000006442	0
ENSMUSG00000006445	0
ENSMUSG00000006456	0
ENSMUSG00000006457	0
ENSMUSG00000006462	0
ENSMUSG00000006463	0
ENSMUSG00000006464	0
ENSMUSG00000006469	0
ENSMUSG00000006471	0
ENSMUSG00000006476	0
ENSMUSG00000006488	0
ENSMUSG00000006490	0
ENSMUSG00000006494	0
ENSMUSG00000006498	0
ENSMUSG00000006517	0
ENSMUSG00000006519	0
ENSMUSG00000006522	0
ENSMUSG00000006526	0
ENSMUSG00000006527	0
ENSMUSG00000006529	0
ENSMUSG00000006538	0
ENSMUSG00000006542	0
ENSMUSG00000006546	0
ENSMUSG00000006567	0
ENSMUSG00000006570	0
ENSMUSG00000006574	0
ENSMUSG00000006575	0
ENSMUSG00000006576	0
ENSMUSG00000006585	0
ENSMUSG00000006586	0
ENSMUSG00000006587	0
ENSMUSG00000006589	0
ENSMUSG00000006599	0
ENSMUSG00000006611	0
ENSMUSG00000006638	0
ENSMUSG00000006641	0
ENSMUSG00000006642	0
ENSMUSG00000006649	0
ENSMUSG00000006651	0
ENSMUSG00000006673	0
ENSMUSG00000006675	0
ENSMUSG00000006676	0
ENSMUSG00000006678	0
ENSMUSG00000006699	0
ENSMUSG00000006705	0
ENSMUSG00000006711	0
ENSMUSG00000006715	0
ENSMUSG00000006717	0
ENSMUSG00000006720	0
ENSMUSG00000006724	0
ENSMUSG00000006728	0
ENSMUSG00000006731	0
ENSMUSG00000006732	0
ENSMUSG00000006736	0
ENSMUSG00000006740	0
ENSMUSG00000006763	0
ENSMUSG00000006764	0
ENSMUSG00000006777	0
ENSMUSG00000006782	0
ENSMUSG00000006784	0
ENSMUSG00000006800	0
ENSMUSG00000006818	0
ENSMUSG00000006850	0
ERCC-00138	0
ERCC-00142	0
ERCC-00143	0
ERCC-00144	0
ERCC-00145	0
ERCC-00147	0
ERCC-00148	0
ERCC-00150	0
ERCC-00154	0
ERCC-00156	0
ERCC-00157	0
ERCC-00158	0
ERCC-00160	0
ERCC-00162	0
ERCC-00163	0
ERCC-00164	0
ERCC-00165	0
ERCC-00168	0
ERCC-00170	0
ERCC-00171	0
NIST_ConsensusVector	5
