chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
3	37070229	37070469	241	.	0.452282	138.697095	1.093685	0.646604	1.308979	82	166	0	375
3	37081671	37081791	121	.	0.487603	93.77686	0.73947	0.457354	0.851625	58	108	0	163
3	37083731	37083851	121	.	0.322314	80.867769	0.637676	0.488896	0.757	62	96	0	132
3	37088972	37089212	241	.	0.443983	158.863071	1.252702	0.741229	1.474573	94	187	0	452
3	37089994	37090114	121	.	0.495868	106.214876	0.837549	0.638719	0.962021	81	122	0	181
3	37090391	37090511	121	.	0.471074	78.264463	0.617148	0.402156	0.757	51	96	0	141
3	37091941	37092181	241	.	0.427386	130.605809	1.029881	0.65449	1.230125	83	156	0	352
3	37107410	37107530	121	.	0.46281	105.768595	0.83403	0.583521	0.977792	74	124	0	180
3	37146131	37146251	121	.	0.206612	73.768595	0.581696	0.339073	0.701802	43	89	0	119
3	37185083	37185203	121	.	0.355372	68.68595	0.541617	0.370615	0.662375	47	84	0	113
3	37258003	37258123	121	.	0.438017	81.090909	0.639436	0.512552	0.780656	65	99	0	137
3	37282010	37282130	121	.	0.363636	88.272727	0.696067	0.496781	0.820083	63	104	0	139
3	38182580	38182820	241	.	0.568465	169.630705	1.337609	0.835854	1.561313	106	198	0	461
3	38547961	38548081	121	.	0.322314	84.719008	0.668045	0.512552	0.757	65	96	0	147
3	41266011	41266251	241	.	0.485477	131.244813	1.03492	0.670261	1.214354	85	154	0	357
3	41268651	41268891	241	.	0.390041	105.477178	0.831732	0.544094	1.03299	69	131	0	287
3	41274824	41274944	121	.	0.413223	83.280992	0.656705	0.512552	0.764886	65	97	0	145
3	47058976	47059096	121	.	0.454545	60.644628	0.478208	0.323302	0.622948	41	79	0	114
3	47144814	47144934	121	.	0.380165	78.710744	0.620667	0.425813	0.709688	54	90	0	130
3	47147395	47147515	121	.	0.330579	38.578512	0.304208	0.015771	0.402156	2	51	0	72
3	48515019	48515139	121	.	0.46281	98.471074	0.776486	0.504667	0.962021	64	122	0	172
3	49405801	49406041	241	.	0.485477	141.556017	1.116228	0.646604	1.293209	82	164	0	379
3	49412825	49413065	241	.	0.448133	125.244813	0.987608	0.630833	1.174927	80	149	0	335
3	49723673	49723793	121	.	0.636364	13.066116	0.103032	0.031542	0.173479	4	22	0	25
3	52436250	52436490	241	.	0.6639	151.153527	1.191909	0.883167	1.41149	112	179	0	429
3	52436594	52436714	121	.	0.495868	118.471074	0.934194	0.835854	1.009333	106	128	0	261
3	52436781	52436901	121	.	0.528926	153.735537	1.212269	0.84374	1.395719	107	177	0	266
3	52437114	52437354	241	.	0.576763	173.560166	1.368594	0.796427	1.648052	101	209	0	510
3	52437396	52437996	601	.	0.597338	180.274542	1.42154	0.65449	1.766334	83	224	0	1066
3	52438415	52438655	241	.	0.580913	144.390041	1.138576	0.670261	1.450917	85	184	0	385
3	52439098	52439338	241	.	0.589212	129.634855	1.022225	0.607177	1.22224	77	155	0	357
3	52439735	52439975	241	.	0.576763	154.016598	1.214485	0.796427	1.427261	101	181	0	422
3	52440211	52440451	241	.	0.630705	134.643154	1.061718	0.607177	1.340521	77	170	0	375
3	52440824	52440944	121	.	0.669421	133.710744	1.054365	0.84374	1.198584	107	152	0	238
3	52441141	52441381	241	.	0.572614	173.705394	1.36974	0.891052	1.632282	113	207	0	537
3	52441385	52441505	121	.	0.553719	148.677686	1.172386	0.646604	1.458802	82	185	0	260
3	52441974	52442094	121	.	0.578512	119.123967	0.939342	0.701802	1.064531	89	135	0	214
3	52442436	52442676	241	.	0.502075	145.929461	1.150715	0.820083	1.379948	104	175	0	404
3	52443537	52443657	121	.	0.553719	150.53719	1.187049	0.883167	1.427261	112	181	0	323
3	52443685	52443805	121	.	0.661157	196.793388	1.551798	1.301094	1.70325	165	216	0	395
3	52443816	52443936	121	.	0.727273	144.264463	1.137586	0.701802	1.41149	89	179	0	255
3	52696257	52696377	121	.	0.338843	59.876033	0.472148	0.307531	0.599292	39	76	0	109
3	55235565	55235685	121	.	0.338843	67.082645	0.528975	0.370615	0.615063	47	78	0	112
3	71008289	71008409	121	.	0.429752	36.876033	0.290783	0.236563	0.339073	30	43	0	78
3	71021637	71021877	241	.	0.394191	144.381743	1.13851	0.757	1.340521	96	170	0	389
3	72323111	72323231	121	.	0.363636	77.710744	0.612782	0.449469	0.725458	57	92	0	136
3	72495543	72495663	121	.	0.371901	26.504132	0.208996	0.10251	0.323302	13	41	0	61
3	87348006	87348126	121	.	0.31405	71.727273	0.5656	0.417927	0.65449	53	83	0	125
3	88892578	88892698	121	.	0.31405	76.644628	0.604375	0.410042	0.733344	52	93	0	129
3	94429112	94429232	121	.	0.338843	72.157025	0.568988	0.402156	0.662375	51	84	0	115
3	104282474	104282594	121	.	0.31405	68.677686	0.541552	0.354844	0.638719	45	81	0	115
3	112353178	112353298	121	.	0.38843	79.396694	0.626076	0.441583	0.757	56	96	0	138
3	123714922	123715042	121	.	0.438017	83.38843	0.657553	0.551979	0.757	70	96	0	144
3	134069601	134069721	121	.	0.520661	107.404959	0.846933	0.622948	0.993563	79	126	0	187
3	138374179	138374419	241	.	0.385892	131.078838	1.033611	0.670261	1.285323	85	163	0	359
3	138400730	138400850	121	.	0.330579	29.702479	0.234216	0.181365	0.268104	23	34	0	59
3	138664399	138665599	1201	.	0.725229	170.913405	1.347724	0.662375	1.939813	84	246	0	1960
3	142231011	142231131	121	.	0.289256	12.206612	0.096254	0.055198	0.141938	7	18	0	29
3	150742617	150742737	121	.	0.512397	63.264463	0.498867	0.362729	0.56775	46	72	0	103
3	154880310	154880430	121	.	0.322314	81.231405	0.640544	0.528323	0.733344	67	93	0	132
3	162769318	162769438	121	.	0.256198	83.545455	0.658791	0.449469	0.796427	57	101	0	139
3	170013678	170013798	121	.	0.289256	77.173554	0.608546	0.433698	0.725458	55	92	0	119
3	177899293	177899413	121	.	0.347107	76.801653	0.605613	0.457354	0.709688	58	90	0	123
3	178916524	178917004	481	.	0.365904	153.503119	1.210436	0.638719	1.435146	81	182	0	742
3	178917462	178917702	241	.	0.348548	111.244813	0.877212	0.512552	1.064531	65	135	0	289
3	178921274	178921634	361	.	0.34072	135.457064	1.068136	0.512552	1.308979	65	166	0	496
3	178922273	178922393	121	.	0.38843	100.528926	0.792713	0.528323	0.938365	67	119	0	163
3	178927930	178928406	477	.	0.356394	139.291405	1.098371	0.504667	1.529771	64	194	0	660
3	178935940	178936180	241	.	0.33195	86.016598	0.678277	0.354844	0.930479	45	118	0	235
3	178936964	178937084	121	.	0.371901	71.933884	0.567229	0.425813	0.686031	54	87	0	124
3	178937321	178937561	241	.	0.3361	121.141079	0.955248	0.441583	1.269552	56	161	0	356
3	178937577	178937697	121	.	0.280992	80.68595	0.636242	0.315417	0.867396	40	110	0	161
3	178938740	178938980	241	.	0.381743	114.780083	0.905089	0.575636	1.119729	73	142	0	318
3	178947790	178947910	121	.	0.421488	107.289256	0.846021	0.599292	0.94625	76	120	0	205
3	178947969	178948209	241	.	0.327801	125.900415	0.992777	0.520438	1.159156	66	147	0	349
3	178951837	178952197	361	.	0.385042	132.066482	1.041399	0.591406	1.285323	75	163	0	505
3	185155377	185155497	121	.	0.371901	51.570248	0.406653	0.244448	0.520438	31	66	0	99
3	187304009	187304129	121	.	0.363636	98.239669	0.774661	0.56775	0.930479	72	118	0	165
3	189587094	189587214	121	.	0.446281	81.132231	0.639762	0.488896	0.764886	62	97	0	138
3	189611963	189612323	361	.	0.554017	147.952909	1.166671	0.646604	1.458802	82	185	0	554
3	194238330	194238450	121	.	0.553719	80.950413	0.638328	0.48101	0.749115	61	95	0	142
4	1402590	1402710	121	.	0.413223	91.190083	0.719072	0.512552	0.84374	65	107	0	158
4	1803537	1803777	241	.	0.676349	158.385892	1.248939	0.788542	1.537656	100	195	0	412
4	1805928	1806288	361	.	0.66759	119.166205	0.939675	0.599292	1.308979	76	166	0	461
4	1807022	1807262	241	.	0.684647	213.775934	1.685713	1.151271	1.97924	146	251	0	671
4	1807281	1807401	121	.	0.553719	278.545455	2.196447	1.97924	2.468136	251	313	0	536
4	1807452	1807692	241	.	0.688797	241.742739	1.906243	1.70325	2.192146	216	278	0	720
4	1807719	1809036	1318	.	0.679059	213.063733	1.680097	0.725458	2.523334	92	320	0	2668
4	12321609	12321729	121	.	0.404959	91.297521	0.719919	0.520438	0.835854	66	106	0	154
4	15499171	15499291	121	.	0.297521	97.157025	0.766124	0.583521	0.898938	74	114	0	165
4	21650308	21650428	121	.	0.330579	80	0.630833	0.48101	0.725458	61	92	0	133
4	28143797	28143917	121	.	0.404959	92.710744	0.731063	0.496781	0.898938	63	114	0	157
4	41333401	41333521	121	.	0.330579	88.008264	0.693982	0.520438	0.804313	66	102	0	144
4	54280653	54280773	121	.	0.289256	35.355372	0.278792	0.039427	0.346958	5	44	0	69
4	55131031	55131271	241	.	0.443983	110.053942	0.867821	0.370615	1.103959	47	140	0	295
4	55133422	55133662	241	.	0.456432	170.286307	1.342779	0.851625	1.545542	108	196	0	504
4	55133693	55133933	241	.	0.427386	161.514523	1.27361	0.741229	1.545542	94	196	0	454
4	55138504	55138744	241	.	0.460581	162.174274	1.278812	0.725458	1.569198	92	199	0	423
4	55139680	55139920	241	.	0.514523	144.767635	1.141553	0.65449	1.435146	83	182	0	395
4	55140685	55140805	121	.	0.471074	92.710744	0.731063	0.544094	0.812198	69	103	0	157
4	55140954	55141194	241	.	0.460581	142.3361	1.12238	0.717573	1.348406	91	171	0	394
4	55143547	55143667	121	.	0.528926	93.14876	0.734517	0.559865	0.875281	71	111	0	167
4	55144058	55144178	121	.	0.495868	96.239669	0.75889	0.615063	0.851625	78	108	0	175
4	55144485	55144725	241	.	0.439834	136.825726	1.078928	0.591406	1.301094	75	165	0	361
4	55146471	55146711	241	.	0.373444	151.253112	1.192694	0.670261	1.506115	85	191	0	399
4	55151536	55151656	121	.	0.38843	101.504132	0.800403	0.575636	0.985677	73	125	0	177
4	55151949	55152189	241	.	0.481328	160.854772	1.268407	0.835854	1.545542	106	196	0	441
4	55153593	55153713	121	.	0.504132	115.239669	0.908713	0.65449	1.088188	83	138	0	192
4	55154956	55155076	121	.	0.520661	117.231405	0.924419	0.630833	1.080302	80	137	0	216
4	55155168	55155288	121	.	0.487603	125.834711	0.992259	0.607177	1.245896	77	158	0	218
4	55589747	55589867	121	.	0.487603	76.438017	0.602746	0.457354	0.709688	58	90	0	135
4	55591999	55592239	241	.	0.406639	145.240664	1.145283	0.591406	1.340521	75	170	0	384
4	55593377	55593497	121	.	0.413223	115.231405	0.908648	0.741229	1.048761	94	133	0	241
4	55593525	55593765	241	.	0.385892	141.186722	1.113316	0.764886	1.261667	97	160	0	416
4	55593981	55594101	121	.	0.495868	117.578512	0.927156	0.662375	1.048761	84	133	0	233
4	55594172	55594292	121	.	0.446281	110.107438	0.868243	0.591406	1.072417	75	136	0	209
4	55595456	55595696	241	.	0.360996	144.958506	1.143058	0.622948	1.364177	79	173	0	389
4	55597480	55597600	121	.	0.446281	68.22314	0.537968	0.417927	0.630833	53	80	0	117
4	55598019	55598379	361	.	0.382271	67.703601	0.533871	0.055198	0.94625	7	120	0	269
4	55599177	55599417	241	.	0.369295	110.078838	0.868018	0.512552	1.048761	65	133	0	295
4	55602660	55602780	121	.	0.438017	98.413223	0.776029	0.638719	0.883167	81	112	0	173
4	55602877	55602997	121	.	0.512397	85.322314	0.672802	0.417927	0.812198	53	103	0	140
4	55603333	55603453	121	.	0.404959	73.355372	0.578438	0.417927	0.701802	53	89	0	117
4	55604539	55604779	241	.	0.510373	156.950207	1.237618	0.749115	1.498229	95	190	0	416
4	55976895	55977015	121	.	0.305785	32.793388	0.25859	0.205021	0.323302	26	41	0	62
4	62707593	62707713	121	.	0.421488	96.049587	0.757391	0.536208	0.938365	68	119	0	170
4	75662455	75662575	121	.	0.396694	81.694215	0.644193	0.433698	0.827969	55	105	0	133
4	94653634	94653754	121	.	0.289256	71.876033	0.566773	0.410042	0.662375	52	84	0	127
4	105135383	105135503	121	.	0.38843	97.77686	0.771011	0.520438	0.906823	66	115	0	158
4	106155026	106158626	3601	.	0.431547	176.698973	1.393345	0.646604	1.640167	82	208	0	5795
4	106162483	106162603	121	.	0.371901	90.214876	0.711382	0.559865	0.827969	71	105	0	162
4	106163977	106164097	121	.	0.396694	89.123967	0.70278	0.56775	0.804313	72	102	0	147
4	106164711	106164951	241	.	0.556017	147.692946	1.164621	0.638719	1.490344	81	189	0	399
4	106180731	106180971	241	.	0.414938	116.473029	0.918439	0.512552	1.111844	65	141	0	313
4	106182900	106183020	121	.	0.338843	73.818182	0.582087	0.417927	0.701802	53	89	0	123
4	106190715	106190955	241	.	0.46888	128.414938	1.012605	0.583521	1.190698	74	151	0	337
4	106193718	106194078	361	.	0.459834	142.869806	1.126588	0.662375	1.387834	84	176	0	535
4	106196161	106197721	1561	.	0.472774	194.439462	1.533236	0.622948	1.8925	79	240	0	2809
4	114757154	114757274	121	.	0.247934	98.545455	0.777072	0.599292	0.898938	76	114	0	163
4	124344657	124344777	121	.	0.46281	95.760331	0.75511	0.615063	0.84374	78	107	0	169
4	130125246	130125366	121	.	0.322314	50.280992	0.396487	0.236563	0.496781	30	63	0	78
4	142367680	142367800	121	.	0.322314	91.22314	0.719333	0.488896	0.859511	62	109	0	151
4	153243987	153244347	361	.	0.437673	149.393352	1.178029	0.607177	1.474573	77	187	0	566
4	153245321	153245561	241	.	0.410788	151.879668	1.197635	0.772771	1.443031	98	183	0	409
4	153247150	153247390	241	.	0.452282	128.609959	1.014143	0.48101	1.245896	61	158	0	331
4	153249330	153249570	241	.	0.40249	124.228216	0.979591	0.56775	1.174927	72	149	0	335
4	153250820	153250940	121	.	0.396694	104.586777	0.82471	0.646604	0.977792	82	124	0	178
4	153251832	153252072	241	.	0.377593	131.020747	1.033153	0.591406	1.253781	75	159	0	348
4	153253690	153253930	241	.	0.348548	122.373444	0.964966	0.386385	1.167042	49	148	0	322
4	153258901	153259141	241	.	0.33195	119.302905	0.940753	0.599292	1.1355	76	144	0	315
4	153268040	153268388	349	.	0.381089	81.644699	0.643803	0.394271	0.859511	50	109	0	314
4	153271175	153271295	121	.	0.330579	73.132231	0.576678	0.433698	0.662375	55	84	0	123
4	153273572	153273932	361	.	0.429363	145.149584	1.144565	0.544094	1.41149	69	179	0	534
4	153303294	153303534	241	.	0.381743	132.103734	1.041693	0.630833	1.245896	80	158	0	347
4	153332405	153333005	601	.	0.440932	154.412646	1.217608	0.622948	1.498229	79	190	0	913
4	155454227	155454347	121	.	0.330579	55.743802	0.439563	0.315417	0.536208	40	68	0	100
4	157519036	157519156	121	.	0.297521	99.768595	0.786717	0.615063	0.914708	78	116	0	157
4	165696980	165697100	121	.	0.429752	95.033058	0.749375	0.496781	0.867396	63	110	0	163
4	173704122	173704242	121	.	0.347107	95.413223	0.752373	0.591406	0.883167	75	112	0	172
4	181797536	181797656	121	.	0.363636	95.041322	0.749441	0.575636	0.875281	73	111	0	161
4	187367479	187367599	121	.	0.289256	78.586777	0.61969	0.48101	0.725458	61	92	0	137
4	187560806	187560926	121	.	0.330579	60.958678	0.480685	0.307531	0.599292	39	76	0	107
4	187627608	187627728	121	.	0.371901	34.272727	0.270255	0.205021	0.339073	26	43	0	73
5	1295121	1295361	241	.	0.771784	66.912863	0.527636	0.307531	0.678146	39	86	0	210
5	2979650	2979770	121	.	0.322314	101.330579	0.799034	0.551979	0.938365	70	119	0	170
5	8453563	8453683	121	.	0.297521	82.603306	0.651362	0.457354	0.764886	58	97	0	141
5	14009025	14009145	121	.	0.570248	70.801653	0.558301	0.354844	0.678146	45	86	0	117
5	21760542	21760662	121	.	0.297521	72.297521	0.570096	0.449469	0.693917	57	88	0	124
5	33817279	33817399	121	.	0.338843	73.826446	0.582152	0.417927	0.725458	53	92	0	133
5	38978705	38978825	121	.	0.289256	44.090909	0.347675	0.27599	0.417927	35	53	0	80
5	40457399	40457519	121	.	0.471074	88.264463	0.696002	0.488896	0.804313	62	102	0	149
5	52665239	52665359	121	.	0.380165	87.652893	0.69118	0.520438	0.796427	66	101	0	158
5	58088290	58088410	121	.	0.471074	92.842975	0.732106	0.536208	0.851625	68	108	0	156
5	67589101	67589341	241	.	0.315353	125.701245	0.991207	0.65449	1.182813	83	150	0	340
5	67589479	67589719	241	.	0.26556	106.323651	0.838406	0.544094	1.001448	69	127	0	287
5	67590944	67591184	241	.	0.356846	131.838174	1.039599	0.528323	1.269552	67	161	0	392
5	67591224	67591344	121	.	0.38843	120.975207	0.95394	0.599292	1.174927	76	149	0	215
5	68390224	68390344	121	.	0.785124	88.77686	0.700043	0.551979	0.796427	70	101	0	155
5	79172076	79172196	121	.	0.46281	117.471074	0.926309	0.717573	1.03299	91	131	0	197
5	79970754	79970994	241	.	0.319502	101.651452	0.801564	0.496781	0.954136	63	121	0	263
5	86629008	86629128	121	.	0.305785	48.68595	0.383909	0.323302	0.449469	41	57	0	90
5	86669912	86670032	121	.	0.297521	23.38843	0.184428	0.149823	0.212906	19	27	0	42
5	86679445	86679565	121	.	0.272727	25.479339	0.200915	0.157708	0.244448	20	31	0	50
5	88365718	88365838	121	.	0.305785	80.247934	0.632788	0.410042	0.780656	52	99	0	147
5	96383692	96383812	121	.	0.363636	95.561983	0.753546	0.591406	0.891052	75	113	0	172
5	111982981	111983101	121	.	0.404959	61.958678	0.48857	0.394271	0.575636	50	73	0	113
5	112043377	112043617	241	.	0.684647	133.020747	1.048924	0.544094	1.277438	69	162	0	365
5	112090535	112090775	241	.	0.360996	123.369295	0.972818	0.607177	1.127615	77	143	0	327
5	112102005	112102125	121	.	0.330579	66.545455	0.524739	0.3785	0.622948	48	79	0	117
5	112102866	112103106	241	.	0.39834	127.435685	1.004884	0.56775	1.22224	72	155	0	335
5	112111320	112111440	121	.	0.330579	62.438017	0.49235	0.268104	0.583521	34	74	0	105
5	112116483	112116603	121	.	0.413223	82.92562	0.653903	0.496781	0.764886	63	97	0	142
5	112128125	112128245	121	.	0.371901	87	0.686031	0.528323	0.772771	67	98	0	156
5	112136968	112137088	121	.	0.454545	78.206612	0.616692	0.3785	0.733344	48	93	0	120
5	112151181	112151301	121	.	0.438017	84.041322	0.662701	0.496781	0.796427	63	101	0	142
5	112154612	112155092	481	.	0.453222	155.079002	1.222863	0.433698	1.711136	55	217	0	728
5	112157581	112157701	121	.	0.363636	85.396694	0.673389	0.46524	0.820083	59	104	0	139
5	112162755	112162995	241	.	0.352697	130.261411	1.027166	0.622948	1.293209	79	164	0	351
5	112163604	112163724	121	.	0.38843	83.371901	0.657422	0.48101	0.788542	61	100	0	134
5	112164551	112164671	121	.	0.380165	88.958678	0.701476	0.473125	0.84374	60	107	0	148
5	112170635	112170875	241	.	0.410788	132.896266	1.047943	0.662375	1.269552	84	161	0	351
5	112173236	112179836	6601	.	0.406605	172.487199	1.360134	0.504667	1.774219	64	225	0	10347
5	112213545	112213665	121	.	0.330579	70.07438	0.552566	0.331188	0.678146	42	86	0	111
5	112213733	112213853	121	.	0.363636	73.495868	0.579546	0.29176	0.686031	37	87	0	127
5	126841060	126841180	121	.	0.347107	74.966942	0.591146	0.402156	0.693917	51	88	0	121
5	133908318	133908438	121	.	0.586777	80.438017	0.634287	0.449469	0.725458	57	92	0	132
5	142329085	142329205	121	.	0.355372	99.752066	0.786587	0.520438	0.969906	66	123	0	165
5	147496247	147496367	121	.	0.38843	74.570248	0.588018	0.362729	0.741229	46	94	0	119
5	151755956	151756076	121	.	0.396694	86.46281	0.681795	0.417927	0.827969	53	105	0	130
5	153690413	153690533	121	.	0.289256	77.677686	0.612521	0.425813	0.733344	54	93	0	134
5	161253391	161253511	121	.	0.355372	32.677686	0.257677	0.047313	0.323302	6	41	0	63
5	170837463	170837583	121	.	0.31405	54.181818	0.427246	0.339073	0.520438	43	66	0	98
5	172573707	172573827	121	.	0.330579	85.793388	0.676517	0.520438	0.780656	66	99	0	141
5	176522509	176522749	241	.	0.701245	163.394191	1.288431	0.859511	1.553427	109	197	0	448
5	178268072	178268192	121	.	0.644628	120.909091	0.953419	0.701802	1.096073	89	139	0	208
6	407520	407640	121	.	0.363636	49.61157	0.391208	0.070969	0.559865	9	71	0	79
6	3797797	3797917	121	.	0.528926	89.983471	0.709557	0.536208	0.835854	68	106	0	154
6	6269202	6269322	121	.	0.371901	36.61157	0.288698	0.181365	0.354844	23	45	0	67
6	7518007	7518127	121	.	0.322314	83.264463	0.656575	0.236563	0.883167	30	112	0	162
6	12518628	12518748	121	.	0.338843	75.421488	0.59473	0.410042	0.725458	52	92	0	132
6	17627530	17627650	121	.	0.22314	65.190083	0.514051	0.3785	0.607177	48	77	0	101
6	25092479	25092599	121	.	0.305785	68.22314	0.537968	0.402156	0.599292	51	76	0	114
6	26031843	26032323	481	.	0.565489	189.139293	1.491442	0.725458	1.931927	92	245	0	898
6	29711302	29711422	121	.	0.545455	126.710744	0.999167	0.772771	1.151271	98	146	0	211
6	29795361	29795481	121	.	0.644628	119.884298	0.945338	0.749115	1.048761	95	133	0	206
6	29806134	29806254	121	.	0.471074	107.553719	0.848106	0.646604	0.969906	82	123	0	192
6	29823101	29823221	121	.	0.404959	84.92562	0.669674	0.544094	0.757	69	96	0	151
6	29831986	29832106	121	.	0.743802	96.859504	0.763778	0.56775	0.906823	72	115	0	171
6	29898856	29898976	121	.	0.404959	99.61157	0.785479	0.599292	0.914708	76	116	0	179
6	29938614	29938734	121	.	0.586777	77.809917	0.613564	0.449469	0.757	57	96	0	140
6	29944124	29944244	121	.	0.561983	90.338843	0.71236	0.528323	0.804313	67	102	0	153
6	30000460	30000580	121	.	0.413223	107.347107	0.846477	0.646604	1.001448	82	127	0	175
6	30229708	30229828	121	.	0.553719	104.016529	0.820214	0.622948	0.94625	79	120	0	181
6	30280862	30280982	121	.	0.438017	72.190083	0.569249	0.425813	0.662375	54	84	0	117
6	30366953	30367073	121	.	0.413223	92.53719	0.729694	0.536208	0.851625	68	108	0	165
6	30409453	30409573	121	.	0.404959	82.487603	0.650449	0.473125	0.764886	60	97	0	138
6	30755833	30755953	121	.	0.421488	98.024793	0.772966	0.599292	0.898938	76	114	0	165
6	30850082	30850202	121	.	0.619835	70.570248	0.556476	0.402156	0.678146	51	86	0	121
6	30986690	30986810	121	.	0.446281	99.909091	0.787825	0.441583	0.962021	56	122	0	181
6	31017287	31017407	121	.	0.429752	95.264463	0.7512	0.504667	0.906823	64	115	0	167
6	31032297	31032417	121	.	0.413223	99.644628	0.78574	0.559865	0.962021	71	122	0	171
6	31042010	31042130	121	.	0.214876	75.719008	0.597076	0.410042	0.709688	52	90	0	128
6	31047411	31047531	121	.	0.586777	94.198347	0.742793	0.544094	0.827969	69	105	0	168
6	31053197	31053317	121	.	0.421488	75.041322	0.591732	0.417927	0.717573	53	91	0	123
6	31059326	31059446	121	.	0.438017	79.950413	0.630442	0.441583	0.733344	56	93	0	151
6	31078435	31078555	121	.	0.446281	120.694215	0.951724	0.615063	1.096073	78	139	0	208
6	31085651	31085771	121	.	0.421488	93.165289	0.734647	0.512552	0.906823	65	115	0	159
6	31091349	31091469	121	.	0.520661	108.471074	0.85534	0.646604	1.001448	82	127	0	182
6	31130533	31130653	121	.	0.528926	65.966942	0.520177	0.268104	0.725458	34	92	0	120
6	31170168	31170288	121	.	0.619835	100.322314	0.791083	0.607177	0.930479	77	118	0	171
6	31201188	31201308	121	.	0.38843	59.652893	0.470388	0.283875	0.583521	36	74	0	103
6	31247061	31247181	121	.	0.31405	116.256198	0.916729	0.686031	1.064531	87	135	0	190
6	31277928	31278048	121	.	0.256198	87.396694	0.689159	0.46524	0.788542	59	100	0	139
6	31317398	31317518	121	.	0.404959	95.438017	0.752569	0.520438	0.875281	66	111	0	163
6	31337221	31337341	121	.	0.363636	71.380165	0.562862	0.394271	0.670261	50	85	0	122
6	31346973	31347093	121	.	0.53719	93.256198	0.735364	0.559865	0.875281	71	111	0	164
6	31361650	31361770	121	.	0.578512	69.330579	0.546701	0.410042	0.638719	52	81	0	129
6	31940063	31940303	241	.	0.589212	154.170124	1.215696	0.717573	1.474573	91	187	0	416
6	32166108	32166228	121	.	0.438017	55.677686	0.439042	0.354844	0.520438	45	66	0	105
6	32877113	32877233	121	.	0.413223	84.413223	0.665634	0.504667	0.772771	64	98	0	144
6	34617084	34617204	121	.	0.371901	65.371901	0.515485	0.323302	0.630833	41	80	0	105
6	37138332	37138452	121	.	0.669421	94.132231	0.742272	0.528323	0.883167	67	112	0	164
6	37140618	37140738	121	.	0.363636	39.743802	0.313396	0.197135	0.386385	25	49	0	74
6	45556009	45556129	121	.	0.347107	66.991736	0.528258	0.354844	0.638719	45	81	0	111
6	65096737	65096857	121	.	0.404959	73.61157	0.580458	0.370615	0.709688	47	90	0	122
6	72558520	72558640	121	.	0.322314	72.247934	0.569705	0.331188	0.693917	42	88	0	120
6	90009251	90009371	121	.	0.471074	82.842975	0.653251	0.488896	0.788542	62	100	0	138
6	97729893	97730013	121	.	0.371901	93.396694	0.736472	0.56775	0.906823	72	115	0	161
6	106051678	106051798	121	.	0.338843	71.61157	0.564687	0.402156	0.662375	51	84	0	117
6	116470501	116470621	121	.	0.347107	77.520661	0.611283	0.46524	0.733344	59	93	0	127
6	117622099	117622339	241	.	0.356846	122.46888	0.965718	0.65449	1.206469	83	153	0	335
6	117629904	117630144	241	.	0.369295	148.896266	1.174109	0.678146	1.427261	86	181	0	398
6	117631224	117631464	241	.	0.439834	135.435685	1.067967	0.362729	1.285323	46	163	0	362
6	117632171	117632291	121	.	0.38843	81.099174	0.639501	0.394271	0.772771	50	98	0	138
6	117638250	117638490	241	.	0.448133	151.016598	1.190829	0.733344	1.458802	93	185	0	405
6	117639323	117639443	121	.	0.396694	95.22314	0.750874	0.575636	0.867396	73	110	0	161
6	117640992	117642468	1477	.	0.375762	165.494922	1.304997	0.725458	1.514	92	192	0	2319
6	117642526	117647442	4917	.	0.33557	146.20785	1.15291	0.055198	1.60074	7	203	0	6649
6	117647534	117648944	1411	.	0.382707	183.655563	1.448201	0.741229	1.845188	94	234	0	2482
6	117648974	117650534	1561	.	0.394619	179.301089	1.413864	1.088188	1.805761	138	229	0	2691
6	117650572	117650812	241	.	0.377593	162.385892	1.280481	0.717573	1.482459	91	188	0	447
6	117657172	117657292	121	.	0.22314	91.132231	0.718616	0.457354	0.875281	58	111	0	147
6	117657892	117658372	481	.	0.309771	132.796258	1.047154	0.65449	1.332636	83	169	0	645
6	117658480	117660280	1801	.	0.348695	155.637424	1.227266	0.615063	1.766334	78	224	0	2634
6	117660520	117662320	1801	.	0.335369	154.779012	1.220497	0.520438	1.726907	66	219	0	2585
6	117681390	117681510	121	.	0.380165	42.14876	0.332361	0.228677	0.394271	29	50	0	84
6	117725378	117725498	121	.	0.396694	49.512397	0.390426	0.181365	0.48101	23	61	0	89
6	121788671	121788791	121	.	0.330579	75.355372	0.594209	0.394271	0.717573	50	91	0	125
6	134758253	134758373	121	.	0.305785	71.520661	0.56397	0.410042	0.646604	52	82	0	126
6	137524818	137524938	121	.	0.280992	43.768595	0.345134	0.094625	0.425813	12	54	0	83
6	148266693	148266813	121	.	0.413223	93.297521	0.73569	0.528323	0.891052	67	113	0	155
6	152332740	152332980	241	.	0.46888	142.481328	1.123525	0.622948	1.356292	79	172	0	379
6	152382072	152382312	241	.	0.360996	127.477178	1.005211	0.646604	1.285323	82	163	0	342
6	152415492	152415732	241	.	0.568465	176.829876	1.394377	0.859511	1.695365	109	215	0	476
6	152419864	152420104	241	.	0.580913	181.817427	1.433706	0.859511	1.742677	109	221	0	490
6	157495899	157496019	121	.	0.355372	31.727273	0.250183	0.141938	0.315417	18	40	0	62
