# HOMER Peaks
# Peak finding parameters:
# tag directory = /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12
#
# total peaks = 28592
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 210
# genome size = 2000000000
# Total tags = 13325162.5
# Total tags in peaks = 3561820.5
# Approximate IP efficiency = 26.73%
# tags per bp = 0.006140
# expected tags per peak = 6.140
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# FDR rate threshold = 0.100000000
# FDR effective poisson threshold = 6.479868e-04
# FDR tag threshold = 16.0
# number of putative peaks = 37486
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 8892
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 2
#
# cmd = /hpcdata/sg/sg_data/users/narayananm/tools/homer/bin/findPeaks /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12 -size 1000 -minDist 2500 -fdr 0.10 -o /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homer/Project_ATACseq/Sample_H12/H12.peaks1kb.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	Not used	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr18-126	chr18	58687529	58688529	+	135.8	0.000	148.500000	19.75	4.38e-162	1.15
chr19-228	chr19	6459996	6460996	+	135.8	0.000	153.000000	30.74	1.87e-195	1.10
chr19-201	chr19	29605604	29606604	+	135.8	0.000	161.000000	15.66	6.52e-145	1.05
chr21-64	chr21	42227759	42228759	+	135.8	0.000	153.500000	37.88	2.07e-211	1.09
chr1-646	chr1	19209791	19210791	+	135.5	0.000	148.000000	36.92	4.40e-208	1.15
chr2-511	chr2	96760338	96761338	+	135.5	0.000	157.000000	17.75	3.97e-153	1.09
chr2-538	chr2	134119498	134120498	+	135.5	0.000	150.500000	4.71	1.57e-61	1.12
chr3-502	chr3	49120390	49121390	+	135.5	0.000	143.500000	31.85	7.06e-197	1.16
chr3-456	chr3	186930568	186931568	+	135.5	0.000	157.000000	9.64	4.34e-109	1.07
chr4-325	chr4	108112947	108113947	+	135.5	0.000	152.500000	7.72	1.05e-93	1.08
chr5-400	chr5	177351304	177352304	+	135.5	0.000	142.500000	69.13	3.96e-256	1.18
chr6-431	chr6	5850890	5851890	+	135.5	0.000	149.500000	27.77	1.64e-186	1.11
chr6-428	chr6	139112981	139113981	+	135.5	0.000	150.500000	21.38	6.81e-167	1.11
chr8-282	chr8	1759904	1760904	+	135.5	0.000	145.500000	7.17	9.57e-89	1.16
chr8-288	chr8	143828926	143829926	+	135.5	0.000	144.500000	49.98	3.26e-231	1.16
chr12-345	chr12	67648082	67649082	+	135.5	0.000	164.500000	6.07	1.05e-77	1.01
chr14-253	chr14	49692674	49693674	+	135.5	0.000	159.000000	16.49	1.06e-147	1.06
chr16-169	chr16	71483916	71484916	+	135.5	0.000	162.500000	42.19	2.94e-218	1.02
chr16-171	chr16	89873551	89874551	+	135.5	0.000	161.000000	16.33	5.86e-147	1.05
chr17-210	chr17	58083147	58084147	+	135.5	0.000	162.500000	12.31	2.01e-126	1.05
chr17-245	chr17	59331112	59332112	+	135.5	0.000	149.000000	10.55	1.99e-115	1.11
chr19-236	chr19	46600528	46601528	+	135.5	0.000	151.000000	28.01	3.69e-187	1.10
chr22-68	chr22	42070365	42071365	+	135.5	0.000	157.000000	20.83	5.86e-165	1.06
chr1-611	chr1	58699556	58700556	+	135.1	0.000	152.500000	23.82	3.33e-175	1.09
chr1-619	chr1	109502108	109503108	+	135.1	0.000	152.000000	17.61	1.00e-152	1.08
chr1-643	chr1	151007812	151008812	+	135.1	0.000	148.500000	13.44	5.37e-133	1.11
chr1-553	chr1	157138109	157139109	+	135.1	0.000	161.500000	12.96	2.40e-130	1.03
chr1-565	chr1	228212983	228213983	+	135.1	0.000	159.500000	18.62	7.46e-157	1.04
chr1-630	chr1	241676944	241677944	+	135.1	0.000	150.500000	31.76	7.06e-197	1.11
chr2-575	chr2	231056349	231057349	+	135.1	0.000	141.500000	9.31	7.67e-107	1.19
chr4-347	chr4	931891	932891	+	135.1	0.000	142.000000	39.51	1.85e-213	1.18
chr8-261	chr8	11808066	11809066	+	135.1	0.000	158.000000	18.20	3.58e-155	1.05
chr8-274	chr8	29498828	29499828	+	135.1	0.000	151.000000	22.82	5.66e-172	1.09
chr11-365	chr11	62573601	62574601	+	135.1	0.000	143.500000	32.08	1.27e-197	1.17
chr14-263	chr14	97977785	97978785	+	135.1	0.000	154.000000	13.85	3.92e-135	1.07
chr15-173	chr15	51829407	51830407	+	135.1	0.000	159.500000	17.33	1.56e-151	1.05
chr17-271	chr17	46224887	46225887	+	135.1	0.000	143.000000	67.50	1.66e-254	1.16
chr17-229	chr17	78251962	78252962	+	135.1	0.000	153.000000	8.93	6.67e-104	1.08
chr19-204	chr19	38315538	38316538	+	135.1	0.000	160.500000	26.13	3.88e-182	1.03
chrX-149	chrX	12956392	12957392	+	135.1	0.000	161.000000	11.96	1.52e-124	1.04
chr1-597	chr1	42816644	42817644	+	134.7	0.000	154.000000	34.01	9.81e-201	1.09
chr3-460	chr3	9890304	9891304	+	134.7	0.000	154.500000	24.66	1.28e-176	1.07
chr4-334	chr4	70734281	70735281	+	134.7	0.000	147.000000	11.46	1.23e-120	1.13
chr4-329	chr4	83109867	83110867	+	134.7	0.000	151.000000	4.97	1.53e-64	1.12
chr5-364	chr5	176646789	176647789	+	134.7	0.000	154.000000	14.55	8.52e-138	1.08
chr5-330	chr5	181261347	181262347	+	134.7	0.000	167.500000	9.88	3.30e-110	1.03
chr6-420	chr6	28884252	28885252	+	134.7	0.000	153.500000	52.11	4.07e-233	1.07
chr7-346	chr7	23597018	23598018	+	134.7	0.000	157.000000	23.93	2.24e-174	1.06
chr7-356	chr7	129952332	129953332	+	134.7	0.000	155.000000	6.10	1.56e-77	1.08
chr9-248	chr9	95494283	95495283	+	134.7	0.000	153.000000	29.11	5.11e-189	1.09
chr10-287	chr10	46105982	46106982	+	134.7	0.000	164.500000	39.89	8.59e-213	1.05
chr11-294	chr11	61160968	61161968	+	134.7	0.000	164.500000	22.44	1.42e-169	1.02
chr12-322	chr12	101877041	101878041	+	134.7	0.000	174.500000	14.82	4.10e-139	0.95
chr13-184	chr13	40613045	40614045	+	134.7	0.000	155.500000	15.53	1.59e-142	1.08
chr17-235	chr17	64661814	64662814	+	134.7	0.000	152.000000	18.89	7.29e-157	1.08
chr19-295	chr19	49452949	49453949	+	134.7	0.000	134.500000	13.99	6.36e-135	1.22
chr1-560	chr1	15409242	15410242	+	134.3	0.000	160.000000	22.69	1.29e-170	1.04
chr1-719	chr1	17053638	17054638	+	134.3	0.000	138.500000	42.96	1.24e-218	1.19
chr1-578	chr1	110619315	110620315	+	134.3	0.000	157.500000	31.59	2.24e-195	1.08
chr1-616	chr1	212558456	212559456	+	134.3	0.000	152.500000	29.03	5.11e-189	1.09
chr1-574	chr1	234478140	234479140	+	134.3	0.000	158.500000	18.73	1.96e-156	1.05
chr2-595	chr2	27628441	27629441	+	134.3	0.000	136.000000	50.34	1.07e-230	1.21
chr2-531	chr2	108620721	108621721	+	134.3	0.000	151.500000	14.26	1.67e-136	1.10
chr3-443	chr3	19146601	19147601	+	134.3	0.000	162.500000	16.78	2.31e-148	1.02
chr3-449	chr3	138608534	138609534	+	134.3	0.000	160.000000	36.61	1.62e-206	1.03
chr5-342	chr5	10563593	10564593	+	134.3	0.000	162.000000	11.93	9.91e-124	1.02
chr5-386	chr5	139197848	139198848	+	134.3	0.000	146.000000	35.41	5.54e-204	1.13
chr6-378	chr6	26021183	26022183	+	134.3	0.000	167.000000	5.69	2.75e-73	1.02
chr6-413	chr6	32894101	32895101	+	134.3	0.000	154.500000	76.71	6.49e-263	1.06
chr8-271	chr8	109644454	109645454	+	134.3	0.000	153.000000	14.07	1.50e-135	1.09
chr10-374	chr10	6061925	6062925	+	134.3	0.000	137.000000	25.98	1.01e-180	1.22
chr10-314	chr10	22251769	22252769	+	134.3	0.000	155.500000	9.37	1.13e-106	1.10
chr10-302	chr10	86756009	86757009	+	134.3	0.000	160.500000	14.92	8.79e-140	1.04
chr11-332	chr11	59810202	59811202	+	134.3	0.000	154.500000	37.47	2.95e-208	1.08
chr12-384	chr12	6451491	6452491	+	134.3	0.000	151.000000	21.06	4.44e-165	1.09
chr17-281	chr17	8173096	8174096	+	134.3	0.000	139.500000	13.77	5.43e-134	1.18
chr17-222	chr17	17836066	17837066	+	134.3	0.000	156.500000	9.62	1.61e-108	1.05
chr17-270	chr17	41930083	41931083	+	134.3	0.000	143.000000	41.31	1.18e-215	1.15
chr18-124	chr18	31162659	31163659	+	134.3	0.000	151.500000	41.84	1.24e-216	1.09
chr19-277	chr19	12294364	12295364	+	134.3	0.000	141.000000	37.03	2.21e-207	1.17
chr19-196	chr19	47256444	47257444	+	134.3	0.000	163.500000	21.06	4.44e-165	1.01
chrX-155	chrX	134914749	134915749	+	134.3	0.000	156.000000	23.69	7.93e-174	1.06
chr1-593	chr1	41360733	41361733	+	134.0	0.000	154.500000	15.45	2.47e-141	1.07
chr1-700	chr1	64876887	64877887	+	134.0	0.000	141.000000	30.03	2.69e-190	1.18
chr1-551	chr1	110630808	110631808	+	134.0	0.000	161.500000	17.65	4.94e-151	1.04
chr2-566	chr2	70248137	70249137	+	134.0	0.000	143.500000	41.73	5.18e-215	1.16
chr2-515	chr2	147449188	147450188	+	134.0	0.000	155.000000	39.18	2.87e-210	1.06
chr3-422	chr3	58491520	58492520	+	134.0	0.000	167.000000	13.61	3.05e-132	1.01
chr4-335	chr4	108107596	108108596	+	134.0	0.000	147.000000	12.08	1.04e-123	1.11
chr4-338	chr4	152679553	152680553	+	134.0	0.000	146.000000	39.18	2.87e-210	1.12
chr5-384	chr5	18745653	18746653	+	134.0	0.000	146.000000	6.44	1.15e-80	1.13
chr6-394	chr6	16179693	16180693	+	134.0	0.000	162.000000	24.53	3.15e-175	1.01
chr6-442	chr6	142884982	142885982	+	134.0	0.000	147.500000	13.28	1.91e-130	1.13
chr7-339	chr7	56063929	56064929	+	134.0	0.000	160.000000	21.71	3.33e-166	1.11
chr10-318	chr10	90871360	90872360	+	134.0	0.000	154.000000	15.75	9.71e-143	1.10
chr16-202	chr16	2214612	2215612	+	134.0	0.000	146.000000	86.84	1.04e-270	1.13
chr17-291	chr17	35586874	35587874	+	134.0	0.000	137.000000	39.67	3.42e-211	1.20
chr17-242	chr17	56913537	56914537	+	134.0	0.000	150.000000	19.96	5.24e-160	1.09
chr19-268	chr19	8513533	8514533	+	134.0	0.000	143.000000	14.09	1.02e-134	1.15
chr19-266	chr19	12440612	12441612	+	134.0	0.000	143.500000	53.55	6.89e-234	1.15
chr19-248	chr19	40714598	40715598	+	134.0	0.000	148.000000	7.86	6.98e-94	1.11
chr21-59	chr21	38805233	38806233	+	134.0	0.000	163.000000	13.85	1.81e-133	1.00
chr22-84	chr22	31753413	31754413	+	134.0	0.000	143.000000	9.18	1.64e-104	1.16
chrX-154	chrX	102155287	102156287	+	134.0	0.000	157.500000	17.00	2.77e-148	1.07
chr1-586	chr1	42035344	42036344	+	133.6	0.000	156.500000	28.35	3.19e-186	1.07
chr2-510	chr2	201115949	201116949	+	133.6	0.000	157.500000	4.29	1.70e-55	1.04
chr2-523	chr2	238203121	238204121	+	133.6	0.000	153.000000	28.11	1.45e-185	1.07
chr3-484	chr3	120558529	120559529	+	133.6	0.000	147.000000	11.82	2.16e-122	1.13
chr4-307	chr4	153521976	153522976	+	133.6	0.000	164.000000	7.95	7.01e-95	1.02
chr5-402	chr5	71601047	71602047	+	133.6	0.000	141.500000	40.05	3.96e-212	1.19
chr5-369	chr5	139293405	139294405	+	133.6	0.000	152.000000	12.14	3.02e-124	1.12
chr6-387	chr6	30489106	30490106	+	133.6	0.000	164.000000	11.05	1.31e-117	1.07
chr9-284	chr9	97411577	97412577	+	133.6	0.000	141.500000	26.48	3.98e-181	1.18
chr10-306	chr10	67612699	67613699	+	133.6	0.000	159.000000	31.72	1.30e-194	1.04
chr10-326	chr10	73167642	73168642	+	133.6	0.000	152.000000	32.04	2.33e-195	1.08
chr10-337	chr10	88091267	88092267	+	133.6	0.000	148.000000	37.26	1.11e-206	1.11
chr11-388	chr11	43880302	43881302	+	133.6	0.000	137.000000	59.33	6.87e-242	1.22
chr12-450	chr12	109093032	109094032	+	133.6	0.000	134.000000	5.70	5.54e-73	1.22
chr13-180	chr13	42354650	42355650	+	133.6	0.000	157.000000	17.51	1.24e-150	1.11
chr14-252	chr14	105481457	105482457	+	133.6	0.000	159.500000	7.06	6.83e-87	1.04
chr15-207	chr15	34209538	34210538	+	133.6	0.000	144.000000	29.39	6.51e-189	1.14
chr15-160	chr15	44288138	44289138	+	133.6	0.000	166.500000	13.93	4.34e-134	1.05
chr17-267	chr17	59220098	59221098	+	133.6	0.000	143.500000	42.72	5.35e-217	1.15
chr19-299	chr19	40348002	40349002	+	133.6	0.000	133.500000	80.10	9.41e-265	1.23
chr22-73	chr22	30356376	30357376	+	133.6	0.000	153.500000	39.56	3.42e-211	1.07
chr3-476	chr3	47802551	47803551	+	133.2	0.000	150.500000	37.59	5.50e-206	1.08
chr5-341	chr5	172983638	172984638	+	133.2	0.000	162.500000	17.65	3.46e-150	1.02
chr7-363	chr7	107126100	107127100	+	133.2	0.000	152.000000	24.77	5.65e-175	1.07
chr8-277	chr8	28385935	28386935	+	133.2	0.000	148.500000	11.88	7.70e-122	1.11
chr8-255	chr8	90984758	90985758	+	133.2	0.000	164.500000	13.26	1.28e-129	1.00
chr9-252	chr9	5450031	5451031	+	133.2	0.000	151.500000	18.68	2.57e-154	1.08
chr12-435	chr12	121128761	121129761	+	133.2	0.000	137.000000	21.16	2.13e-163	1.19
chr13-194	chr13	44434846	44435846	+	133.2	0.000	143.500000	10.58	9.77e-114	1.16
chr16-196	chr16	11783218	11784218	+	133.2	0.000	149.000000	25.98	1.72e-178	1.09
chr16-198	chr16	31032873	31033873	+	133.2	0.000	149.000000	20.22	4.41e-160	1.09
chr16-255	chr16	69754447	69755447	+	133.2	0.000	127.000000	50.71	1.75e-228	1.29
chr19-206	chr19	7197541	7198541	+	133.2	0.000	159.500000	17.55	8.69e-150	1.10
chr19-202	chr19	29714494	29715494	+	133.2	0.000	161.000000	9.13	1.51e-103	1.01
chr21-69	chr21	42219823	42220823	+	133.2	0.000	148.000000	19.97	3.66e-159	1.10
chr3-457	chr3	128152897	128153897	+	132.8	0.000	155.500000	37.48	5.50e-206	1.06
chr3-427	chr3	157128179	157129179	+	132.8	0.000	165.500000	5.67	3.16e-72	0.99
chr4-320	chr4	6673695	6674695	+	132.8	0.000	157.000000	11.18	8.79e-118	1.07
chr5-381	chr5	111092023	111093023	+	132.8	0.000	147.500000	36.62	3.02e-204	1.14
chr5-359	chr5	157159069	157160069	+	132.8	0.000	155.500000	22.28	2.17e-167	1.08
chr6-435	chr6	33343598	33344598	+	132.8	0.000	149.000000	19.79	1.04e-158	1.11
chr7-381	chr7	816082	817082	+	132.8	0.000	144.000000	12.69	9.86e-127	1.18
chr7-365	chr7	36285827	36286827	+	132.8	0.000	151.000000	7.24	4.09e-88	1.10
chr10-346	chr10	104337869	104338869	+	132.8	0.000	144.500000	10.55	9.77e-114	1.13
chr12-398	chr12	30851008	30852008	+	132.8	0.000	147.000000	22.28	2.17e-167	1.12
chr12-406	chr12	53320937	53321937	+	132.8	0.000	144.500000	6.07	1.42e-76	1.13
chr14-243	chr14	93115091	93116091	+	132.8	0.000	165.000000	10.69	1.15e-114	1.02
chr15-206	chr15	64825221	64826221	+	132.8	0.000	144.500000	22.28	2.17e-167	1.16
chr15-185	chr15	64989300	64990300	+	132.8	0.000	156.000000	44.87	1.74e-219	1.06
chr16-208	chr16	89507800	89508800	+	132.8	0.000	143.000000	8.70	1.70e-100	1.14
chr17-233	chr17	58344126	58345126	+	132.8	0.000	152.500000	20.96	6.49e-163	1.07
chr18-111	chr18	24014007	24015007	+	132.8	0.000	167.000000	5.15	3.63e-66	0.99
chr19-258	chr19	58408078	58409078	+	132.8	0.000	146.000000	50.57	1.75e-228	1.13
chr22-78	chr22	41780798	41781798	+	132.8	0.000	151.000000	23.78	3.59e-172	1.08
chrX-169	chrX	52261318	52262318	+	132.8	0.000	145.500000	49.78	2.70e-227	1.12
chr1-686	chr1	11680780	11681780	+	132.5	0.000	142.500000	42.93	9.66e-215	1.13
chr1-568	chr1	39408446	39409446	+	132.5	0.000	159.000000	20.11	8.90e-159	1.03
chr1-624	chr1	84996832	84997832	+	132.5	0.000	150.500000	9.34	1.45e-104	1.08
chr1-558	chr1	111203767	111204767	+	132.5	0.000	160.500000	8.63	3.46e-99	1.01
chr3-472	chr3	15064676	15065676	+	132.5	0.000	151.500000	25.42	6.81e-176	1.14
chr3-540	chr3	197712012	197713012	+	132.5	0.000	131.500000	47.42	3.61e-222	1.23
chr4-348	chr4	73222551	73223551	+	132.5	0.000	142.000000	25.83	4.45e-177	1.15
chr4-318	chr4	142566703	142567703	+	132.5	0.000	158.500000	6.58	3.70e-81	1.06
chr4-311	chr4	143558795	143559795	+	132.5	0.000	161.000000	22.53	4.53e-167	1.03
chr7-428	chr7	55468939	55469939	+	132.5	0.000	128.000000	20.90	1.36e-161	1.27
chr9-262	chr9	96777573	96778573	+	132.5	0.000	148.500000	46.72	4.63e-221	1.09
chr10-378	chr10	112183226	112184226	+	132.5	0.000	136.000000	30.26	9.68e-189	1.19
chr11-319	chr11	2699534	2700534	+	132.5	0.000	156.000000	33.44	3.77e-196	1.05
chr11-302	chr11	57335353	57336353	+	132.5	0.000	162.500000	22.53	4.53e-167	1.01
chr11-350	chr11	134331443	134332443	+	132.5	0.000	148.000000	24.82	3.75e-174	1.09
chr12-452	chr12	57935634	57936634	+	132.5	0.000	133.500000	31.77	2.38e-192	1.21
chr12-429	chr12	101823528	101824528	+	132.5	0.000	139.000000	17.75	9.64e-150	1.17
chr16-183	chr16	11224879	11225879	+	132.5	0.000	154.500000	14.12	2.31e-133	1.08
chr16-170	chr16	28140904	28141904	+	132.5	0.000	161.000000	15.50	5.33e-140	1.09
chr17-219	chr17	65560961	65561961	+	132.5	0.000	158.500000	6.10	2.79e-76	1.06
chr19-249	chr19	10403257	10404257	+	132.5	0.000	147.500000	16.13	7.52e-143	1.14
chr19-218	chr19	18000612	18001612	+	132.5	0.000	157.000000	17.95	1.49e-150	1.04
chr19-269	chr19	42325062	42326062	+	132.5	0.000	143.000000	44.12	8.69e-217	1.17
chr19-255	chr19	51108014	51109014	+	132.5	0.000	146.500000	52.08	3.39e-229	1.11
chr1-561	chr1	26500137	26501137	+	132.1	0.000	160.000000	22.63	1.37e-167	1.07
chr1-672	chr1	30743423	30744423	+	132.1	0.000	145.000000	24.00	6.76e-172	1.13
chr1-735	chr1	100445317	100446317	+	132.1	0.000	136.500000	7.35	1.28e-88	1.20
chr7-351	chr7	4744482	4745482	+	132.1	0.000	155.500000	20.31	1.06e-159	1.04
chr7-358	chr7	96285320	96286320	+	132.1	0.000	154.500000	27.08	9.32e-181	1.05
chr7-332	chr7	100100745	100101745	+	132.1	0.000	161.500000	13.83	4.11e-132	1.05
chr8-290	chr8	7354747	7355747	+	132.1	0.000	143.500000	45.26	6.82e-219	1.13
chr9-257	chr9	22079551	22080551	+	132.1	0.000	150.000000	36.84	1.53e-203	1.08
chr9-266	chr9	125189441	125190441	+	132.1	0.000	148.000000	24.37	5.14e-173	1.15
chr10-307	chr10	15859826	15860826	+	132.1	0.000	158.500000	28.29	5.64e-184	1.04
chr10-420	chr10	73879292	73880292	+	132.1	0.000	124.000000	7.42	3.10e-89	1.33
chr10-313	chr10	104328737	104329737	+	132.1	0.000	156.000000	9.81	4.45e-108	1.05
chr11-304	chr11	35138847	35139847	+	132.1	0.000	161.500000	5.18	3.72e-66	1.01
chr14-291	chr14	90827894	90828894	+	132.1	0.000	139.000000	29.33	1.17e-186	1.20
chr14-271	chr14	100068302	100069302	+	132.1	0.000	152.500000	5.05	1.15e-64	1.10
chr15-178	chr15	40307786	40308786	+	132.1	0.000	157.000000	10.09	5.06e-110	1.08
chr15-210	chr15	64702754	64703754	+	132.1	0.000	142.500000	29.61	2.40e-187	1.14
chr17-273	chr17	76191523	76192523	+	132.1	0.000	142.000000	45.26	6.82e-219	1.15
chr18-123	chr18	24397265	24398265	+	132.1	0.000	151.500000	22.79	4.09e-168	1.08
chr19-279	chr19	9768206	9769206	+	132.1	0.000	140.500000	79.20	6.01e-261	1.17
chr20-125	chr20	35698862	35699862	+	132.1	0.000	150.000000	31.06	6.96e-191	1.09
chr22-72	chr22	49917964	49918964	+	132.1	0.000	154.500000	39.60	6.31e-209	1.05
chr1-645	chr1	15834222	15835222	+	131.7	0.000	148.000000	9.52	3.26e-105	1.10
chr1-623	chr1	28642666	28643666	+	131.7	0.000	150.500000	16.63	3.17e-144	1.07
chr2-541	chr2	138501337	138502337	+	131.7	0.000	149.500000	12.59	1.58e-124	1.11
chr2-532	chr2	233059864	233060864	+	131.7	0.000	151.500000	10.26	2.43e-110	1.07
chr3-514	chr3	61250930	61251930	+	131.7	0.000	140.000000	7.49	3.86e-89	1.15
chr3-455	chr3	66393624	66394624	+	131.7	0.000	157.500000	16.89	2.31e-145	1.04
chr5-352	chr5	102754946	102755946	+	131.7	0.000	158.500000	8.18	4.70e-95	1.05
chr9-222	chr9	34646322	34647322	+	131.7	0.000	168.500000	24.11	4.53e-171	1.01
chr9-239	chr9	109013068	109014068	+	131.7	0.000	157.000000	11.79	5.92e-120	1.03
chr10-364	chr10	6201119	6202119	+	131.7	0.000	140.500000	7.20	1.52e-86	1.16
chr10-315	chr10	22681890	22682890	+	131.7	0.000	155.500000	10.86	3.01e-114	1.04
chr10-382	chr10	73246638	73247638	+	131.7	0.000	135.000000	38.52	1.69e-205	1.19
chr11-340	chr11	47847911	47848911	+	131.7	0.000	151.500000	21.20	1.02e-161	1.07
chr11-357	chr11	74004866	74005866	+	131.7	0.000	145.500000	31.91	1.37e-191	1.13
chr11-344	chr11	74988432	74989432	+	131.7	0.000	150.000000	39.99	2.92e-208	1.08
chr12-393	chr12	132985887	132986887	+	131.7	0.000	149.000000	36.73	5.63e-202	1.09
chr13-183	chr13	71290813	71291813	+	131.7	0.000	156.000000	17.65	1.71e-148	1.06
chr14-298	chr14	100375828	100376828	+	131.7	0.000	137.000000	27.71	3.16e-181	1.19
chr15-166	chr15	83011054	83012054	+	131.7	0.000	162.000000	33.61	2.08e-195	1.00
chr17-269	chr17	36948452	36949452	+	131.7	0.000	143.000000	34.34	5.40e-197	1.13
chr21-77	chr21	36989571	36990571	+	131.7	0.000	136.500000	19.62	4.06e-156	1.18
chr22-87	chr22	41946447	41947447	+	131.7	0.000	139.000000	30.67	1.13e-188	1.19
chr1-650	chr1	44354778	44355778	+	131.3	0.000	148.000000	61.76	7.55e-241	1.09
chr1-592	chr1	161045341	161046341	+	131.3	0.000	155.000000	7.48	2.69e-89	1.10
chr1-688	chr1	222589467	222590467	+	131.3	0.000	142.500000	56.25	7.34e-234	1.14
chr2-481	chr2	70124314	70125314	+	131.3	0.000	165.000000	12.91	1.65e-126	1.01
chr3-528	chr3	52287468	52288468	+	131.3	0.000	134.000000	31.82	1.37e-191	1.20
chr3-459	chr3	158109696	158110696	+	131.3	0.000	155.500000	16.24	9.74e-143	1.04
chr5-345	chr5	115296037	115297037	+	131.3	0.000	161.500000	22.66	9.33e-167	1.01
chr5-363	chr5	132556514	132557514	+	131.3	0.000	154.000000	27.39	1.38e-180	1.05
chr5-397	chr5	142024664	142025664	+	131.3	0.000	143.500000	70.00	3.23e-250	1.13
chr5-356	chr5	180860598	180861598	+	131.3	0.000	157.000000	24.42	3.43e-172	1.04
chr6-421	chr6	157884856	157885856	+	131.3	0.000	153.500000	29.72	1.45e-186	1.09
chr7-342	chr7	5396772	5397772	+	131.3	0.000	158.000000	23.16	2.42e-168	1.06
chr7-392	chr7	44573492	44574492	+	131.3	0.000	139.500000	42.57	4.14e-213	1.16
chr7-406	chr7	148987035	148988035	+	131.3	0.000	135.500000	7.52	1.31e-89	1.22
chr9-272	chr9	93028116	93029116	+	131.3	0.000	146.500000	13.94	6.68e-132	1.10
chr11-309	chr11	18698229	18699229	+	131.3	0.000	159.000000	17.12	1.61e-146	1.05
chr11-305	chr11	74748389	74749389	+	131.3	0.000	161.000000	24.80	2.49e-173	1.04
chr12-415	chr12	14394351	14395351	+	131.3	0.000	142.000000	14.13	7.60e-133	1.14
chr12-408	chr12	69330579	69331579	+	131.3	0.000	144.000000	6.63	2.03e-81	1.13
chr12-443	chr12	104720172	104721172	+	131.3	0.000	135.500000	17.31	2.65e-147	1.19
chr14-251	chr14	22870990	22871990	+	131.3	0.000	159.500000	14.65	1.98e-135	1.05
chr17-239	chr17	75046459	75047459	+	131.3	0.000	151.000000	52.50	1.03e-228	1.08
chr17-277	chr17	80146900	80147900	+	131.3	0.000	141.000000	24.23	1.25e-171	1.16
chr19-235	chr19	36850067	36851067	+	131.3	0.000	151.000000	25.82	2.90e-176	1.07
chr19-262	chr19	50328873	50329873	+	131.3	0.000	144.500000	9.38	2.13e-104	1.12
chr19-237	chr19	58097826	58098826	+	131.3	0.000	151.000000	42.00	4.10e-212	1.07
chrX-156	chrX	46836483	46837483	+	131.3	0.000	155.000000	27.63	3.16e-181	1.05
chr1-697	chr1	28258975	28259975	+	131.0	0.000	141.000000	22.76	6.36e-166	1.17
chr1-655	chr1	148038355	148039355	+	131.0	0.000	147.500000	44.24	1.55e-214	1.11
chr1-628	chr1	200530327	200531327	+	131.0	0.000	150.500000	26.18	4.72e-176	1.07
chr2-509	chr2	27356234	27357234	+	131.0	0.000	157.500000	31.10	1.27e-188	1.02
chr3-463	chr3	124729959	124730959	+	131.0	0.000	153.500000	32.05	7.89e-191	1.05
chr3-491	chr3	153221453	153222453	+	131.0	0.000	145.500000	34.14	1.85e-195	1.11
chr5-382	chr5	131379273	131380273	+	131.0	0.000	147.500000	6.01	1.79e-74	1.13
chr7-375	chr7	93117459	93118459	+	131.0	0.000	147.500000	21.97	2.36e-163	1.10
chr8-262	chr8	27490880	27491880	+	131.0	0.000	158.000000	28.30	9.96e-182	1.02
chr10-296	chr10	96129738	96130738	+	131.0	0.000	162.000000	44.24	1.55e-214	1.00
chr11-368	chr11	47407866	47408866	+	131.0	0.000	143.000000	17.16	1.13e-145	1.14
chr12-396	chr12	123711790	123712790	+	131.0	0.000	148.000000	23.98	1.09e-169	1.08
chr12-378	chr12	130838836	130839836	+	131.0	0.000	154.000000	22.93	1.90e-166	1.07
chr14-275	chr14	95462910	95463910	+	131.0	0.000	151.500000	28.30	9.96e-182	1.06
chr17-265	chr17	82037105	82038105	+	131.0	0.000	144.000000	46.88	8.03e-219	1.13
chr19-230	chr19	11924412	11925412	+	131.0	0.000	152.500000	23.10	5.60e-167	1.06
chr19-243	chr19	18571245	18572245	+	131.0	0.000	149.000000	29.63	4.32e-185	1.08
chr19-222	chr19	53554080	53555080	+	131.0	0.000	156.000000	29.91	8.77e-186	1.04
chr22-80	chr22	23242747	23243747	+	131.0	0.000	148.000000	31.10	1.27e-188	1.09
chr1-703	chr1	61724684	61725684	+	130.6	0.000	140.500000	35.59	1.01e-198	1.14
chr1-661	chr1	224623535	224624535	+	130.6	0.000	147.000000	28.47	2.18e-182	1.09
