# HOMER Peaks
# Peak finding parameters:
# tag directory = /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_A01
#
# total peaks = 39675
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 202
# genome size = 2000000000
# Total tags = 16333084.5
# Total tags in peaks = 4735920.5
# Approximate IP efficiency = 29.00%
# tags per bp = 0.007487
# expected tags per peak = 7.487
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# FDR rate threshold = 0.100000000
# FDR effective poisson threshold = 7.749239e-04
# FDR tag threshold = 18.0
# number of putative peaks = 53169
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 13493
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = /hpcdata/sg/sg_data/users/narayananm/tools/homer/bin/findPeaks /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_A01 -size 1000 -minDist 2500 -fdr 0.10 -o /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homer/Project_ATACseq/Sample_A01/A01.peaks1kb.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	Not used	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-44	chr17	78840488	78841488	+	350.5	0.000	341.500000	30.04	0.00e+00	1.30
chr22-31	chr22	36387655	36388655	+	350.5	0.000	299.500000	16.81	0.00e+00	1.48
chr19-65	chr19	55598992	55599992	+	350.2	0.000	366.500000	33.87	0.00e+00	1.20
chr8-23	chr8	109539324	109540324	+	349.9	0.000	340.500000	49.22	0.00e+00	1.30
chr1-112	chr1	116504106	116505106	+	349.6	0.000	301.000000	22.20	0.00e+00	1.45
chr12-41	chr12	109827819	109828819	+	349.6	0.000	313.500000	61.92	0.00e+00	1.39
chr19-110	chr19	2151265	2152265	+	349.6	0.000	307.000000	28.55	0.00e+00	1.44
chr19-181	chr19	49495699	49496699	+	349.6	0.000	257.500000	25.07	0.00e+00	1.69
chr1-94	chr1	2132914	2133914	+	349.3	0.000	313.000000	100.68	0.00e+00	1.40
chr10-39	chr10	31759802	31760802	+	349.3	0.000	300.000000	70.82	0.00e+00	1.46
chr1-63	chr1	145979203	145980203	+	348.4	0.000	337.000000	33.91	0.00e+00	1.35
chr3-52	chr3	15601295	15602295	+	348.4	0.000	322.000000	91.45	0.00e+00	1.37
chr19-64	chr19	47256478	47257478	+	348.4	0.000	368.500000	58.19	0.00e+00	1.18
chr4-44	chr4	165327040	165328040	+	348.1	0.000	296.000000	86.72	0.00e+00	1.46
chr7-40	chr7	112206055	112207055	+	348.1	0.000	316.500000	47.16	0.00e+00	1.38
chr8-40	chr8	125434270	125435270	+	348.1	0.000	297.000000	5.60	1.29e-224	1.46
chr17-63	chr17	82022616	82023616	+	348.1	0.000	311.500000	53.02	0.00e+00	1.41
chr1-76	chr1	154973901	154974901	+	347.8	0.000	330.000000	19.81	0.00e+00	1.37
chr11-32	chr11	60951953	60952953	+	347.8	0.000	371.000000	12.84	0.00e+00	1.17
chr22-5	chr22	35299457	35300457	+	347.8	0.000	365.000000	11.90	0.00e+00	1.21
chr3-61	chr3	197554328	197555328	+	347.5	0.000	313.500000	70.94	0.00e+00	1.39
chr7-54	chr7	33062425	33063425	+	347.5	0.000	304.500000	95.47	0.00e+00	1.43
chr1-91	chr1	150579129	150580129	+	347.1	0.000	316.500000	32.71	0.00e+00	1.40
chr2-42	chr2	189783842	189784842	+	347.1	0.000	336.500000	52.07	0.00e+00	1.29
chr6-40	chr6	5003385	5004385	+	347.1	0.000	306.000000	99.09	0.00e+00	1.43
chr17-101	chr17	47970466	47971466	+	347.1	0.000	284.500000	129.19	0.00e+00	1.52
chr20-8	chr20	40688952	40689952	+	347.1	0.000	374.500000	18.39	0.00e+00	1.19
chr6-30	chr6	24720763	24721763	+	346.5	0.000	324.000000	28.07	0.00e+00	1.34
chr9-26	chr9	35115666	35116666	+	346.5	0.000	340.500000	5.33	5.46e-214	1.29
chr4-19	chr4	139453303	139454303	+	346.2	0.000	352.000000	57.19	0.00e+00	1.23
chr9-30	chr9	136790606	136791606	+	346.2	0.000	329.500000	51.41	0.00e+00	1.32
chr11-58	chr11	76444309	76445309	+	346.2	0.000	326.000000	46.06	0.00e+00	1.34
chr16-24	chr16	2905208	2906208	+	346.2	0.000	333.000000	24.35	0.00e+00	1.30
chr17-59	chr17	7578965	7579965	+	346.2	0.000	316.000000	11.57	0.00e+00	1.38
chr3-45	chr3	45688774	45689774	+	345.9	0.000	331.500000	68.72	0.00e+00	1.31
chr15-17	chr15	64893496	64894496	+	345.9	0.000	323.500000	12.46	0.00e+00	1.34
chr20-17	chr20	18507185	18508185	+	345.9	0.000	311.500000	95.05	0.00e+00	1.39
chr3-57	chr3	146544168	146545168	+	345.6	0.000	319.500000	24.37	0.00e+00	1.36
chr9-27	chr9	100098540	100099540	+	345.6	0.000	334.500000	51.84	0.00e+00	1.32
chr14-42	chr14	73759787	73760787	+	345.6	0.000	316.000000	11.76	0.00e+00	1.37
chr1-88	chr1	151346754	151347754	+	345.0	0.000	319.500000	113.97	0.00e+00	1.35
chr6-21	chr6	109382352	109383352	+	345.0	0.000	345.500000	18.11	0.00e+00	1.28
chr14-54	chr14	81533431	81534431	+	345.0	0.000	298.500000	75.69	0.00e+00	1.45
chr17-86	chr17	29293722	29294722	+	345.0	0.000	295.000000	40.90	0.00e+00	1.46
chr5-32	chr5	176537293	176538293	+	344.7	0.000	354.500000	13.90	0.00e+00	1.26
chr17-78	chr17	79996767	79997767	+	344.7	0.000	298.500000	28.55	0.00e+00	1.46
chr19-86	chr19	14117788	14118788	+	344.7	0.000	337.000000	12.06	0.00e+00	1.35
chr2-77	chr2	20051343	20052343	+	344.4	0.000	301.000000	23.49	0.00e+00	1.43
chr4-20	chr4	183504056	183505056	+	344.4	0.000	345.000000	22.45	0.00e+00	1.25
chr2-56	chr2	238060376	238061376	+	344.1	0.000	315.000000	108.77	0.00e+00	1.37
chr7-57	chr7	155590102	155591102	+	344.1	0.000	300.500000	16.19	0.00e+00	1.44
chr11-57	chr11	73597848	73598848	+	344.1	0.000	327.500000	99.18	0.00e+00	1.32
chr16-46	chr16	2155043	2156043	+	344.1	0.000	290.000000	45.98	0.00e+00	1.49
chr19-120	chr19	19063254	19064254	+	344.1	0.000	300.000000	68.82	0.00e+00	1.44
chr10-35	chr10	28302563	28303563	+	343.8	0.000	309.000000	57.75	0.00e+00	1.39
chr14-30	chr14	77320484	77321484	+	343.8	0.000	344.000000	23.78	0.00e+00	1.28
chr19-89	chr19	1490357	1491357	+	343.8	0.000	333.000000	63.57	0.00e+00	1.30
chr5-46	chr5	91380070	91381070	+	343.5	0.000	320.500000	14.68	0.00e+00	1.38
chr5-26	chr5	176388492	176389492	+	343.5	0.000	370.500000	66.43	0.00e+00	1.17
chr7-50	chr7	44885226	44886226	+	343.5	0.000	305.500000	45.49	0.00e+00	1.42
chr12-53	chr12	50166946	50167946	+	343.5	0.000	296.500000	110.97	0.00e+00	1.48
chr16-70	chr16	57185666	57186666	+	343.5	0.000	259.000000	103.04	0.00e+00	1.66
chr10-37	chr10	102132443	102133443	+	342.9	0.000	301.500000	70.00	0.00e+00	1.43
chr12-68	chr12	120086711	120087711	+	342.9	0.000	284.000000	78.75	0.00e+00	1.51
chr22-24	chr22	41285982	41286982	+	342.9	0.000	314.500000	53.33	0.00e+00	1.40
chr2-54	chr2	36966171	36967171	+	342.3	0.000	318.000000	86.74	0.00e+00	1.37
chr2-44	chr2	112054337	112055337	+	342.3	0.000	331.000000	18.77	0.00e+00	1.31
chr2-73	chr2	196241969	196242969	+	341.9	0.000	303.000000	30.56	0.00e+00	1.42
chr10-54	chr10	126041534	126042534	+	341.9	0.000	284.500000	83.08	0.00e+00	1.51
chr20-10	chr20	40497887	40498887	+	341.9	0.000	337.000000	23.43	0.00e+00	1.28
chr3-32	chr3	167734523	167735523	+	341.3	0.000	363.000000	44.40	0.00e+00	1.21
chr5-31	chr5	143002309	143003309	+	341.3	0.000	356.000000	35.71	0.00e+00	1.21
chr9-61	chr9	72304842	72305842	+	341.3	0.000	282.000000	48.71	0.00e+00	1.52
chr9-31	chr9	137086363	137087363	+	341.3	0.000	327.000000	45.41	0.00e+00	1.31
chr16-41	chr16	21519825	21520825	+	341.3	0.000	308.000000	30.41	0.00e+00	1.40
chr5-53	chr5	5421924	5422924	+	341.0	0.000	307.000000	70.61	0.00e+00	1.41
chr3-59	chr3	51499433	51500433	+	340.7	0.000	318.500000	28.30	0.00e+00	1.39
chr3-77	chr3	157174550	157175550	+	340.7	0.000	299.500000	54.74	0.00e+00	1.44
chr16-25	chr16	53130233	53131233	+	340.7	0.000	330.000000	38.68	0.00e+00	1.30
chr2-38	chr2	191677409	191678409	+	340.4	0.000	356.500000	17.02	0.00e+00	1.23
chr6-20	chr6	31619866	31620866	+	340.4	0.000	348.000000	47.89	0.00e+00	1.23
chr8-16	chr8	140511273	140512273	+	340.4	0.000	364.500000	23.83	0.00e+00	1.19
chr8-21	chr8	8227747	8228747	+	340.1	0.000	349.500000	84.74	0.00e+00	1.23
chr11-83	chr11	83071502	83072502	+	340.1	0.000	292.500000	81.96	0.00e+00	1.46
chr5-65	chr5	142798123	142799123	+	339.8	0.000	288.000000	12.47	0.00e+00	1.48
chr11-78	chr11	72721957	72722957	+	339.8	0.000	301.500000	20.14	0.00e+00	1.42
chr17-96	chr17	45060759	45061759	+	339.8	0.000	289.000000	65.72	0.00e+00	1.48
chr22-18	chr22	50582396	50583396	+	339.8	0.000	324.500000	74.55	0.00e+00	1.32
chr15-30	chr15	43791687	43792687	+	339.2	0.000	285.500000	54.20	0.00e+00	1.50
chr19-69	chr19	42201410	42202410	+	339.2	0.000	362.000000	14.01	0.00e+00	1.18
chr1-117	chr1	169893453	169894453	+	338.9	0.000	298.500000	62.27	0.00e+00	1.43
chr3-80	chr3	66997666	66998666	+	338.9	0.000	298.500000	54.15	0.00e+00	1.43
chr10-22	chr10	3172415	3173415	+	338.9	0.000	328.500000	73.26	0.00e+00	1.31
chr19-150	chr19	39970517	39971517	+	338.9	0.000	273.000000	129.39	0.00e+00	1.56
chr19-119	chr19	48713786	48714786	+	338.9	0.000	301.000000	110.70	0.00e+00	1.42
chr6-17	chr6	15245035	15246035	+	338.6	0.000	353.000000	11.60	0.00e+00	1.22
chr9-64	chr9	35603726	35604726	+	338.6	0.000	280.500000	43.66	0.00e+00	1.53
chr2-104	chr2	102227395	102228395	+	338.3	0.000	282.000000	85.00	0.00e+00	1.51
chr4-23	chr4	56435414	56436414	+	338.3	0.000	337.500000	50.23	0.00e+00	1.26
chr17-45	chr17	18182917	18183917	+	338.3	0.000	333.000000	31.18	0.00e+00	1.28
chr17-94	chr17	39980100	39981100	+	338.3	0.000	289.500000	62.55	0.00e+00	1.49
chr22-30	chr22	35409846	35410846	+	338.3	0.000	300.000000	68.59	0.00e+00	1.43
chr14-56	chr14	21455769	21456769	+	338.0	0.000	297.500000	168.41	0.00e+00	1.43
chr1-106	chr1	31296457	31297457	+	337.7	0.000	305.000000	84.85	0.00e+00	1.40
chr6-33	chr6	30617056	30618056	+	337.7	0.000	316.000000	23.36	0.00e+00	1.35
chr8-19	chr8	100951757	100952757	+	337.7	0.000	358.500000	7.07	7.71e-265	1.19
chr17-64	chr17	58631206	58632206	+	337.7	0.000	310.000000	58.74	0.00e+00	1.37
chr5-25	chr5	132495761	132496761	+	337.4	0.000	370.500000	10.11	0.00e+00	1.16
chr7-58	chr7	7640180	7641180	+	337.4	0.000	298.500000	125.54	0.00e+00	1.43
chr12-37	chr12	122500594	122501594	+	337.4	0.000	321.000000	44.88	0.00e+00	1.34
chr15-25	chr15	88638343	88639343	+	337.4	0.000	298.500000	23.45	0.00e+00	1.43
chr20-18	chr20	17681986	17682986	+	337.4	0.000	310.000000	20.88	0.00e+00	1.37
chr2-107	chr2	117814201	117815201	+	337.0	0.000	280.000000	119.39	0.00e+00	1.53
chr14-57	chr14	100341062	100342062	+	337.0	0.000	294.500000	61.93	0.00e+00	1.44
chr19-70	chr19	53868856	53869856	+	337.0	0.000	362.000000	4.81	4.08e-188	1.21
chr19-127	chr19	58380551	58381551	+	337.0	0.000	294.000000	79.91	0.00e+00	1.45
chr22-34	chr22	37843867	37844867	+	337.0	0.000	293.500000	59.34	0.00e+00	1.48
chr16-44	chr16	72093284	72094284	+	336.7	0.000	295.500000	96.12	0.00e+00	1.45
chr3-75	chr3	19946699	19947699	+	336.4	0.000	300.000000	81.74	0.00e+00	1.42
chr4-39	chr4	127964853	127965853	+	336.4	0.000	300.000000	67.29	0.00e+00	1.41
chr8-26	chr8	134831975	134832975	+	336.1	0.000	328.000000	57.45	0.00e+00	1.30
chr2-49	chr2	9555373	9556373	+	335.8	0.000	323.500000	20.87	0.00e+00	1.31
chr9-22	chr9	297054	298054	+	335.5	0.000	349.000000	70.46	0.00e+00	1.22
chr7-52	chr7	25124951	25125951	+	335.2	0.000	305.000000	77.60	0.00e+00	1.38
chr12-17	chr12	56636224	56637224	+	334.9	0.000	370.500000	33.60	0.00e+00	1.14
chr17-55	chr17	8435487	8436487	+	334.9	0.000	318.000000	92.02	0.00e+00	1.35
chr13-14	chr13	49443709	49444709	+	334.6	0.000	315.500000	39.51	0.00e+00	1.35
chr1-108	chr1	27321752	27322752	+	334.3	0.000	304.500000	112.97	0.00e+00	1.39
chr12-49	chr12	123383478	123384478	+	334.3	0.000	300.000000	30.91	0.00e+00	1.41
chr7-79	chr7	23013659	23014659	+	334.0	0.000	277.000000	56.11	0.00e+00	1.53
chr16-29	chr16	2882386	2883386	+	334.0	0.000	325.000000	105.58	0.00e+00	1.30
chr17-148	chr17	81238684	81239684	+	334.0	0.000	253.000000	44.63	0.00e+00	1.66
chr1-59	chr1	40039886	40040886	+	333.7	0.000	342.000000	30.85	0.00e+00	1.24
chr3-48	chr3	49411609	49412609	+	333.7	0.000	327.500000	26.73	0.00e+00	1.31
chr5-51	chr5	34929065	34930065	+	333.7	0.000	311.500000	71.09	0.00e+00	1.40
chr11-52	chr11	3422374	3423374	+	333.7	0.000	333.500000	71.09	0.00e+00	1.26
chr19-132	chr19	17074949	17075949	+	333.7	0.000	287.000000	44.39	0.00e+00	1.47
chr5-69	chr5	139663923	139664923	+	333.4	0.000	282.000000	11.50	0.00e+00	1.53
chr9-16	chr9	133121208	133122208	+	333.4	0.000	377.000000	34.76	0.00e+00	1.12
chr17-60	chr17	7403788	7404788	+	333.4	0.000	314.500000	68.54	0.00e+00	1.35
chr19-66	chr19	45455731	45456731	+	333.4	0.000	364.000000	24.44	0.00e+00	1.16
chr3-69	chr3	123584700	123585700	+	333.1	0.000	308.000000	66.61	0.00e+00	1.37
chr19-93	chr19	18152282	18153282	+	333.1	0.000	331.000000	47.53	0.00e+00	1.28
chr2-70	chr2	121530514	121531514	+	332.8	0.000	306.000000	54.96	0.00e+00	1.43
chr3-35	chr3	153160531	153161531	+	332.5	0.000	355.000000	11.18	0.00e+00	1.19
chr7-61	chr7	157853978	157854978	+	332.5	0.000	294.500000	33.94	0.00e+00	1.43
chr20-13	chr20	62651769	62652769	+	332.5	0.000	318.500000	65.16	0.00e+00	1.35
chr4-36	chr4	1346654	1347654	+	332.1	0.000	302.000000	36.57	0.00e+00	1.41
chr15-16	chr15	44536497	44537497	+	332.1	0.000	325.000000	78.12	0.00e+00	1.29
chr1-62	chr1	21294229	21295229	+	331.5	0.000	337.500000	28.84	0.00e+00	1.26
chr2-71	chr2	231464079	231465079	+	331.5	0.000	305.000000	47.32	0.00e+00	1.38
chr12-35	chr12	131860506	131861506	+	331.5	0.000	323.500000	57.67	0.00e+00	1.29
chr5-55	chr5	72307881	72308881	+	331.2	0.000	302.500000	109.42	0.00e+00	1.39
chr12-51	chr12	48716378	48717378	+	331.2	0.000	298.000000	154.57	0.00e+00	1.41
chr2-86	chr2	61763877	61764877	+	330.9	0.000	296.500000	104.61	0.00e+00	1.42
chr12-40	chr12	54279779	54280779	+	330.9	0.000	317.500000	23.11	0.00e+00	1.35
chr16-42	chr16	15590485	15591485	+	330.9	0.000	304.500000	52.03	0.00e+00	1.38
chr17-71	chr17	39753904	39754904	+	330.9	0.000	304.000000	61.58	0.00e+00	1.41
chr22-36	chr22	37658032	37659032	+	330.9	0.000	291.000000	49.39	0.00e+00	1.45
chr3-56	chr3	134485589	134486589	+	330.6	0.000	320.500000	28.42	0.00e+00	1.31
chr15-38	chr15	70507615	70508615	+	330.6	0.000	281.000000	11.57	0.00e+00	1.51
chr21-8	chr21	33215516	33216516	+	330.6	0.000	342.000000	60.37	0.00e+00	1.23
chr11-63	chr11	207116	208116	+	330.3	0.000	318.500000	19.86	0.00e+00	1.36
chr12-50	chr12	53078942	53079942	+	330.3	0.000	299.500000	105.55	0.00e+00	1.40
chr17-54	chr17	5485918	5486918	+	330.3	0.000	319.000000	133.03	0.00e+00	1.31
chr14-51	chr14	67359564	67360564	+	330.0	0.000	301.000000	77.62	0.00e+00	1.38
chr16-38	chr16	77190448	77191448	+	330.0	0.000	311.500000	43.12	0.00e+00	1.37
chr1-67	chr1	167935860	167936860	+	329.7	0.000	334.500000	43.66	0.00e+00	1.25
chr22-19	chr22	30195984	30196984	+	329.7	0.000	323.000000	47.75	0.00e+00	1.30
chr3-81	chr3	159929244	159930244	+	329.4	0.000	297.500000	71.73	0.00e+00	1.40
chr14-66	chr14	103118723	103119723	+	329.4	0.000	279.500000	6.76	6.38e-250	1.50
chr16-47	chr16	1342660	1343660	+	329.4	0.000	288.000000	58.34	0.00e+00	1.45
chr16-45	chr16	81095966	81096966	+	329.4	0.000	295.000000	144.54	0.00e+00	1.42
chr20-32	chr20	56391910	56392910	+	329.4	0.000	274.000000	151.31	0.00e+00	1.53
chr21-10	chr21	42892850	42893850	+	329.4	0.000	332.000000	103.02	0.00e+00	1.28
chr3-119	chr3	129233288	129234288	+	329.1	0.000	263.500000	8.58	1.32e-297	1.58
chr1-58	chr1	84505913	84506913	+	328.8	0.000	345.000000	54.30	0.00e+00	1.22
chr7-81	chr7	72827824	72828824	+	328.8	0.000	276.000000	21.77	0.00e+00	1.51
chr9-33	chr9	93119709	93120709	+	328.8	0.000	323.000000	16.75	0.00e+00	1.31
chr12-77	chr12	63917740	63918740	+	328.8	0.000	274.500000	68.07	0.00e+00	1.53
chr1-35	chr1	244970295	244971295	+	328.5	0.000	373.500000	16.91	0.00e+00	1.12
chr2-85	chr2	25877950	25878950	+	328.5	0.000	297.000000	81.84	0.00e+00	1.43
chr7-34	chr7	99504413	99505413	+	328.5	0.000	325.500000	40.24	0.00e+00	1.28
chr1-111	chr1	21333946	21334946	+	327.9	0.000	303.500000	12.08	0.00e+00	1.38
chr5-64	chr5	103119714	103120714	+	327.9	0.000	292.000000	86.84	0.00e+00	1.42
chr6-53	chr6	42983934	42984934	+	327.9	0.000	287.000000	105.92	0.00e+00	1.45
chr17-52	chr17	78592075	78593075	+	327.9	0.000	321.000000	135.76	0.00e+00	1.29
chr1-120	chr1	110963474	110964474	+	327.6	0.000	296.000000	87.55	0.00e+00	1.47
chr5-60	chr5	132963182	132964182	+	327.6	0.000	294.000000	96.30	0.00e+00	1.41
chr8-39	chr8	109333791	109334791	+	327.6	0.000	298.000000	55.99	0.00e+00	1.42
chr19-122	chr19	555653	556653	+	327.6	0.000	298.500000	104.67	0.00e+00	1.40
chr3-53	chr3	49093841	49094841	+	327.2	0.000	321.000000	44.54	0.00e+00	1.30
chr11-42	chr11	62727079	62728079	+	327.2	0.000	347.500000	27.33	0.00e+00	1.19
chr22-27	chr22	21937623	21938623	+	327.2	0.000	306.500000	9.08	1.32e-307	1.35
chr2-72	chr2	43158495	43159495	+	326.6	0.000	304.500000	62.36	0.00e+00	1.39
chr11-38	chr11	61967149	61968149	+	326.6	0.000	353.000000	4.89	1.20e-185	1.19
chr5-61	chr5	132866109	132867109	+	326.3	0.000	293.500000	70.03	0.00e+00	1.42
chr17-37	chr17	64506118	64507118	+	326.3	0.000	359.000000	19.34	0.00e+00	1.16
chr1-95	chr1	27862978	27863978	+	326.0	0.000	313.000000	20.26	0.00e+00	1.32
chr1-80	chr1	120850303	120851303	+	326.0	0.000	326.500000	62.65	0.00e+00	1.27
chr2-45	chr2	112645249	112646249	+	326.0	0.000	325.500000	64.76	0.00e+00	1.28
chr18-16	chr18	77065035	77066035	+	326.0	0.000	311.500000	11.24	0.00e+00	1.33
chr3-54	chr3	149145437	149146437	+	325.7	0.000	321.000000	72.55	0.00e+00	1.29
chr16-21	chr16	30092051	30093051	+	325.7	0.000	339.500000	15.03	0.00e+00	1.32
chr2-98	chr2	27369950	27370950	+	325.4	0.000	288.500000	35.04	0.00e+00	1.43
chr7-53	chr7	91263950	91264950	+	325.4	0.000	305.000000	35.83	0.00e+00	1.37
chr10-49	chr10	119596554	119597554	+	325.4	0.000	287.000000	61.72	0.00e+00	1.45
chr17-73	chr17	76492846	76493846	+	325.4	0.000	302.500000	12.31	0.00e+00	1.38
chr1-85	chr1	70410486	70411486	+	325.1	0.000	321.000000	79.65	0.00e+00	1.30
chr3-44	chr3	157159970	157160970	+	325.1	0.000	332.000000	28.53	0.00e+00	1.25
chr21-9	chr21	41361789	41362789	+	325.1	0.000	340.000000	12.36	0.00e+00	1.23
chr2-39	chr2	85437552	85438552	+	324.8	0.000	340.500000	41.16	0.00e+00	1.21
chr22-29	chr22	35352329	35353329	+	324.8	0.000	305.000000	10.21	0.00e+00	1.37
chr2-78	chr2	96265637	96266637	+	324.5	0.000	300.500000	55.14	0.00e+00	1.37
chr1-66	chr1	27001519	27002519	+	324.2	0.000	334.500000	32.87	0.00e+00	1.23
chr15-29	chr15	72272207	72273207	+	324.2	0.000	286.000000	88.25	0.00e+00	1.46
chr16-40	chr16	57244568	57245568	+	324.2	0.000	309.500000	59.20	0.00e+00	1.33
chr9-43	chr9	133855582	133856582	+	323.9	0.000	311.000000	100.23	0.00e+00	1.33
chr1-100	chr1	53945468	53946468	+	323.6	0.000	309.500000	66.99	0.00e+00	1.34
chr1-157	chr1	153922579	153923579	+	323.6	0.000	278.500000	56.63	0.00e+00	1.49
chr9-56	chr9	4792345	4793345	+	323.6	0.000	288.000000	99.09	0.00e+00	1.43
chr8-22	chr8	133297024	133298024	+	323.3	0.000	343.000000	41.87	0.00e+00	1.21
chr22-28	chr22	49935696	49936696	+	323.3	0.000	305.500000	21.21	0.00e+00	1.35
chr1-147	chr1	150876265	150877265	+	323.0	0.000	283.500000	82.57	0.00e+00	1.45
chr9-32	chr9	87792599	87793599	+	323.0	0.000	325.000000	53.95	0.00e+00	1.29
chr9-23	chr9	110256243	110257243	+	323.0	0.000	347.000000	31.97	0.00e+00	1.19
chr10-67	chr10	79445336	79446336	+	323.0	0.000	268.000000	24.79	0.00e+00	1.55
chr17-38	chr17	7856845	7857845	+	322.4	0.000	357.000000	29.43	0.00e+00	1.16
chr1-110	chr1	88683686	88684686	+	322.0	0.000	304.000000	78.25	0.00e+00	1.37
chr7-80	chr7	30504439	30505439	+	322.0	0.000	276.500000	75.74	0.00e+00	1.49
chr4-28	chr4	1712093	1713093	+	321.7	0.000	331.000000	46.37	0.00e+00	1.25
chr5-50	chr5	115625647	115626647	+	321.7	0.000	312.000000	74.48	0.00e+00	1.31
chr10-82	chr10	123153814	123154814	+	321.7	0.000	254.000000	73.90	0.00e+00	1.66
chr11-84	chr11	66958059	66959059	+	321.7	0.000	291.000000	59.49	0.00e+00	1.41
chr11-65	chr11	67353060	67354060	+	321.7	0.000	318.000000	14.20	0.00e+00	1.30
chr16-43	chr16	19067269	19068269	+	321.7	0.000	301.000000	70.07	0.00e+00	1.36
chr19-117	chr19	10870693	10871693	+	321.7	0.000	301.500000	35.69	0.00e+00	1.37
chr19-170	chr19	13951843	13952843	+	321.7	0.000	264.500000	94.59	0.00e+00	1.55
chr1-64	chr1	155323732	155324732	+	321.4	0.000	337.000000	18.53	0.00e+00	1.23
chr8-35	chr8	55972600	55973600	+	321.4	0.000	307.500000	28.46	0.00e+00	1.35
chr2-64	chr2	100562417	100563417	+	321.1	0.000	307.500000	68.41	0.00e+00	1.35
chr6-32	chr6	43170673	43171673	+	320.8	0.000	317.000000	8.30	6.08e-284	1.31
chr1-155	chr1	153727439	153728439	+	320.5	0.000	281.000000	101.32	0.00e+00	1.46
chr7-51	chr7	108569266	108570266	+	320.5	0.000	305.500000	66.83	0.00e+00	1.35
chr13-10	chr13	51452771	51453771	+	320.5	0.000	347.000000	30.79	0.00e+00	1.18
chr22-43	chr22	38953624	38954624	+	320.2	0.000	266.500000	11.36	0.00e+00	1.53
chr1-90	chr1	66924593	66925593	+	319.9	0.000	318.000000	33.47	0.00e+00	1.32
chr2-74	chr2	26033440	26034440	+	319.9	0.000	302.500000	34.20	0.00e+00	1.37
chr13-23	chr13	110705779	110706779	+	319.6	0.000	273.500000	90.35	0.00e+00	1.50
chr17-32	chr17	2392412	2393412	+	319.6	0.000	365.500000	5.77	2.95e-212	1.13
chr1-137	chr1	1692434	1693434	+	319.3	0.000	287.500000	114.48	0.00e+00	1.41
chr4-30	chr4	8198538	8199538	+	319.3	0.000	317.500000	22.09	0.00e+00	1.31
chr9-19	chr9	27572636	27573636	+	319.3	0.000	366.000000	9.41	3.61e-307	1.17
chr15-20	chr15	58933224	58934224	+	319.3	0.000	322.500000	87.73	0.00e+00	1.28
chr10-36	chr10	104121135	104122135	+	319.0	0.000	303.500000	27.58	0.00e+00	1.37
chr13-28	chr13	72727199	72728199	+	319.0	0.000	268.000000	90.17	0.00e+00	1.55
chr14-65	chr14	61694889	61695889	+	319.0	0.000	279.500000	66.51	0.00e+00	1.48
chr1-201	chr1	54764235	54765235	+	318.7	0.000	259.500000	78.73	0.00e+00	1.57
chr2-68	chr2	28751212	28752212	+	318.7	0.000	306.500000	48.29	0.00e+00	1.35
chr2-84	chr2	55617301	55618301	+	318.7	0.000	297.500000	38.56	0.00e+00	1.39
chr3-91	chr3	120742080	120743080	+	318.7	0.000	286.000000	78.08	0.00e+00	1.43
chr4-50	chr4	122732146	122733146	+	318.7	0.000	279.500000	130.12	0.00e+00	1.46
chr7-73	chr7	76379601	76380601	+	318.7	0.000	280.500000	90.09	0.00e+00	1.45
chr14-55	chr14	60091468	60092468	+	318.7	0.000	298.000000	63.30	0.00e+00	1.37
chr3-63	chr3	14124301	14125301	+	318.4	0.000	312.000000	40.34	0.00e+00	1.31
chr7-43	chr7	38335106	38336106	+	318.4	0.000	313.500000	65.00	0.00e+00	1.32
chr7-76	chr7	106424648	106425648	+	318.4	0.000	279.000000	23.88	0.00e+00	1.45
chr19-160	chr19	55461320	55462320	+	318.4	0.000	270.000000	64.55	0.00e+00	1.50
chr2-65	chr2	113756202	113757202	+	318.1	0.000	307.500000	88.22	0.00e+00	1.32
chr5-54	chr5	149680398	149681398	+	318.1	0.000	307.000000	18.81	0.00e+00	1.33
chr12-44	chr12	6470308	6471308	+	317.8	0.000	305.500000	88.97	0.00e+00	1.33
chr17-172	chr17	43483394	43484394	+	317.8	0.000	238.000000	101.54	0.00e+00	1.71
chr2-48	chr2	240560240	240561240	+	317.5	0.000	324.500000	16.04	0.00e+00	1.26
chr7-56	chr7	104944649	104945649	+	317.5	0.000	304.000000	28.63	0.00e+00	1.37
chr17-103	chr17	14300474	14301474	+	317.5	0.000	284.000000	25.71	0.00e+00	1.45
