featureID	uniq_len	num_alignments	counts	tpm
b0785	453	0.0	0.00	0.00
b0786	705	0.0	0.00	0.00
b0787	714	3.0	3.00	2.28
b0788	956	0.0	0.00	0.00
b0789	1237	1.0	1.00	0.44
b0790	758	0.0	0.00	0.00
b0791	372	0.0	0.00	0.00
b0792	1068	0.0	0.00	0.00
b0793	1126	859.0	859.00	413.22
b0794	1721	4.0	3.38	1.06
b0795	990	0.0	0.00	0.00
b0796	671	0.0	0.00	0.00
b0797	1365	63.0	63.00	25.00
b0798	483	0.0	0.00	0.00
b0799	2151	8.0	8.00	2.01
b0800	963	84.0	83.68	47.07
b0801	1086	3.0	3.00	1.50
b0802	261	152.0	124.24	257.83
b0803	267	2730.0	519.88	1054.68
b0804	678	0.0	0.00	0.00
b0805	2283	20509.0	20509.00	4865.97
b0806	261	0.0	0.00	0.00
b0807	923	7.0	5.47	3.21
b0808	2222	11.0	9.56	2.33
b0809	719	1.0	1.00	0.75
b0810	656	3.0	1.91	1.58
b0811	747	0.0	0.00	0.00
b0812	504	0.0	0.00	0.00
b0813	888	0.0	0.00	0.00
b0814	516	0.0	0.00	0.00
b0815	1584	0.0	0.00	0.00
b0817	464	5.0	5.00	5.84
b0818	1115	0.0	0.00	0.00
b0819	921	0.0	0.00	0.00
b0820	1593	0.0	0.00	0.00
b0821	1266	0.0	0.00	0.00
b0822	816	0.0	0.00	0.00
b0823	2433	0.0	0.00	0.00
b0824	900	0.0	0.00	0.00
b0825	663	0.0	0.00	0.00
b0826	749	0.0	0.00	0.00
b0827	1235	1.0	1.00	0.44
b0828	952	0.0	0.00	0.00
b0829	1858	14.0	14.00	4.08
b0830	1539	0.0	0.00	0.00
b0831	921	0.0	0.00	0.00
b0832	912	0.0	0.00	0.00
b0833	2349	0.0	0.00	0.00
b0834	1329	0.0	0.00	0.00
b0835	1326	0.0	0.00	0.00
b0836	384	0.0	0.00	0.00
b0837	1112	1.0	1.00	0.49
b0838	623	0.0	0.00	0.00
b0839	1203	0.0	0.00	0.00
b0840	759	0.0	0.00	0.00
b0841	597	14.0	14.00	12.70
b0842	1233	0.0	0.00	0.00
b0843	285	0.0	0.00	0.00
b0844	815	0.0	0.00	0.00
b0845	1208	0.0	0.00	0.00
b0846	537	0.0	0.00	0.00
b0847	1686	0.0	0.00	0.00
b0848	378	0.0	0.00	0.00
b0849	258	0.0	0.00	0.00
b0850	271	0.0	0.00	0.00
b0851	706	0.0	0.00	0.00
b0852	903	0.0	0.00	0.00
b0853	477	0.0	0.00	0.00
b0854	1113	0.0	0.00	0.00
b0855	1134	0.0	0.00	0.00
b0856	950	0.0	0.00	0.00
b0857	842	0.0	0.00	0.00
b0858	489	0.0	0.00	0.00
b0859	1128	0.0	0.00	0.00
b0860	732	0.0	0.00	0.00
b0861	668	0.0	0.00	0.00
b0862	716	0.0	0.00	0.00
b0863	732	0.0	0.00	0.00
b0864	729	0.0	0.00	0.00
b0865	516	0.0	0.00	0.00
b0866	320	0.0	0.00	0.00
b0867	823	0.0	0.00	0.00
b0868	1010	0.0	0.00	0.00
b0869	1431	0.0	0.00	0.00
b0870	1002	3.0	2.00	1.08
b0871	1719	309.0	303.44	95.61
b0872	969	1.0	1.00	0.56
b0873	1653	0.0	0.00	0.00
b0874	900	85.0	85.00	51.16
b0875	696	0.0	0.00	0.00
b0876	1655	0.0	0.00	0.00
b0877	989	0.0	0.00	0.00
b0878	1112	8.0	3.81	1.85
b0879	1943	10.0	5.14	1.43
b0880	225	0.0	0.00	0.00
b0881	321	0.0	0.00	0.00
b0882	2277	0.0	0.00	0.00
b0883	88	0.0	0.00	0.00
b0884	219	0.0	0.00	0.00
b0885	705	0.0	0.00	0.00
b0886	1722	0.0	0.00	0.00
b0887	1767	0.0	0.00	0.00
b0888	966	0.0	0.00	0.00
b0889	495	0.0	0.00	0.00
b0890	3990	1.0	1.00	0.14
b0891	612	0.0	0.00	0.00
b0892	1344	0.0	0.00	0.00
b0893	1293	0.0	0.00	0.00
b0894	2445	0.0	0.00	0.00
b0895	618	0.0	0.00	0.00
b0896	864	0.0	0.00	0.00
b0897	627	0.0	0.00	0.00
b0898	1149	0.0	0.00	0.00
b0899	1431	0.0	0.00	0.00
b0900	909	0.0	0.00	0.00
b0901	591	0.0	0.00	0.00
b0902	741	0.0	0.00	0.00
b0903	2283	26.0	26.00	6.17
b0904	858	0.0	0.00	0.00
b0905	1761	0.0	0.00	0.00
b0906	693	0.0	0.00	0.00
b0907	1089	0.0	0.00	0.00
b0908	1284	122.0	122.00	51.47
b0909	765	0.0	0.00	0.00
b0910	684	0.0	0.00	0.00
b0911	1674	0.0	0.00	0.00
b0912	285	0.0	0.00	0.00
b0913	2265	1.0	1.00	0.24
b0914	1745	1.0	1.00	0.31
b0915	983	0.0	0.00	0.00
b0916	1233	0.0	0.00	0.00
b0917	179	0.0	0.00	0.00
b0918	743	0.0	0.00	0.00
b0919	870	4059.0	4059.00	2527.15
b0920	756	0.0	0.00	0.00
b0921	782	0.0	0.00	0.00
b0922	1299	0.0	0.00	0.00
b0923	684	0.0	0.00	0.00
b0924	4460	0.0	0.00	0.00
b0925	1848	6.0	6.00	1.76
b0926	549	0.0	0.00	0.00
b0927	648	0.0	0.00	0.00
b0928	1191	0.0	0.00	0.00
b0929	1089	0.0	0.00	0.00
b0930	1401	0.0	0.00	0.00
b0931	1203	0.0	0.00	0.00
b0932	2613	0.0	0.00	0.00
b0933	764	194.0	193.12	136.92
b0934	788	1.0	0.84	0.58
b0935	1142	0.0	0.00	0.00
b0936	948	0.0	0.00	0.00
b0937	568	0.0	0.00	0.00
b0938	540	0.0	0.00	0.00
b0939	702	0.0	0.00	0.00
b0940	2591	0.0	0.00	0.00
b0941	1061	2.0	2.00	1.02
b0942	543	0.0	0.00	0.00
b0943	508	0.0	0.00	0.00
b0944	703	0.0	0.00	0.00
b0945	1011	11.0	7.57	4.05
b0946	539	0.0	0.00	0.00
b0947	1106	0.0	0.00	0.00
b0948	2109	0.0	0.00	0.00
b0949	1908	0.0	0.00	0.00
b0950	1254	0.0	0.00	0.00
b0951	1637	0.0	0.00	0.00
b0952	560	0.0	0.00	0.00
b0953	168	0.0	0.00	0.00
b0954	519	0.0	0.00	0.00
b0955	1761	0.0	0.00	0.00
b0956	453	0.0	0.00	0.00
b0957	1041	0.0	0.00	0.00
b0958	510	0.0	0.00	0.00
b0959	592	0.0	0.00	0.00
b0960	2116	4.0	4.00	1.02
b0961	447	0.0	0.00	0.00
b0962	2055	0.0	0.00	0.00
b0963	459	0.0	0.00	0.00
b0964	663	0.0	0.00	0.00
b0965	414	0.0	0.00	0.00
b0966	318	0.0	0.00	0.00
b0967	1191	0.0	0.00	0.00
b0968	275	0.0	0.00	0.00
b0969	326	0.0	0.00	0.00
b0970	660	0.0	0.00	0.00
b0971	88	0.0	0.00	0.00
b0972	1115	0.0	0.00	0.00
b0973	1790	0.0	0.00	0.00
b0974	704	0.0	0.00	0.00
b0975	580	0.0	0.00	0.00
b0976	391	0.0	0.00	0.00
b0977	854	0.0	0.00	0.00
b0978	1545	0.0	0.00	0.00
b0979	1137	0.0	0.00	0.00
b0980	1299	0.0	0.00	0.00
b0981	2181	8.0	8.00	1.99
b0982	434	0.0	0.00	0.00
b0983	1127	1.0	1.00	0.48
b0984	2096	1.0	1.00	0.26
b0985	742	0.0	0.00	0.00
b0986	641	0.0	0.00	0.00
b0987	306	0.0	0.00	0.00
b0988	422	0.0	0.00	0.00
b0989	213	0.0	0.00	0.00
b0990	213	0.0	0.00	0.00
b0991	194	0.0	0.00	0.00
b0992	1074	0.0	0.00	0.00
b0993	2745	0.0	0.00	0.00
b0994	1001	0.0	0.00	0.00
b0995	665	0.0	0.00	0.00
b0996	1172	730.0	666.46	308.02
b0997	2542	0.0	0.00	0.00
b0998	596	0.0	0.00	0.00
b0999	305	0.0	0.00	0.00
b1000	920	22.0	18.54	10.91
b1001	1257	0.0	0.00	0.00
b1002	1242	0.0	0.00	0.00
b1003	228	0.0	0.00	0.00
b1004	597	0.0	0.00	0.00
b1006	1329	60626.0	60626.00	24709.53
b1007	495	0.0	0.00	0.00
b1008	591	0.0	0.00	0.00
b1009	801	0.0	0.00	0.00
b1010	387	0.0	0.00	0.00
b1011	692	0.0	0.00	0.00
b1012	1148	1.0	1.00	0.47
b1013	639	68.0	57.43	48.68
b1014	3963	44.0	17.73	2.42
b1015	1509	6.0	4.89	1.76
b1018	1128	0.0	0.00	0.00
b1019	1272	0.0	0.00	0.00
b1020	1065	48.0	39.92	20.31
b1021	414	9.0	3.22	4.21
b1022	1318	12.0	9.70	3.99
b1023	2011	1.0	1.00	0.27
b1024	2424	0.0	0.00	0.00
b1025	1359	0.0	0.00	0.00
b1026	863	0.0	0.00	0.00
b1027	296	0.0	0.00	0.00
b1028	299	1.0	1.00	1.81
b1029	983	0.0	0.00	0.00
b1032	88	0.0	0.00	0.00
b1033	939	0.0	0.00	0.00
b1034	738	0.0	0.00	0.00
b1035	555	0.0	0.00	0.00
b1036	492	0.0	0.00	0.00
b1037	834	0.0	0.00	0.00
b1038	417	0.0	0.00	0.00
b1039	390	0.0	0.00	0.00
b1040	651	0.0	0.00	0.00
b1041	456	0.0	0.00	0.00
b1042	456	0.0	0.00	0.00
b1043	333	2.0	2.00	3.25
b1044	312	0.0	0.00	0.00
b1045	534	0.0	0.00	0.00
b1046	1422	8.0	8.00	3.05
b1047	1158	1.0	1.00	0.47
b1048	1528	0.0	0.00	0.00
b1049	2536	0.0	0.00	0.00
b1050	228	0.0	0.00	0.00
b1051	375	0.0	0.00	0.00
b1053	1227	0.0	0.00	0.00
b1054	921	0.0	0.00	0.00
b1055	1053	0.0	0.00	0.00
b1056	576	50.0	29.15	27.41
b1057	567	121.0	78.02	74.53
b1058	141	0.0	0.00	0.00
b1059	1119	0.0	0.00	0.00
b1060	255	0.0	0.00	0.00
b1061	246	0.0	0.00	0.00
b1062	1047	0.0	0.00	0.00
b1063	561	0.0	0.00	0.00
b1064	648	0.0	0.00	0.00
b1065	1209	0.0	0.00	0.00
b1066	585	0.0	0.00	0.00
b1067	648	0.0	0.00	0.00
b1068	924	0.0	0.00	0.00
b1069	1536	0.0	0.00	0.00
b1070	417	0.0	0.00	0.00
b1071	294	0.0	0.00	0.00
b1072	660	0.0	0.00	0.00
b1073	417	0.0	0.00	0.00
b1074	405	0.0	0.00	0.00
b1075	696	0.0	0.00	0.00
b1076	1209	0.0	0.00	0.00
b1077	756	0.0	0.00	0.00
b1078	783	0.0	0.00	0.00
b1079	699	78843.0	78827.47	61084.49
b1080	1097	71.0	9.74	4.81
b1081	941	2.0	2.00	1.15
b1082	1644	0.0	0.00	0.00
b1083	954	0.0	0.00	0.00
b1084	3186	154.0	154.00	26.18
b1085	321	0.0	0.00	0.00
b1086	960	3.0	3.00	1.69
b1087	578	0.0	0.00	0.00
b1088	522	0.0	0.00	0.00
b1089	174	0.0	0.00	0.00
b1090	1071	0.0	0.00	0.00
b1091	954	0.0	0.00	0.00
b1092	930	0.0	0.00	0.00
b1093	735	0.0	0.00	0.00
b1094	237	0.0	0.00	0.00
b1095	1242	0.0	0.00	0.00
b1096	810	0.0	0.00	0.00
b1097	1012	0.0	0.00	0.00
b1098	627	0.0	0.00	0.00
b1099	1001	0.0	0.00	0.00
b1100	798	0.0	0.00	0.00
b1101	1434	1099.0	797.10	301.09
b1102	2190	3693.0	2091.35	517.27
b1103	360	4.0	1.86	2.80
b1104	378	206.0	202.70	290.47
b1105	622	0.0	0.00	0.00
b1106	805	4.0	3.70	2.49
b1107	1026	2.0	2.00	1.06
b1108	543	0.0	0.00	0.00
b1109	1305	0.0	0.00	0.00
b1110	540	0.0	0.00	0.00
b1111	633	0.0	0.00	0.00
b1112	258	0.0	0.00	0.00
b1113	963	0.0	0.00	0.00
b1114	3447	5.0	3.07	0.48
b1115	1074	187.0	187.00	94.31
b1116	1192	0.0	0.00	0.00
b1117	693	17.0	8.76	6.85
b1118	1244	181.0	166.40	72.45
b1119	912	0.0	0.00	0.00
b1120	840	24.0	24.00	15.48
b1121	785	0.0	0.00	0.00
b1122	458	0.0	0.00	0.00
b1123	1043	0.0	0.00	0.00
b1124	787	0.0	0.00	0.00
b1125	824	0.0	0.00	0.00
b1126	1137	0.0	0.00	0.00
b1127	1227	0.0	0.00	0.00
b1128	1122	0.0	0.00	0.00
b1129	1460	2.0	2.00	0.74
b1130	671	0.0	0.00	0.00
b1131	1371	9253.0	9252.63	3655.60
b1132	642	1.0	0.37	0.31
b1133	1107	0.0	0.00	0.00
b1134	462	0.0	0.00	0.00
b1135	654	0.0	0.00	0.00
b1136	1251	2.0	2.00	0.87
b1137	666	0.0	0.00	0.00
b1138	705	0.0	0.00	0.00
b1139	894	0.0	0.00	0.00
b1140	1108	0.0	0.00	0.00
b1141	226	0.0	0.00	0.00
b1142	312	0.0	0.00	0.00
b1143	279	0.0	0.00	0.00
b1144	246	0.0	0.00	0.00
b1145	675	0.0	0.00	0.00
b1146	201	0.0	0.00	0.00
b1147	554	0.0	0.00	0.00
b1148	335	0.0	0.00	0.00
b1149	3	0.0	0.00	0.00
b1150	182	0.0	0.00	0.00
b1151	399	0.0	0.00	0.00
b1152	708	0.0	0.00	0.00
b1153	575	0.0	0.00	0.00
b1154	630	0.0	0.00	0.00
b1155	385	0.0	0.00	0.00
b1156	573	0.0	0.00	0.00
b1157	536	0.0	0.00	0.00
b1158	555	0.0	0.00	0.00
b1159	834	0.0	0.00	0.00
b1160	324	0.0	0.00	0.00
b1161	405	0.0	0.00	0.00
b1162	732	0.0	0.00	0.00
b1163	1212	0.0	0.00	0.00
b1164	237	0.0	0.00	0.00
b1165	273	0.0	0.00	0.00
b1166	267	0.0	0.00	0.00
b1167	249	0.0	0.00	0.00
b1168	1524	0.0	0.00	0.00
b1171	330	0.0	0.00	0.00
b1172	345	0.0	0.00	0.00
b1174	267	0.0	0.00	0.00
b1175	813	66.0	29.24	19.48
b1176	696	89.0	43.47	33.83
b1177	369	0.0	0.00	0.00
b1178	402	0.0	0.00	0.00
b1179	327	0.0	0.00	0.00
b1180	660	0.0	0.00	0.00
b1181	462	0.0	0.00	0.00
b1182	912	0.0	0.00	0.00
b1183	419	0.0	0.00	0.00
b1184	1268	0.0	0.00	0.00
b1185	531	0.0	0.00	0.00
b1186	1542	0.0	0.00	0.00
b1187	720	0.0	0.00	0.00
b1188	1533	0.0	0.00	0.00
b1189	1299	0.0	0.00	0.00
b1190	1071	0.0	0.00	0.00
b1191	1608	0.0	0.00	0.00
b1192	915	0.0	0.00	0.00
b1193	612	0.0	0.00	0.00
b1194	735	0.0	0.00	0.00
b1195	255	0.0	0.00	0.00
b1196	441	0.0	0.00	0.00
b1197	1698	0.0	0.00	0.00
b1198	1419	0.0	0.00	0.00
b1199	633	0.0	0.00	0.00
b1200	1071	0.0	0.00	0.00
b1201	1920	1.0	1.00	0.28
b1202	2868	0.0	0.00	0.00
b1203	1092	0.0	0.00	0.00
b1204	585	0.0	0.00	0.00
b1205	279	0.0	0.00	0.00
b1206	1680	0.0	0.00	0.00
b1207	948	0.0	0.00	0.00
b1208	851	1.0	1.00	0.64
b1209	623	0.0	0.00	0.00
b1210	1257	0.0	0.00	0.00
b1211	1082	0.0	0.00	0.00
b1212	829	0.0	0.00	0.00
b1213	389	1.0	1.00	1.39
b1214	810	0.0	0.00	0.00
b1215	855	0.0	0.00	0.00
b1216	1101	0.0	0.00	0.00
b1217	231	0.0	0.00	0.00
b1218	696	0.0	0.00	0.00
b1219	354	0.0	0.00	0.00
b1220	1395	0.0	0.00	0.00
b1221	643	28.0	24.12	20.32
b1222	1789	15.0	9.37	2.84
b1223	1392	0.0	0.00	0.00
b1224	3740	13.0	13.00	1.88
b1225	1531	91.0	91.00	32.20
b1226	706	0.0	0.00	0.00
b1227	677	2.0	1.67	1.33
b1228	276	0.0	0.00	0.00
b1229	0	0.0	0.00	0.00
b1230	85	0.0	0.00	0.00
b1231	85	0.0	0.00	0.00
b1232	843	0.0	0.00	0.00
b1233	459	0.0	0.00	0.00
b1234	906	0.0	0.00	0.00
b1235	1014	0.0	0.00	0.00
b1236	909	0.0	0.00	0.00
b1237	414	0.0	0.00	0.00
b1238	618	0.0	0.00	0.00
b1241	2676	160.0	160.00	32.39
b1242	648	0.0	0.00	0.00
b1243	1632	0.0	0.00	0.00
b1244	921	0.0	0.00	0.00
b1245	909	2.0	2.00	1.19
b1246	1010	0.0	0.00	0.00
b1247	1001	0.0	0.00	0.00
b1248	330	0.0	0.00	0.00
b1249	1461	0.0	0.00	0.00
b1250	1254	0.0	0.00	0.00
b1251	297	0.0	0.00	0.00
b1252	720	0.0	0.00	0.00
b1253	399	0.0	0.00	0.00
b1254	540	0.0	0.00	0.00
b1255	744	0.0	0.00	0.00
b1256	639	0.0	0.00	0.00
b1257	507	0.0	0.00	0.00
b1258	501	0.0	0.00	0.00
b1259	180	0.0	0.00	0.00
b1260	806	0.0	0.00	0.00
b1261	1193	0.0	0.00	0.00
b1262	1362	1.0	1.00	0.40
b1263	1595	0.0	0.00	0.00
b1264	1562	0.0	0.00	0.00
b1265	45	0.0	0.00	0.00
b1266	878	0.0	0.00	0.00
b1267	617	0.0	0.00	0.00
b1268	1896	0.0	0.00	0.00
b1269	876	0.0	0.00	0.00
b1270	587	0.0	0.00	0.00
b1271	755	0.0	0.00	0.00
b1272	1050	14.0	14.00	7.22
b1273	252	0.0	0.00	0.00
b1274	2598	0.0	0.00	0.00
b1275	975	0.0	0.00	0.00
b1276	2676	3.0	3.00	0.61
b1277	591	0.0	0.00	0.00
b1278	765	0.0	0.00	0.00
b1279	309	0.0	0.00	0.00
b1280	1170	0.0	0.00	0.00
b1281	737	0.0	0.00	0.00
b1282	326	0.0	0.00	0.00
b1283	219	0.0	0.00	0.00
b1284	750	0.0	0.00	0.00
b1285	1967	0.0	0.00	0.00
b1286	1935	0.0	0.00	0.00
b1287	1128	0.0	0.00	0.00
b1288	789	0.0	0.00	0.00
b1289	354	2.0	2.00	3.06
b1290	807	0.0	0.00	0.00
b1291	992	0.0	0.00	0.00
b1292	876	2.0	1.23	0.76
b1293	948	16.0	12.06	6.89
b1294	1640	163.0	156.16	51.58
b1295	246	0.0	0.00	0.00
b1296	1375	3.0	1.40	0.55
b1297	1419	0.0	0.00	0.00
b1298	765	59.0	41.87	29.65
b1299	558	561.0	479.91	465.86
b1300	1488	0.0	0.00	0.00
b1301	1281	0.0	0.00	0.00
b1302	1266	0.0	0.00	0.00
b1303	978	0.0	0.00	0.00
b1304	669	0.0	0.00	0.00
b1305	224	0.0	0.00	0.00
b1306	359	0.0	0.00	0.00
b1307	222	0.0	0.00	0.00
b1308	315	95.0	95.00	163.36
b1309	1680	0.0	0.00	0.00
b1310	1293	0.0	0.00	0.00
b1311	868	0.0	0.00	0.00
b1312	829	0.0	0.00	0.00
b1313	1053	0.0	0.00	0.00
b1314	789	0.0	0.00	0.00
b1315	1052	0.0	0.00	0.00
b1316	2260	0.0	0.00	0.00
b1317	656	175.0	175.00	144.50
b1318	968	0.0	0.00	0.00
b1319	906	0.0	0.00	0.00
b1320	999	0.0	0.00	0.00
b1321	1394	0.0	0.00	0.00
b1322	1058	0.0	0.00	0.00
b1323	1542	0.0	0.00	0.00
b1324	507	0.0	0.00	0.00
b1325	940	0.0	0.00	0.00
b1326	703	0.0	0.00	0.00
b1327	920	0.0	0.00	0.00
b1328	900	0.0	0.00	0.00
b1329	1614	0.0	0.00	0.00
b1330	1032	0.0	0.00	0.00
b1331	981	0.0	0.00	0.00
b1332	258	0.0	0.00	0.00
b1333	951	0.0	0.00	0.00
b1334	753	0.0	0.00	0.00
b1335	516	0.0	0.00	0.00
b1336	1527	0.0	0.00	0.00
b1337	1445	0.0	0.00	0.00
b1338	1310	1.0	1.00	0.41
b1339	909	3.0	3.00	1.79
b1340	564	0.0	0.00	0.00
b1341	1233	0.0	0.00	0.00
b1342	984	7.0	7.00	3.85
b1343	1374	1.0	0.66	0.26
b1344	936	0.0	0.00	0.00
b1345	1236	0.0	0.00	0.00
b1346	216	6.0	4.07	10.22
b1347	27	0.0	0.00	0.00
b1348	189	0.0	0.00	0.00
b1349	802	0.0	0.00	0.00
b1350	2593	0.0	0.00	0.00
b1351	276	2.0	1.50	2.94
b1352	221	0.0	0.00	0.00
b1353	485	0.0	0.00	0.00
b1355	135	0.0	0.00	0.00
b1356	477	0.0	0.00	0.00
b1357	297	0.0	0.00	0.00
b1358	423	0.0	0.00	0.00
b1359	858	0.0	0.00	0.00
b1360	747	0.0	0.00	0.00
b1361	561	0.0	0.00	0.00
b1362	114	0.0	0.00	0.00
b1363	1458	0.0	0.00	0.00
b1365	244	0.0	0.00	0.00
b1366	340	0.0	0.00	0.00
b1368	935	0.0	0.00	0.00
b1370	981	0.0	0.00	0.00
b1372	3362	0.0	0.00	0.00
b1373	575	0.0	0.00	0.00
b1374	591	0.0	0.00	0.00
b1375	234	0.0	0.00	0.00
b1376	435	0.0	0.00	0.00
b1377	1134	0.0	0.00	0.00
b1378	3525	0.0	0.00	0.00
b1379	419	0.0	0.00	0.00
b1380	990	2.0	2.00	1.09
b1381	2636	0.0	0.00	0.00
b1382	182	0.0	0.00	0.00
b1383	327	0.0	0.00	0.00
b1384	906	0.0	0.00	0.00
b1385	1500	0.0	0.00	0.00
b1386	2274	0.0	0.00	0.00
b1387	2046	275.0	275.00	72.80
b1388	930	13.0	8.26	4.81
b1389	288	10.0	3.75	7.05
b1390	747	0.0	0.00	0.00
b1391	498	2.0	2.00	2.18
b1392	1067	0.0	0.00	0.00
b1393	763	0.0	0.00	0.00
b1394	788	0.0	0.00	0.00
b1395	1417	0.0	0.00	0.00
b1396	411	0.0	0.00	0.00
b1397	1205	321.0	231.40	104.02
b1398	1314	622.0	309.10	127.42
b1399	932	0.0	0.00	0.00
b1400	572	0.0	0.00	0.00
b1402	863	0.0	0.00	0.00
b1403	323	0.0	0.00	0.00
b1404	1152	0.0	0.00	0.00
b1406	861	0.0	0.00	0.00
b1407	2307	60.0	60.00	14.09
b1408	605	0.0	0.00	0.00
b1409	896	0.0	0.00	0.00
b1410	1758	0.0	0.00	0.00
b1411	1293	10.0	10.00	4.19
b1412	606	10.0	10.00	8.94
b1413	3903	0.0	0.00	0.00
b1414	801	0.0	0.00	0.00
b1415	1440	1.0	1.00	0.38
b1418	531	0.0	0.00	0.00
b1419	174	0.0	0.00	0.00
b1420	47	0.0	0.00	0.00
b1421	1641	0.0	0.00	0.00
b1422	924	0.0	0.00	0.00
b1423	1344	0.0	0.00	0.00
b1424	1656	0.0	0.00	0.00
b1426	225	0.0	0.00	0.00
b1427	531	0.0	0.00	0.00
b1428	972	0.0	0.00	0.00
b1429	989	0.0	0.00	0.00
b1430	590	0.0	0.00	0.00
b1431	669	0.0	0.00	0.00
b1432	1149	0.0	0.00	0.00
b1433	1176	0.0	0.00	0.00
b1434	537	0.0	0.00	0.00
b1435	1962	4.0	4.00	1.10
b1436	231	0.0	0.00	0.00
b1438	417	0.0	0.00	0.00
b1439	1407	0.0	0.00	0.00
b1440	1146	0.0	0.00	0.00
b1441	1014	0.0	0.00	0.00
b1442	931	0.0	0.00	0.00
b1443	784	0.0	0.00	0.00
b1444	1425	0.0	0.00	0.00
b1445	174	0.0	0.00	0.00
b1446	234	0.0	0.00	0.00
b1447	446	0.0	0.00	0.00
b1448	515	0.0	0.00	0.00
b1449	1038	1.0	0.90	0.47
b1450	666	0.0	0.00	0.00
b1451	2103	0.0	0.00	0.00
b1452	1062	0.0	0.00	0.00
b1453	1500	0.0	0.00	0.00
b1454	618	6.0	6.00	5.26
b1455	213	30.0	13.53	34.41
b1456	2032	0.0	0.00	0.00
b1457	380	0.0	0.00	0.00
b1459	1054	8.0	8.00	4.11
b1460	1137	0.0	0.00	0.00
b1461	230	0.0	0.00	0.00
b1462	566	0.0	0.00	0.00
b1463	846	0.0	0.00	0.00
b1464	894	4.0	4.00	2.42
b1465	677	0.0	0.00	0.00
b1466	691	0.0	0.00	0.00
b1467	1540	3.0	3.00	1.06
b1468	3737	0.0	0.00	0.00
b1469	1389	19.0	19.00	7.41
b1470	336	0.0	0.00	0.00
b1471	957	0.0	0.00	0.00
b1472	291	0.0	0.00	0.00
b1473	882	0.0	0.00	0.00
b1474	3048	0.0	0.00	0.00
b1475	877	0.0	0.00	0.00
b1476	646	0.0	0.00	0.00
b1477	285	0.0	0.00	0.00
b1478	1011	0.0	0.00	0.00
b1479	1698	0.0	0.00	0.00
b1480	138	0.0	0.00	0.00
b1481	216	0.0	0.00	0.00
b1482	432	0.0	0.00	0.00
b1483	919	0.0	0.00	0.00
b1484	975	0.0	0.00	0.00
b1485	889	0.0	0.00	0.00
b1486	1019	0.0	0.00	0.00
b1487	1551	0.0	0.00	0.00
b1488	582	0.0	0.00	0.00
b1489	2400	0.0	0.00	0.00
b1490	1383	9.0	9.00	3.52
b1491	1320	0.0	0.00	0.00
b1492	1536	0.0	0.00	0.00
b1493	1401	0.0	0.00	0.00
b1494	2796	55.0	47.29	9.16
b1495	2373	44.0	18.32	4.18
b1496	1686	0.0	0.00	0.00
b1497	1123	0.0	0.00	0.00
b1498	1683	0.0	0.00	0.00
b1499	762	0.0	0.00	0.00
b1500	198	0.0	0.00	0.00
b1501	2280	0.0	0.00	0.00
b1502	915	0.0	0.00	0.00
b1503	504	0.0	0.00	0.00
b1504	531	0.0	0.00	0.00
b1505	1149	0.0	0.00	0.00
b1506	203	0.0	0.00	0.00
b1507	1322	0.0	0.00	0.00
b1508	266	0.0	0.00	0.00
b1511	1593	14.0	10.64	3.62
b1512	954	1.0	1.00	0.57
b1513	1529	1.0	0.45	0.16
b1514	1021	1.0	0.44	0.23
b1515	992	0.0	0.00	0.00
b1516	1023	0.0	0.00	0.00
b1517	876	0.0	0.00	0.00
b1518	291	0.0	0.00	0.00
b1519	759	0.0	0.00	0.00
b1520	915	1.0	1.00	0.59
b1521	1452	0.0	0.00	0.00
b1522	948	0.0	0.00	0.00
b1523	359	0.0	0.00	0.00
b1524	926	0.0	0.00	0.00
b1525	1389	2.0	1.33	0.52
b1526	882	3.0	3.00	1.84
b1527	1116	0.0	0.00	0.00
b1528	1191	0.0	0.00	0.00
b1529	666	0.0	0.00	0.00
b1530	435	0.0	0.00	0.00
b1531	384	0.0	0.00	0.00
b1532	219	0.0	0.00	0.00
b1533	900	0.0	0.00	0.00
b1534	1188	0.0	0.00	0.00
b1535	891	0.0	0.00	0.00
b1536	393	0.0	0.00	0.00
b1537	519	0.0	0.00	0.00
b1538	2046	6.0	6.00	1.59
b1539	747	0.0	0.00	0.00
b1540	687	0.0	0.00	0.00
b1541	204	0.0	0.00	0.00
b1542	1461	3.0	3.00	1.11
b1543	1284	1.0	1.00	0.42
b1544	234	0.0	0.00	0.00
b1545	591	0.0	0.00	0.00
b1546	575	0.0	0.00	0.00
b1547	912	0.0	0.00	0.00
b1548	520	0.0	0.00	0.00
b1549	411	0.0	0.00	0.00
b1550	174	0.0	0.00	0.00
b1551	156	0.0	0.00	0.00
b1552	213	0.0	0.00	0.00
b1553	239	0.0	0.00	0.00
b1554	526	0.0	0.00	0.00
b1555	308	0.0	0.00	0.00
b1556	216	0.0	0.00	0.00
b1557	216	0.0	0.00	0.00
b1558	213	0.0	0.00	0.00
b1559	753	0.0	0.00	0.00
b1560	1050	2.0	2.00	1.03
b1561	252	0.0	0.00	0.00
b1562	156	0.0	0.00	0.00
b1563	287	0.0	0.00	0.00
b1564	239	0.0	0.00	0.00
b1565	306	0.0	0.00	0.00
b1566	333	0.0	0.00	0.00
b1567	150	0.0	0.00	0.00
b1568	274	0.0	0.00	0.00
b1569	214	0.0	0.00	0.00
b1570	408	0.0	0.00	0.00
