n_genes_by_counts	total_counts	pct_counts_mt	cellrank_n_genes_by_counts	cellrank_total_counts	cellrank_pct_counts_mt	cell_index
3648	3579.4492	10.248185041364174	23144	31803	19587	19587
2476	3007.372	10.247911971364179	45065	57559	19588	19588
2861	3632.7754	10.247000705716303	36964	29243	19589	19589
4424	3994.2705	10.246948623332388	13849	13403	19590	19590
2045	3052.3577	10.246721493665259	55562	55768	19591	19591
2425	3472.0315	10.244954552457248	46221	36859	19592	19592
1996	3123.5515	10.244845360824742	56834	52810	19593	19593
4535	3782.9624	10.244611286025672	12812	22255	19594	19594
4081	3823.777	10.244594115561858	17527	20425	19595	19595
1636	1568.5658	10.244585664039944	66755	71975	19596	19596
4142	3591.454	10.24425373582188	16789	31272	19597	19597
2101	3105.347	10.24406441972439	54130	53579	19598	19598
2570	3460.814	10.243822614956635	43038	37381	19599	19599
5168	3782.4495	10.243763248002608	8260	22280	19600	19600
1935	3116.4216	10.243380583043594	58422	53086	19601	19601
3508	3959.243	10.243161094224924	25268	14691	19602	19602
5017	4265.608	10.243013948137852	9201	5259	19603	19603
2818	3412.0146	10.242305173542894	37771	39794	19604	19604
3766	4019.3562	10.242251514071963	21510	12462	19605	19605
4635	4153.7993	10.242227732214381	11955	8135	19606	19606
2696	3513.8665	10.242205617108993	40300	34873	19607	19607
3758	4036.7834	10.242196827562681	21637	11854	19608	19608
1842	2792.041	10.242085661080075	60959	65085	19609	19609
3232	3703.2812	10.241986839312247	29890	25825	19610	19610
5336	4355.142	10.241019061583579	7355	3575	19611	19611
2313	3294.514	10.240963855421686	48826	45188	19612	19612
1797	2806.5269	10.240963855421686	62265	64645	19613	19613
4460	3666.1274	10.240963855421686	13514	27616	19614	19614
5048	4038.4514	10.240567232210687	9016	11801	19615	19615
3441	3621.252	10.24044448701983	26330	29814	19616	19616
3029	3440.4175	10.24	33619	38414	19617	19617
1624	2847.0632	10.24	67093	63401	19618	19618
1744	2953.1152	10.239827539746699	63704	59661	19619	19619
3150	3702.9138	10.239821528165088	31358	25847	19620	19620
5571	4336.642	10.239410681399631	6162	3879	19621	19621
3762	4028.9197	10.239407509472958	21571	12130	19622	19622
4654	3680.507	10.238435860753457	11768	26924	19623	19623
1607	2844.2449	10.238017606781872	67584	63501	19624	19624
1941	3083.142	10.23765996343693	58275	54509	19625	19625
5601	4414.3755	10.23765996343693	6031	2672	19626	19626
1510	2713.8853	10.23759608665269	69888	66955	19627	19627
1818	2977.836	10.236004390779364	61633	58715	19628	19628
3647	3535.0728	10.23577177861671	23166	33846	19629	19629
3030	3640.0015	10.235390560955615	33596	28883	19630	19630
3587	4052.0718	10.234425873670501	24046	11327	19631	19631
6368	4163.091	10.233826479438315	3515	7853	19632	19632
2461	3325.0632	10.233558696988322	45394	43768	19633	19633
2504	3114.9375	10.233205708318831	44464	53146	19634	19634
6727	4441.5396	10.233156916034902	2667	2322	19635	19635
3655	3586.132	10.2325278447209	23056	31513	19636	19636
3170	3675.9165	10.232273838630807	31004	27159	19637	19637
2351	3323.2476	10.231854838709678	47976	43850	19638	19638
2563	3335.6353	10.23115852824511	43207	43305	19639	19639
4781	3876.3271	10.231078365706631	10829	18060	19640	19640
3188	3456.5188	10.231051240514963	30675	37596	19641	19641
5048	4310.677	10.230971128608923	9019	4363	19642	19642
4748	3812.0037	10.230939895119	11055	20962	19643	19643
1077	1228.7675	10.230822670261293	72423	72471	19644	19644
4108	4065.6033	10.230288502696688	17204	10887	19645	19645
3946	3763.257	10.228153726880054	19199	23124	19646	19646
4425	4032.5923	10.227841762643965	13842	12006	19647	19647
1877	3010.8833	10.227550770736482	59982	57426	19648	19648
1663	2850.1533	10.225213564587108	65999	63305	19649	19649
1731	2964.4482	10.224948875255624	64078	59260	19650	19650
2144	3283.9895	10.224258500120568	53033	45664	19651	19651
2782	3497.3054	10.22379050979664	38523	35665	19652	19652
2553	3386.3525	10.2234823215477	43434	40980	19653	19653
2503	3251.8828	10.223394353087185	44479	47172	19654	19654
2969	3702.8296	10.223233328593773	34806	25854	19655	19655
3208	3847.826	10.22140221402214	30324	19284	19656	19656
2921	3288.604	10.221025468416919	35802	45443	19657	19657
4007	3992.4392	10.220881897465157	18411	13487	19658	19658
3215	3753.9219	10.220847114050997	30198	23523	19659	19659
2310	3376.7131	10.22062983217047	48886	41427	19660	19660
5620	4140.0464	10.220153150017405	5951	8560	19661	19661
4576	4157.846	10.219787838868474	12467	8024	19662	19662
1876	3036.6648	10.219478737997257	60008	56425	19663	19663
2257	3150.3418	10.219359331476323	50220	51634	19664	19664
2749	3470.501	10.219167423161716	39160	36940	19665	19665
4632	3951.8604	10.219020847973765	11981	15005	19666	19666
1895	3132.4521	10.218978102189782	59480	52425	19667	19667
2741	3386.2668	10.218491873168132	39331	40984	19668	19668
1732	2951.6487	10.218105766357933	64035	59709	19669	19669
2862	3669.432	10.217945089159354	36928	27475	19670	19670
1685	2940.6633	10.217858238723535	65360	60097	19671	19671
2716	3433.0525	10.217735068726434	39864	38757	19672	19672
4592	4206.117	10.216569267789618	12306	6682	19673	19673
1732	3029.9773	10.216508795669824	64031	56677	19674	19674
1586	2839.1218	10.216422660725652	68109	63688	19675	19675
3766	3778.6738	10.216270020812596	21520	22462	19676	19676
5522	4304.057	10.215591376344946	6404	4497	19677	19677
3822	3993.3223	10.215495969731863	20750	13443	19678	19678
2566	3287.09	10.214797136038186	43111	45512	19679	19679
1737	3015.8296	10.214723926380367	63886	57243	19680	19680
929	523.78577	10.214720153078657	72659	73168	19681	19681
8631	4370.9766	10.214635848787221	587	3307	19682	19682
4175	4134.4966	10.214634837430049	16443	8701	19683	19683
3719	3958.4707	10.214278850773518	22125	14729	19684	19684
2524	3337.9277	10.214264749046082	44030	43212	19685	19685
6803	4109.946	10.213512234501573	2525	9422	19686	19686
2576	3361.9307	10.213459828046249	42910	42060	19687	19687
3672	3948.7527	10.212654239957994	22804	15123	19688	19688
5230	4204.304	10.212264150943398	7919	6732	19689	19689
3525	3794.6233	10.211830535571542	25029	21727	19690	19690
2511	3442.776	10.211007820569574	44300	38302	19691	19691
3405	3600.6516	10.210712879086255	26930	30823	19692	19692
1608	2734.778	10.210286293387384	67539	66525	19693	19693
1972	3019.0647	10.209944751381215	57434	57125	19694	19694
3754	3724.8618	10.20990099009901	21688	24829	19695	19695
1500	2772.5967	10.208975676601575	70052	65590	19696	19696
2688	3481.2488	10.208919839976293	40462	36416	19697	19697
2204	3325.9617	10.208916648718501	51566	43721	19698	19698
4055	4108.233	10.208193418401612	17848	9478	19699	19699
2104	3382.8215	10.20776874435411	54049	41131	19700	19700
3549	3487.4788	10.20759755362219	24653	36129	19701	19701
2981	3482.2817	10.207246581136332	34578	36376	19702	19702
2415	2986.1833	10.206435243916504	46450	58398	19703	19703
3350	3843.227	10.20577105014191	27852	19492	19704	19704
1603	2844.631	10.205314009661835	67695	63485	19705	19705
1670	2988.4785	10.204734484964812	65792	58320	19706	19706
2213	3255.0774	10.20446096654275	51322	47019	19707	19707
5469	4266.2974	10.203569786398027	6663	5249	19708	19708
1573	2810.8372	10.202827289489859	68449	64531	19709	19709
2964	3538.2563	10.202184522426213	34907	33689	19710	19710
4436	4174.8145	10.20211026898499	13736	7535	19711	19711
2165	3141.159	10.20189387171699	52525	52025	19712	19712
3178	2303.1821	10.20189257204367	30862	70407	19713	19713
1845	3045.89	10.201229737283398	60891	56045	19714	19714
2582	3315.8667	10.201052489542572	42765	44207	19715	19715
3713	3992.0405	10.200056353902507	22226	13504	19716	19716
1480	2586.7612	10.2	70391	68731	19717	19717
4005	3985.5762	10.199321458863443	18441	13734	19718	19718
3307	3573.3738	10.197782096718875	28580	32089	19719	19719
3409	3868.1826	10.19772189984956	26877	18393	19720	19720
1577	1651.6665	10.19710538121557	68358	71844	19721	19721
4481	4232.9917	10.1968308107724	13334	5999	19722	19722
1677	2903.6514	10.196779964221825	65579	61498	19723	19723
6813	4323.302	10.195683979517192	2503	4142	19724	19724
4922	4001.6003	10.195568557343302	9826	13125	19725	19725
1584	2715.2668	10.195227765726681	68162	66918	19726	19726
4542	4084.4453	10.195132646349485	12752	10248	19727	19727
2724	3449.5393	10.194878402319214	39701	37961	19728	19728
986	1584.736	10.194825484738114	72572	71953	19729	19729
2543	3464.018	10.193133047210301	43648	37232	19730	19730
3901	3992.156	10.193003618817853	19724	13501	19731	19731
1308	1671.3864	10.191804242132822	71839	71809	19732	19732
1998	3170.1223	10.191082802547772	56774	50749	19733	19733
2718	3546.0176	10.1906941266209	39803	33359	19734	19734
1854	2388.9177	10.190305134000646	60609	70078	19735	19735
2682	3452.2405	10.190300798035604	40601	37817	19736	19736
2717	3474.132	10.189934839872453	39835	36774	19737	19737
2427	2798.0798	10.18970189701897	46175	64920	19738	19738
3220	3666.9597	10.189653237571541	30113	27585	19739	19739
2451	3473.079	10.189618846964184	45615	36812	19740	19740
2338	3244.2925	10.1888136800855	48250	47482	19741	19741
2710	3230.7458	10.18842530282638	40000	48062	19742	19742
5903	4307.294	10.188323109261722	4886	4435	19743	19743
5265	3699.639	10.188318113250393	7745	26012	19744	19744
5323	4298.7188	10.188176178023895	7415	4613	19745	19745
4372	3324.5598	10.187269750307	14376	43799	19746	19746
4525	4142.733	10.187014355327277	12892	8482	19747	19747
3328	3600.4255	10.186841582190418	28221	30830	19748	19748
3286	3793.0354	10.18666059640337	28933	21805	19749	19749
7689	4278.1367	10.186422214457485	1303	5024	19750	19750
1487	2637.9082	10.186298076923077	70259	68149	19751	19751
4447	4246.181	10.185466707205839	13631	5686	19752	19752
854	815.6318	10.184740882917467	72780	72982	19753	19753
3052	3607.8782	10.184587582289918	33185	30453	19754	19754
2703	3444.2017	10.184492645225628	40120	38233	19755	19755
3111	3667.2537	10.184325686248508	32070	27573	19756	19756
1856	3077.6367	10.18418201516793	60576	54728	19757	19757
3557	3786.7158	10.183774092335275	24521	22084	19758	19758
1934	3043.7817	10.183443085606774	58459	56134	19759	19759
1869	3004.8994	10.183443085606774	60201	57666	19760	19760
5902	4105.9893	10.183412800612537	4891	9547	19761	19761
4167	3808.9106	10.183215535579496	16517	21102	19762	19762
2063	3157.347	10.183089899197697	55101	51327	19763	19763
1699	2943.9883	10.183066361556065	64959	59982	19764	19764
6767	4065.9458	10.183013934934367	2589	10866	19765	19765
1838	3033.623	10.182833925850685	61092	56537	19766	19766
4824	3802.585	10.182412197114076	10517	21357	19767	19767
5487	4558.493	10.182394924662965	6565	1163	19768	19768
3581	4083.4006	10.182232346241458	24148	10280	19769	19769
4656	4246.3447	10.182207931404074	11756	5683	19770	19770
2158	3135.9194	10.182207931404074	52731	52254	19771	19771
1851	3087.3125	10.181392627267408	60718	54328	19772	19772
2074	3107.355	10.18103048120068	54815	53479	19773	19773
3303	3682.3535	10.180640094247005	28640	26845	19774	19774
4959	4121.8247	10.180530164533822	9567	9071	19775	19775
1193	1371.6492	10.180247882900566	72194	72268	19776	19776
5964	4252.93	10.17986988136242	4692	5547	19777	19777
1649	2957.5137	10.17927681555758	66400	59504	19778	19778
5424	4438.036	10.17877094972067	6870	2359	19779	19779
3358	3710.7817	10.178499799438427	27718	25509	19780	19780
1748	2744.2964	10.177383592017739	63601	66300	19781	19781
3433	3652.886	10.177353342428376	26448	28260	19782	19782
1789	3087.485	10.177123986790754	62474	54317	19783	19783
1852	3172.279	10.176862858799653	60700	50644	19784	19784
3384	3523.6494	10.176862858799653	27270	34402	19785	19785
3051	3750.823	10.176688124914396	33207	23674	19786	19786
4437	3636.8843	10.176584199392993	13725	29061	19787	19787
2794	3466.3252	10.176017601760176	38241	37136	19788	19788
3140	3627.724	10.175794455713321	31544	29482	19789	19789
1578	2798.9946	10.175438596491228	68330	64889	19790	19790
3301	3908.9568	10.17518598512119	28673	16702	19791	19791
5161	3801.2957	10.17498667614141	8311	21421	19792	19792
3619	3687.5293	10.174191254888019	23587	26599	19793	19793
1723	2891.6536	10.173989973459156	64309	61913	19794	19794
1939	3103.2168	10.173824130879346	58325	53656	19795	19795
2066	3229.5493	10.173754000914496	54996	48110	19796	19796
3310	3372.9233	10.173398817279743	28521	41582	19797	19797
4827	4234.761	10.173061596265514	10495	5954	19798	19798
2056	3307.8057	10.172889000250564	55269	44567	19799	19799
3706	4048.221	10.17285349957495	22337	11475	19800	19800
1392	2431.1516	10.172692930383162	71385	69891	19801	19801
2888	3684.397	10.172317954419121	36433	26739	19802	19802
5074	4312.677	10.171945701357465	8865	4327	19803	19803
1816	2950.2856	10.171224124712497	61730	59762	19804	19804
3112	3656.0642	10.170851966517601	32044	28106	19805	19805
5949	4431.888	10.170573748061662	4742	2431	19806	19806
3412	3613.2366	10.170523751522534	26802	30196	19807	19807
1690	2919.0847	10.16949152542373	65213	60935	19808	19808
2866	3301.307	10.168668850867613	36868	44865	19809	19809
3643	3669.293	10.167772861356932	23225	27483	19810	19810
3602	3850.7505	10.167736591426795	23839	19143	19811	19811
2792	3382.0986	10.167407547526718	38301	41164	19812	19812
1517	2683.666	10.167267956707118	69720	67501	19813	19813
2406	3359.6028	10.167074164629177	46648	42166	19814	19814
1908	2895.4702	10.167029774872912	59151	61782	19815	19815
3617	3946.6992	10.166919575113809	23623	15208	19816	19816
2089	2809.3813	10.166609996599796	54447	64570	19817	19817
1774	2807.5063	10.16548463356974	62857	64615	19818	19818
3663	3832.7917	10.16508841029079	22922	19986	19819	19819
4027	4004.3735	10.164970164970164	18196	13032	19820	19820
2360	3329.2869	10.164724789071917	47745	43565	19821	19821
2027	3062.5889	10.164310278945358	56048	55346	19822	19822
4361	3459.203	10.164144789605945	14489	37460	19823	19823
2179	3272.6125	10.163934426229508	52225	46172	19824	19824
4465	4004.8398	10.16388513005563	13478	13014	19825	19825
3836	3996.2754	10.163411717815862	20562	13333	19826	19826
2749	3388.63	10.163386080020583	39163	40886	19827	19827
5442	4809.8457	10.162965000343808	6784	133	19828	19828
5089	4265.8584	10.162959700506496	8760	5256	19829	19829
2001	3089.1765	10.162898127887185	56707	54240	19830	19830
2990	3687.8826	10.16175319593008	34395	26583	19831	19831
2081	3277.3242	10.161400318254149	54646	45949	19832	19832
1729	2883.3225	10.161241253422574	64111	62181	19833	19833
1497	2708.1536	10.160245482441187	70098	67061	19834	19834
3679	3960.236	10.159595173219152	22699	14650	19835	19835
3179	3641.8997	10.159362549800797	30846	28793	19836	19836
2691	3469.3342	10.159282559229018	40409	36987	19837	19837
5247	3894.4202	10.159064944195448	7839	17284	19838	19838
4477	3926.1475	10.158876656338585	13374	16048	19839	19839
1440	2561.4143	10.158633312995729	70916	68970	19840	19840
4583	4149.815	10.158620689655171	12390	8240	19841	19841
2810	3285.649	10.156936597614564	37923	45588	19842	19842
3448	3763.332	10.156921754084266	26231	23121	19843	19843
3503	3869.0056	10.15625	25336	18348	19844	19844
2746	3391.9233	10.156036134683822	39237	40709	19845	19845
1816	3057.8667	10.155350978135788	61706	55560	19846	19846
2709	3402.834	10.155266470835082	40020	40236	19847	19847
2138	3208.8538	10.155227230222556	53169	49046	19848	19848
1825	2932.2197	10.154409840355928	61442	60413	19849	19849
4601	4299.669	10.15439429928741	12219	4585	19850	19850
5302	4130.619	10.154241645244216	7537	8808	19851	19851
1604	2822.9639	10.154039610185476	67649	64187	19852	19852
3546	3779.8052	10.153460090724833	24694	22410	19853	19853
2985	3521.1685	10.153148043108338	34483	34522	19854	19854
3242	3842.8535	10.152456239412762	29708	19516	19855	19855
2307	3417.4287	10.152104704633889	48964	39533	19856	19856
1758	2858.4465	10.151356993736952	63315	63035	19857	19857
2668	3196.2732	10.151116951379763	40886	49628	19858	19858
3233	3726.0344	10.150339940630088	29874	24779	19859	19859
1112	917.789	10.150283016536076	72358	72838	19860	19860
2589	3453.3982	10.149726461272675	42607	37748	19861	19861
3529	3790.2043	10.149700598802395	24979	21938	19862	19862
4098	3868.9968	10.149581016524396	17338	18349	19863	19863
3036	3578.917	10.149285790999892	33486	31828	19864	19864
4401	3829.6465	10.149166422930682	14079	20124	19865	19865
3723	3821.269	10.14876334763165	22075	20547	19866	19866
5058	4129.3403	10.148355192431735	8955	8857	19867	19867
2042	3276.6765	10.148148148148147	55648	45969	19868	19868
1619	2838.4915	10.147247119078106	67245	63706	19869	19869
1512	2705.0254	10.147102972080456	69837	67126	19870	19870
1850	3024.1694	10.14689880304679	60744	56923	19871	19871
2026	3271.9397	10.146669872565521	56065	46203	19872	19872
4126	3884.2576	10.146252285191956	16979	17708	19873	19873
3258	3877.9397	10.146195176808696	29406	17985	19874	19874
4086	3818.1306	10.14560460951491	17476	20694	19875	19875
1881	3016.914	10.145547945205479	59845	57198	19876	19876
2337	3314.171	10.14519056261343	48293	44286	19877	19877
2459	3382.0886	10.14517801590045	45446	41165	19878	19878
3558	3755.4246	10.145153738098953	24498	23456	19879	19879
3327	3869.2234	10.144769783389572	28230	18341	19880	19880
6353	4151.879	10.144600090375057	3553	8187	19881	19881
2341	3283.59	10.144080996884735	48199	45680	19882	19882
2780	3470.318	10.14386734942697	38557	36950	19883	19883
2790	3599.3271	10.14321570943452	38343	30878	19884	19884
6027	3950.317	10.141968716627929	4466	15066	19885	19885
5559	4337.4346	10.141950796476335	6220	3866	19886	19886
4795	4279.6426	10.141690068930304	10731	4992	19887	19887
2246	3287.333	10.1415996938385	50510	45499	19888	19888
3188	3604.7285	10.141546119147613	30673	30605	19889	19889
5307	4504.735	10.141533448732307	7504	1622	19890	19890
1269	2370.7278	10.141122415490647	71999	70152	19891	19891
3233	3626.1306	10.139125212691422	29877	29564	19892	19892
2710	3239.3372	10.138793188305936	39989	47701	19893	19893
1497	2564.634	10.138248847926267	70106	68945	19894	19894
6463	4538.811	10.138070121005274	3286	1322	19895	19895
3270	3484.1748	10.137963106495116	29215	36289	19896	19896
2724	3360.6355	10.137948984903696	39686	42125	19897	19897
3145	3443.1042	10.137476249022018	31453	38282	19898	19898
1866	3091.0215	10.13734466971877	60272	54163	19899	19899
3220	3794.3147	10.13643026271282	30112	21735	19900	19900
4674	3696.4346	10.1350370262814	11608	26180	19901	19901
2117	3137.3096	10.13488880787459	53683	52196	19902	19902
5307	4249.841	10.134819036277804	7507	5604	19903	19903
2626	2143.5552	10.134554923329155	41796	70820	19904	19904
3713	3575.723	10.13446439851999	22229	31974	19905	19905
1669	2928.44	10.134170710819298	65810	60569	19906	19906
2164	3078.354	10.134076266759532	52548	54695	19907	19907
1557	2839.008	10.133333333333333	68878	63693	19908	19908
4210	4211.203	10.13326628111642	16071	6539	19909	19909
1891	3090.785	10.133259300388673	59609	54181	19910	19910
3368	3577.5217	10.133079847908744	27564	31894	19911	19911
2979	3402.5059	10.13258492209426	34612	40252	19912	19912
2009	3219.4233	10.132268530072373	56520	48573	19913	19913
3006	3483.892	10.13215859030837	34057	36300	19914	19914
3172	3176.9934	10.131963510760784	30975	50471	19915	19915
2459	3386.3813	10.131826741996234	45432	40978	19916	19916
1758	2978.1077	10.131537738803633	63311	58705	19917	19917
1370	1026.8512	10.131120478359765	71517	72697	19918	19918
2943	3557.1914	10.130935061499802	35350	32825	19919	19919
1840	2925.39	10.130548302872063	61009	60695	19920	19920
1591	2841.2632	10.130047912388775	67960	63616	19921	19921
1810	2990.7273	10.129496402877699	61876	58224	19922	19922
3712	3033.0564	10.129450653533558	22240	56570	19923	19923
2250	3242.829	10.129349608307523	50415	47558	19924	19924
4061	3872.4006	10.128768844221106	17777	18211	19925	19925
3634	4004.792	10.128443965094618	23374	13016	19926	19926
7961	4269.342	10.127880323320063	1038	5194	19927	19927
2258	3148.2588	10.127843267474681	50202	51717	19928	19928
5062	4263.518	10.127564213066712	8931	5306	19929	19929
2487	3302.4353	10.127442650807136	44832	44820	19930	19930
3940	4157.156	10.127267803953426	19282	8040	19931	19931
2106	3174.5283	10.127028934368385	53997	50556	19932	19932
1894	3025.4685	10.126910126910127	59513	56873	19933	19933
2248	3212.711	10.125755348685285	50445	48862	19934	19934
3103	3691.8127	10.1254390366282	32245	26412	19935	19935
2254	3445.5752	10.125427594070697	50317	38175	19936	19936
3152	3679.3064	10.125351199481306	31328	26981	19937	19937
2723	3472.548	10.125109106779167	39718	36837	19938	19938
1822	3010.671	10.125	61549	57439	19939	19939
1941	3145.812	10.124688279301745	58269	51822	19940	19940
1840	2846.5645	10.124500822175241	61020	63418	19941	19941
2900	3339.77	10.124333925399645	36221	43105	19942	19942
4794	3910.3655	10.123456790123457	10740	16658	19943	19943
1934	2997.7192	10.123281175912755	58465	57929	19944	19944
10001	4307.2373	10.123270756158306	135	4436	19945	19945
1852	2961.9155	10.123030433844162	60684	59345	19946	19946
4024	3860.7495	10.122086570477247	18214	18704	19947	19947
2703	3425.9133	10.121878715814507	40147	39117	19948	19948
6629	4309.353	10.121510245300843	2869	4398	19949	19949
4032	3942.7192	10.121306839324253	18107	15363	19950	19950
3440	3633.524	10.120269873863302	26349	29208	19951	19951
4116	4102.732	10.119907541173072	17101	9666	19952	19952
820	1392.904	10.119198784228836	72824	72244	19953	19953
1904	2932.0684	10.118775696665145	59259	60419	19954	19954
1617	2859.6167	10.11844331641286	67291	62997	19955	19955
3303	3629.0032	10.11802779364173	28651	29417	19956	19956
2193	3074.7976	10.117330255818427	51868	54850	19957	19957
1587	2894.5432	10.116977552956055	68077	61817	19958	19958
1754	3021.0977	10.11661807580175	63423	57039	19959	19959
3120	3812.7317	10.11658031088083	31929	20925	19960	19960
4302	4060.0935	10.116433103255943	15075	11056	19961	19961
1710	2873.0754	10.115157173980704	64642	62510	19962	19962
1977	2885.164	10.11462205700124	57309	62133	19963	19963
1744	2909.7632	10.114503816793894	63719	61255	19964	19964
2375	3291.642	10.114163396361043	47384	45296	19965	19965
4396	3671.1526	10.113273308161487	14132	27386	19966	19966
2009	3120.654	10.113065326633166	56512	52920	19967	19967
3867	3766.0718	10.112837981690442	20155	23005	19968	19968
3505	3900.7336	10.112472384012854	25317	17043	19969	19969
3562	3361.1777	10.112450448992801	24448	42101	19970	19970
2473	3389.9634	10.112359550561797	45117	40806	19971	19971
1419	2455.0981	10.112359550561797	71123	69763	19972	19972
3064	3640.692	10.112082768813893	32964	28848	19973	19973
1755	2985.1765	10.111079464540017	63399	58437	19974	19974
1645	2829.5586	10.11094301563288	66492	63971	19975	19975
2809	2417.8	10.11044669753886	37933	69960	19976	19976
2602	3150.9421	10.110359558561765	42328	51605	19977	19977
3907	3630.353	10.11006289308176	19650	29361	19978	19978
3593	3862.5483	10.109833088298885	23956	18628	19979	19979
2001	3101.7551	10.109750949767834	56721	53706	19980	19980
1774	3037.5173	10.109519797809604	62877	56393	19981	19981
4463	3858.904	10.109401509389809	13493	18791	19982	19982
2864	3622.5947	10.108820160366552	36894	29735	19983	19983
1426	2576.8494	10.10807374443738	71063	68836	19984	19984
4676	4164.7417	10.107807457254687	11591	7815	19985	19985
2779	3529.9226	10.107266958755098	38582	34106	19986	19986
1659	2848.7473	10.10705289672544	66120	63348	19987	19987
1700	1844.0948	10.10700330911044	64915	71492	19988	19988
3163	3621.9846	10.106988390621444	31122	29768	19989	19989
2612	3454.8872	10.106943816839886	42116	37680	19990	19990
3156	3551.9578	10.106936689694331	31250	33065	19991	19991
6877	4431.698	10.106829912375465	2388	2437	19992	19992
3775	3759.1636	10.106666666666667	21386	23316	19993	19993
1905	3115.3906	10.106251544353842	59209	53130	19994	19994
1821	2932.6213	10.106100795755967	61571	60394	19995	19995
1847	3063.3186	10.10597053502197	60828	55309	19996	19996
1753	3028.6248	10.105926137990267	63461	56733	19997	19997
1817	3062.6316	10.105697344676463	61689	55345	19998	19998
2984	3605.19	10.10540184453228	34522	30578	19999	19999
2471	3170.1997	10.105232809571861	45181	50744	20000	20000
3104	3666.5317	10.104883275064847	32222	27597	20001	20001
2956	3568.1611	10.104609725255777	35070	32321	20002	20002
2132	3146.1365	10.10460251046025	53320	51808	20003	20003
5779	4608.9995	10.104582428131158	5311	794	20004	20004
4193	4157.0	10.10393466963623	16238	8046	20005	20005
2719	3539.867	10.103737388091517	39786	33622	20006	20006
3438	3642.3203	10.1034743837806	26372	28775	20007	20007
5742	4575.8257	10.10303760203399	5461	1039	20008	20008
2526	3425.8408	10.102794731769997	43973	39119	20009	20009
2360	3288.042	10.102556252870045	47740	45468	20010	20010
2061	3069.9949	10.102552912939123	55155	55031	20011	20011
3020	3507.4878	10.101701545081166	33789	35157	20012	20012
2291	3138.6616	10.10158013544018	49366	52134	20013	20013
2028	2969.8062	10.100828231904933	56020	59039	20014	20014
1833	3040.9631	10.100143061516452	61226	56270	20015	20015
3739	4005.7964	10.099879455829171	21862	12968	20016	20016
2022	3182.2415	10.099863822060826	56151	50231	20017	20017
3549	3665.7087	10.099738549433523	24655	27637	20018	20018
1299	941.4185	10.099357844298918	71881	72807	20019	20019
3809	3482.2644	10.09903087433141	20912	36377	20020	20020
2023	3113.208	10.098770409191696	56136	53228	20021	20021
2517	3310.463	10.098410295230886	44172	44450	20022	20022
4835	4229.9863	10.098008549681992	10443	6072	20023	20023
4900	4273.96	10.097240473061762	9974	5110	20024	20024
7465	4420.546	10.096906701767923	1580	2588	20025	20025
2309	3282.0046	10.096319229446165	48913	45747	20026	20026
2950	3519.3042	10.09596424345997	35220	34603	20027	20027
1834	1858.5916	10.09558958585629	61200	71466	20028	20028
2743	2393.1895	10.095415448745825	39281	70059	20029	20029
3764	4102.8286	10.095218593222075	21548	9660	20030	20030
1540	2829.4482	10.095173351461591	69273	63975	20031	20031
3768	3874.988	10.09501187648456	21482	18108	20032	20032
2102	3140.6428	10.09501187648456	54112	52049	20033	20033
3926	3967.9707	10.094353751684888	19440	14370	20034	20034
3003	3599.9385	10.093840230991338	34111	30854	20035	20035
3841	4097.074	10.093010406114743	20502	9827	20036	20036
1570	2813.427	10.092807424593968	68519	64461	20037	20037
5236	4371.257	10.092149209287353	7892	3301	20038	20038
2447	3413.671	10.091905266878756	45728	39724	20039	20039
3554	3445.6548	10.091743119266056	24559	38167	20040	20040
2009	3265.6956	10.091743119266056	56523	46487	20041	20041
3453	3398.1992	10.090665970908615	26163	40426	20042	20042
1938	3174.2744	10.090237899917966	58348	50569	20043	20043
3483	3973.494	10.090156848215388	25678	14161	20044	20044
2221	3124.7542	10.090125391849531	51125	52757	20045	20045
1935	3019.925	10.08934408367836	58418	57094	20046	20046
3824	4022.3555	10.089312003140643	20723	12361	20047	20047
2880	3328.3333	10.08926474042753	36592	43606	20048	20048
1667	2948.4417	10.089203322054754	65881	59833	20049	20049
1914	3111.837	10.089171974522293	59011	53286	20050	20050
2240	3219.4958	10.088865656037637	50698	48567	20051	20051
2471	3200.1313	10.088543064126645	45165	49460	20052	20052
4316	4083.1704	10.088189727088547	14939	10288	20053	20053
3053	3690.8433	10.088046560214893	33165	26452	20054	20054
4492	4220.8447	10.086932523802954	13223	6309	20055	20055
725	279.1035	10.086794266489498	72973	73194	20056	20056
5619	3979.5986	10.086772005607973	5957	13961	20057	20057
3393	3737.786	10.085929108485498	27143	24278	20058	20058
2952	3742.364	10.085892764185319	35162	24062	20059	20059
2442	3129.3223	10.085714285714285	45834	52566	20060	20060
5746	4179.726	10.085589663402189	5445	7405	20061	20061
2405	3459.572	10.085209207681546	46682	37445	20062	20062
1162	1584.7334	10.085078154686384	72263	71954	20063	20063
2613	3289.4858	10.085012227786189	42100	45402	20064	20064
1456	2679.4377	10.084306095979247	70746	67559	20065	20065
6617	3872.7605	10.084268355137576	2901	18194	20066	20066
3582	3969.1157	10.08420009905894	24132	14329	20067	20067
5984	4155.3037	10.083980947605916	4615	8094	20068	20068
5719	4119.9604	10.083333333333332	5570	9127	20069	20069
3825	3760.0984	10.082921050797854	20717	23271	20070	20070
1580	2755.4902	10.082872928176796	68284	66047	20071	20071
5325	3996.7737	10.082527705729781	7410	13309	20072	20072
