n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
4853	2740.1028	920	7269	7269
1927	2740.0989	21120	7270	7270
2254	2740.0647	13153	7271	7271
1928	2740.0117	21107	7272	7272
2136	2739.9646	15660	7273	7273
2411	2739.958	10429	7274	7274
1985	2739.9573	19442	7275	7275
2011	2739.951	18738	7276	7276
2182	2739.9458	14614	7277	7277
2090	2739.9414	16724	7278	7278
2413	2739.9146	10389	7279	7279
2496	2739.8599	9218	7280	7280
2594	2739.8562	8026	7281	7281
1744	2739.8093	27078	7282	7282
2750	2739.7976	6534	7283	7283
1878	2739.7737	22635	7284	7284
2677	2739.7139	7179	7285	7285
2229	2739.7014	13663	7286	7286
2243	2739.6938	13368	7287	7287
2181	2739.6736	14629	7288	7288
1611	2739.6729	31593	7289	7289
2528	2739.649	8775	7290	7290
1923	2739.5217	21210	7291	7291
2367	2739.4336	11114	7292	7292
5554	2739.4104	634	7293	7293
2808	2739.409	6047	7294	7294
2500	2739.3389	9163	7295	7295
1861	2739.3347	23199	7296	7296
2391	2739.3074	10729	7297	7297
2345	2739.2927	11525	7298	7298
2285	2739.2642	12551	7299	7299
2054	2739.1794	17602	7300	7300
1976	2739.165	19680	7301	7301
3347	2739.147	3013	7302	7302
4332	2739.135	1255	7303	7303
2141	2739.1057	15560	7304	7304
2792	2739.0977	6171	7305	7305
2023	2739.0288	18429	7306	7306
2425	2739.0088	10218	7307	7307
2651	2738.9983	7402	7308	7308
1862	2738.972	23170	7309	7309
1964	2738.9604	20051	7310	7310
3292	2738.938	3216	7311	7311
2895	2738.9333	5383	7312	7312
1627	2738.9177	31058	7313	7313
1697	2738.9163	28611	7314	7314
1811	2738.916	24821	7315	7315
2112	2738.9153	16225	7316	7316
2860	2738.9082	5640	7317	7317
2826	2738.85	5903	7318	7318
2453	2738.8394	9797	7319	7319
1901	2738.828	21897	7320	7320
1851	2738.8118	23506	7321	7321
2404	2738.79	10519	7322	7322
3080	2738.772	4198	7323	7323
2155	2738.7344	15213	7324	7324
2410	2738.6648	10442	7325	7325
2180	2738.6428	14660	7326	7326
1778	2738.6416	25889	7327	7327
2063	2738.538	17338	7328	7328
2107	2738.4878	16331	7329	7329
2108	2738.4724	16309	7330	7330
2118	2738.4524	16095	7331	7331
2481	2738.4106	9413	7332	7332
2178	2738.3787	14721	7333	7333
1711	2738.2957	28148	7334	7334
2299	2738.2866	12273	7335	7335
2180	2738.277	14675	7336	7336
2008	2738.2424	18817	7337	7337
2159	2738.2039	15099	7338	7338
2668	2738.164	7247	7339	7339
2400	2738.1519	10592	7340	7340
3000	2738.0178	4634	7341	7341
2510	2738.0107	9035	7342	7342
1955	2737.903	20281	7343	7343
1909	2737.8484	21647	7344	7344
1839	2737.8457	23877	7345	7345
2136	2737.8247	15666	7346	7346
2055	2737.7961	17571	7347	7347
2250	2737.7349	13243	7348	7348
2362	2737.7346	11206	7349	7349
1950	2737.7131	20442	7350	7350
1662	2737.6995	29843	7351	7351
1874	2737.6785	22788	7352	7352
2311	2737.5916	12099	7353	7353
1666	2737.5623	29706	7354	7354
1836	2737.558	24006	7355	7355
2448	2737.5562	9865	7356	7356
2150	2737.5437	15331	7357	7357
2199	2737.513	14287	7358	7358
4136	2737.4846	1445	7359	7359
2188	2737.4688	14492	7360	7360
1907	2737.4634	21723	7361	7361
1746	2737.392	26993	7362	7362
2293	2737.309	12394	7363	7363
2107	2737.3079	16338	7364	7364
2129	2737.2905	15822	7365	7365
2048	2737.2644	17742	7366	7366
2004	2737.18	18921	7367	7367
2509	2737.1387	9049	7368	7368
2316	2737.1284	12022	7369	7369
3119	2737.0813	4008	7370	7370
5516	2737.064	644	7371	7371
2094	2737.0044	16617	7372	7372
2423	2736.9775	10253	7373	7373
1937	2736.975	20835	7374	7374
2051	2736.9448	17669	7375	7375
2114	2736.9412	16158	7376	7376
2711	2736.933	6876	7377	7377
2412	2736.8994	10408	7378	7378
2564	2736.8765	8345	7379	7379
2266	2736.8218	12926	7380	7380
2312	2736.8066	12079	7381	7381
2390	2736.7717	10751	7382	7382
2312	2736.6946	12080	7383	7383
2065	2736.6729	17315	7384	7384
2344	2736.6326	11539	7385	7385
2179	2736.614	14700	7386	7386
1563	2736.6023	33227	7387	7387
2566	2736.583	8328	7388	7388
2560	2736.558	8382	7389	7389
2091	2736.4937	16714	7390	7390
3240	2736.491	3437	7391	7391
2405	2736.4402	10506	7392	7392
2877	2736.4128	5514	7393	7393
2651	2736.4075	7397	7394	7394
2254	2736.3606	13149	7395	7395
1924	2736.339	21203	7396	7396
1728	2736.3308	27600	7397	7397
2618	2736.318	7757	7398	7398
2078	2736.3047	16989	7399	7399
2037	2736.2957	18033	7400	7400
2741	2736.2944	6610	7401	7401
2144	2736.2815	15490	7402	7402
2219	2736.276	13856	7403	7403
2391	2736.2524	10731	7404	7404
2438	2736.1685	10007	7405	7405
2302	2736.131	12229	7406	7406
2364	2736.024	11165	7407	7407
2215	2736.012	13950	7408	7408
1920	2735.98	21313	7409	7409
4644	2735.966	1040	7410	7410
1628	2735.9434	31039	7411	7411
2629	2735.9326	7621	7412	7412
2140	2735.9116	15567	7413	7413
2673	2735.8438	7201	7414	7414
2683	2735.791	7115	7415	7415
3068	2735.7856	4265	7416	7416
1799	2735.751	25192	7417	7417
2515	2735.731	8962	7418	7418
1854	2735.7205	23422	7419	7419
2492	2735.7202	9264	7420	7420
2002	2735.6902	18973	7421	7421
2221	2735.6765	13831	7422	7422
2115	2735.6638	16154	7423	7423
2430	2735.6096	10127	7424	7424
2235	2735.5925	13517	7425	7425
2671	2735.438	7224	7426	7426
2039	2735.3962	18001	7427	7427
5432	2735.385	663	7428	7428
2652	2735.3848	7391	7429	7429
2323	2735.3804	11891	7430	7430
2529	2735.356	8751	7431	7431
1897	2735.3074	22011	7432	7432
1929	2735.3035	21081	7433	7433
2229	2735.2913	13671	7434	7434
1978	2735.28	19609	7435	7435
2222	2735.2676	13816	7436	7436
1922	2735.2563	21275	7437	7437
1748	2735.248	26950	7438	7438
1936	2735.199	20857	7439	7439
2319	2735.1865	11950	7440	7440
2156	2735.1736	15184	7441	7441
1796	2735.1453	25301	7442	7442
2721	2735.1365	6794	7443	7443
2339	2735.0889	11612	7444	7444
1963	2735.0762	20060	7445	7445
1919	2735.0708	21341	7446	7446
1880	2735.0618	22587	7447	7447
2407	2735.0098	10482	7448	7448
2077	2735.0015	17034	7449	7449
2534	2734.969	8706	7450	7450
2348	2734.968	11485	7451	7451
1789	2734.9585	25540	7452	7452
2481	2734.9536	9411	7453	7453
1706	2734.9373	28307	7454	7454
2137	2734.9165	15643	7455	7455
2283	2734.8872	12584	7456	7456
2022	2734.8801	18458	7457	7457
1959	2734.8728	20176	7458	7458
2485	2734.8552	9365	7459	7459
1718	2734.7915	27925	7460	7460
2261	2734.7822	13005	7461	7461
3361	2734.7715	2949	7462	7462
2304	2734.6924	12202	7463	7463
1983	2734.6775	19482	7464	7464
2667	2734.6714	7260	7465	7465
2047	2734.57	17788	7466	7466
2683	2734.5632	7114	7467	7467
1905	2734.5574	21778	7468	7468
2153	2734.552	15281	7469	7469
1888	2734.5251	22292	7470	7470
2182	2734.502	14607	7471	7471
2017	2734.497	18569	7472	7472
2419	2734.4377	10324	7473	7473
2172	2734.437	14838	7474	7474
2466	2734.4292	9601	7475	7475
2711	2734.4158	6873	7476	7476
2811	2734.4146	6022	7477	7477
1895	2734.4016	22067	7478	7478
2109	2734.3225	16290	7479	7479
2080	2734.304	16938	7480	7480
1963	2734.2993	20057	7481	7481
2836	2734.2283	5820	7482	7482
2574	2734.101	8236	7483	7483
2316	2734.0889	12008	7484	7484
2765	2734.0837	6385	7485	7485
2608	2734.0493	7864	7486	7486
4784	2734.0156	959	7487	7487
1722	2733.9915	27774	7488	7488
2342	2733.892	11572	7489	7489
1939	2733.8367	20759	7490	7490
2389	2733.8003	10767	7491	7491
2081	2733.7712	16916	7492	7492
2128	2733.741	15859	7493	7493
2699	2733.7097	6978	7494	7494
1930	2733.6992	21041	7495	7495
1935	2733.667	20896	7496	7496
1787	2733.622	25636	7497	7497
1809	2733.5942	24887	7498	7498
2035	2733.5007	18097	7499	7499
2052	2733.4688	17637	7500	7500
2847	2733.468	5736	7501	7501
2471	2733.2825	9546	7502	7502
2753	2733.2554	6502	7503	7503
2903	2733.197	5318	7504	7504
2176	2733.1838	14747	7505	7505
2237	2733.1804	13481	7506	7506
2003	2733.1777	18945	7507	7507
2340	2733.1692	11600	7508	7508
2622	2733.163	7709	7509	7509
1883	2733.1162	22460	7510	7510
2232	2733.0989	13587	7511	7511
2077	2733.095	17009	7512	7512
2170	2732.9849	14888	7513	7513
1634	2732.876	30818	7514	7514
2477	2732.857	9458	7515	7515
2285	2732.8086	12560	7516	7516
2436	2732.7961	10042	7517	7517
1806	2732.7874	24985	7518	7518
2865	2732.7327	5597	7519	7519
2289	2732.7268	12471	7520	7520
2096	2732.6948	16577	7521	7521
1668	2732.6147	29620	7522	7522
1968	2732.5928	19893	7523	7523
2265	2732.586	12946	7524	7524
1738	2732.5742	27264	7525	7525
2315	2732.5166	12030	7526	7526
1929	2732.5002	21074	7527	7527
2550	2732.4988	8530	7528	7528
2881	2732.4924	5486	7529	7529
2114	2732.485	16172	7530	7530
2095	2732.439	16595	7531	7531
1816	2732.4146	24682	7532	7532
2001	2732.4133	19010	7533	7533
2464	2732.383	9620	7534	7534
1849	2732.3682	23563	7535	7535
4307	2732.3274	1280	7536	7536
2236	2732.3274	13499	7537	7537
1662	2732.3044	29819	7538	7538
2416	2732.297	10362	7539	7539
1983	2732.2476	19495	7540	7540
2651	2732.1787	7396	7541	7541
3572	2732.1665	2358	7542	7542
3409	2732.113	2806	7543	7543
1772	2732.0261	26113	7544	7544
2128	2731.9407	15844	7545	7545
2991	2731.9314	4683	7546	7546
2018	2731.906	18553	7547	7547
4295	2731.8894	1290	7548	7548
2579	2731.8577	8174	7549	7549
2315	2731.8276	12035	7550	7550
1998	2731.7654	19083	7551	7551
1724	2731.7522	27729	7552	7552
2767	2731.744	6366	7553	7553
3178	2731.727	3728	7554	7554
3173	2731.713	3748	7555	7555
2870	2731.694	5560	7556	7556
1852	2731.6897	23467	7557	7557
2142	2731.6692	15512	7558	7558
1745	2731.6174	27048	7559	7559
2277	2731.6038	12706	7560	7560
2496	2731.564	9221	7561	7561
2763	2731.4294	6406	7562	7562
2231	2731.415	13626	7563	7563
4740	2731.3958	989	7564	7564
2141	2731.3894	15536	7565	7565
1916	2731.358	21445	7566	7566
1854	2731.3384	23399	7567	7567
1919	2731.336	21346	7568	7568
2113	2731.304	16181	7569	7569
2113	2731.2878	16205	7570	7570
2369	2731.256	11086	7571	7571
2369	2731.2373	11087	7572	7572
1814	2731.222	24739	7573	7573
1892	2731.204	22158	7574	7574
2034	2731.133	18111	7575	7575
2273	2731.1194	12792	7576	7576
2479	2731.1055	9433	7577	7577
2215	2731.0947	13944	7578	7578
2589	2731.0703	8061	7579	7579
2627	2731.0166	7662	7580	7580
2822	2731.0059	5933	7581	7581
3631	2731.0024	2210	7582	7582
2494	2730.969	9241	7583	7583
1898	2730.9438	21975	7584	7584
2764	2730.914	6399	7585	7585
2247	2730.8916	13287	7586	7586
2401	2730.8813	10581	7587	7587
2943	2730.8481	4999	7588	7588
2187	2730.7996	14524	7589	7589
2077	2730.757	17037	7590	7590
1838	2730.7354	23938	7591	7591
2364	2730.7224	11166	7592	7592
1841	2730.7053	23817	7593	7593
2136	2730.6775	15656	7594	7594
1956	2730.6445	20266	7595	7595
2590	2730.5896	8056	7596	7596
2474	2730.5886	9511	7597	7597
2400	2730.5723	10596	7598	7598
1974	2730.554	19735	7599	7599
1981	2730.5332	19536	7600	7600
2900	2730.5198	5347	7601	7601
2344	2730.4973	11545	7602	7602
2172	2730.439	14833	7603	7603
1988	2730.3865	19342	7604	7604
1893	2730.364	22117	7605	7605
2496	2730.3474	9216	7606	7606
2381	2730.3298	10889	7607	7607
2056	2730.3271	17551	7608	7608
2098	2730.317	16521	7609	7609
1938	2730.312	20782	7610	7610
2297	2730.2668	12308	7611	7611
2000	2730.2458	19035	7612	7612
1621	2730.2097	31249	7613	7613
2255	2730.1992	13137	7614	7614
2585	2730.174	8114	7615	7615
1807	2730.1714	24945	7616	7616
2566	2730.1382	8325	7617	7617
2270	2730.1304	12840	7618	7618
2029	2730.1248	18251	7619	7619
2341	2730.107	11574	7620	7620
2899	2730.0613	5349	7621	7621
2351	2730.0447	11412	7622	7622
2306	2730.033	12169	7623	7623
2043	2730.0103	17887	7624	7624
2032	2729.9702	18167	7625	7625
2100	2729.9644	16472	7626	7626
2485	2729.958	9358	7627	7627
2499	2729.9163	9181	7628	7628
2684	2729.9014	7098	7629	7629
2130	2729.874	15805	7630	7630
2312	2729.8357	12088	7631	7631
3547	2729.825	2416	7632	7632
2079	2729.81	16979	7633	7633
2347	2729.8013	11501	7634	7634
2345	2729.7327	11523	7635	7635
2465	2729.7234	9610	7636	7636
2495	2729.717	9238	7637	7637
1820	2729.704	24532	7638	7638
1866	2729.687	23013	7639	7639
2074	2729.6816	17107	7640	7640
2677	2729.669	7172	7641	7641
2162	2729.6555	15041	7642	7642
2285	2729.6455	12554	7643	7643
1899	2729.5217	21962	7644	7644
2804	2729.5107	6075	7645	7645
3116	2729.5076	4025	7646	7646
2395	2729.4224	10686	7647	7647
2421	2729.4211	10295	7648	7648
1828	2729.3916	24280	7649	7649
1694	2729.3784	28721	7650	7650
2464	2729.2305	9638	7651	7651
3119	2729.1997	4007	7652	7652
2023	2729.188	18425	7653	7653
2155	2729.0793	15211	7654	7654
1940	2729.0378	20745	7655	7655
2223	2729.0344	13787	7656	7656
3044	2729.0295	4388	7657	7657
2269	2729.017	12865	7658	7658
1919	2728.9917	21352	7659	7659
1967	2728.987	19933	7660	7660
2755	2728.9856	6479	7661	7661
2691	2728.9753	7039	7662	7662
2939	2728.9392	5040	7663	7663
2381	2728.8862	10883	7664	7664
2174	2728.8691	14792	7665	7665
2612	2728.8445	7813	7666	7666
2090	2728.8425	16725	7667	7667
1966	2728.804	19993	7668	7668
2145	2728.8003	15450	7669	7669
2326	2728.769	11826	7670	7670
2520	2728.6914	8883	7671	7671
2707	2728.69	6901	7672	7672
1849	2728.69	23557	7673	7673
2267	2728.6814	12907	7674	7674
2010	2728.6587	18762	7675	7675
2339	2728.6301	11606	7676	7676
1930	2728.584	21033	7677	7677
3002	2728.525	4623	7678	7678
1651	2728.511	30257	7679	7679
1694	2728.4993	28727	7680	7680
2777	2728.4946	6300	7681	7681
2467	2728.4827	9589	7682	7682
2972	2728.4695	4800	7683	7683
2220	2728.469	13845	7684	7684
1714	2728.4128	28020	7685	7685
2551	2728.4036	8509	7686	7686
2865	2728.381	5603	7687	7687
2531	2728.3708	8740	7688	7688
3083	2728.3438	4180	7689	7689
2075	2728.3318	17085	7690	7690
1809	2728.322	24880	7691	7691
2277	2728.3035	12709	7692	7692
2406	2728.2925	10491	7693	7693
2569	2728.281	8290	7694	7694
2409	2728.2688	10445	7695	7695
3617	2728.2458	2246	7696	7696
1800	2728.2163	25189	7697	7697
1823	2728.2158	24440	7698	7698
1885	2728.163	22383	7699	7699
2353	2728.1567	11397	7700	7700
2652	2728.1206	7392	7701	7701
4855	2728.1199	918	7702	7702
2541	2728.0908	8624	7703	7703
1877	2728.0728	22693	7704	7704
2205	2728.046	14173	7705	7705
3008	2727.979	4595	7706	7706
1874	2727.9521	22774	7707	7707
4643	2727.9146	1043	7708	7708
2626	2727.877	7670	7709	7709
2419	2727.8196	10322	7710	7710
2135	2727.8154	15686	7711	7711
2334	2727.7812	11706	7712	7712
1947	2727.7615	20514	7713	7713
2406	2727.7112	10487	7714	7714
2195	2727.628	14358	7715	7715
2139	2727.5315	15588	7716	7716
2212	2727.5183	14017	7717	7717
2425	2727.505	10217	7718	7718
2139	2727.4739	15601	7719	7719
1791	2727.4595	25493	7720	7720
1837	2727.4583	23976	7721	7721
2671	2727.4514	7218	7722	7722
2031	2727.4336	18190	7723	7723
1956	2727.4187	20263	7724	7724
1758	2727.4128	26609	7725	7725
2282	2727.3633	12614	7726	7726
2529	2727.3118	8759	7727	7727
2385	2727.2969	10826	7728	7728
2217	2727.2678	13893	7729	7729
4352	2727.2473	1233	7730	7730
2144	2727.245	15466	7731	7731
1932	2727.2427	20963	7732	7732
1915	2727.2346	21470	7733	7733
2054	2727.2114	17585	7734	7734
1877	2727.1826	22667	7735	7735
1793	2727.1821	25416	7736	7736
2730	2727.156	6708	7737	7737
1883	2727.1448	22487	7738	7738
2641	2727.122	7500	7739	7739
1643	2727.095	30509	7740	7740
2039	2727.0808	17981	7741	7741
2025	2727.0789	18352	7742	7742
2026	2727.0667	18341	7743	7743
3266	2727.0657	3320	7744	7744
2748	2727.037	6546	7745	7745
2063	2727.0144	17352	7746	7746
3000	2726.9973	4633	7747	7747
2296	2726.97	12331	7748	7748
1798	2726.958	25226	7749	7749
1850	2726.9556	23548	7750	7750
2961	2726.94	4873	7751	7751
2268	2726.8914	12886	7752	7752
1692	2726.8723	28798	7753	7753
2369	2726.8635	11091	7754	7754
2356	2726.86	11333	7755	7755
2552	2726.8467	8504	7756	7756
2652	2726.836	7389	7757	7757
1960	2726.8262	20150	7758	7758
2926	2726.8174	5141	7759	7759
2408	2726.8088	10460	7760	7760
2230	2726.763	13657	7761	7761
2265	2726.73	12939	7762	7762
2294	2726.7275	12366	7763	7763
2399	2726.7097	10609	7764	7764
2184	2726.6597	14572	7765	7765
2518	2726.6248	8915	7766	7766
1648	2726.5713	30358	7767	7767
2201	2726.5264	14240	7768	7768
1842	2726.4724	23799	7769	7769
2629	2726.3936	7630	7770	7770
1811	2726.387	24809	7771	7771
1972	2726.366	19778	7772	7772
1864	2726.3342	23110	7773	7773
1558	2726.3147	33391	7774	7774
2668	2726.3123	7246	7775	7775
2767	2726.287	6369	7776	7776
1567	2726.2246	33079	7777	7777
2344	2726.178	11540	7778	7778
1674	2726.161	29426	7779	7779
1924	2726.1445	21196	7780	7780
2142	2726.1223	15526	7781	7781
3389	2726.112	2871	7782	7782
1923	2726.0996	21232	7783	7783
1780	2726.09	25843	7784	7784
2834	2726.0723	5838	7785	7785
2714	2726.0713	6850	7786	7786
2588	2726.0688	8069	7787	7787
2509	2726.044	9043	7788	7788
4122	2726.04	1456	7789	7789
1775	2726.0112	25982	7790	7790
2246	2726.0015	13301	7791	7791
2390	2725.9622	10747	7792	7792
2074	2725.9478	17111	7793	7793
3149	2725.9287	3856	7794	7794
2366	2725.9233	11136	7795	7795
2483	2725.9138	9386	7796	7796
2630	2725.8872	7614	7797	7797
2687	2725.874	7068	7798	7798
1903	2725.799	21829	7799	7799
2460	2725.7893	9701	7800	7800
2246	2725.7766	13314	7801	7801
2169	2725.7356	14900	7802	7802
1899	2725.6943	21960	7803	7803
1825	2725.6138	24380	7804	7804
1694	2725.5898	28732	7805	7805
2142	2725.5852	15518	7806	7806
1705	2725.5776	28330	7807	7807
3499	2725.549	2556	7808	7808
4879	2725.5427	908	7809	7809
2354	2725.5203	11376	7810	7810
2840	2725.518	5787	7811	7811
1971	2725.476	19812	7812	7812
2068	2725.435	17240	7813	7813
2684	2725.4265	7104	7814	7814
2045	2725.4177	17814	7815	7815
1578	2725.412	32701	7816	7816
2470	2725.4014	9549	7817	7817
2091	2725.4006	16709	7818	7818
1928	2725.3516	21095	7819	7819
2380	2725.322	10899	7820	7820
2197	2725.32	14310	7821	7821
2247	2725.2996	13280	7822	7822
2194	2725.2925	14376	7823	7823
1829	2725.2856	24260	7824	7824
2425	2725.283	10202	7825	7825
4017	2725.2468	1574	7826	7826
2282	2725.2214	12597	7827	7827
1781	2725.1746	25809	7828	7828
2332	2725.1724	11733	7829	7829
1846	2725.1174	23636	7830	7830
3892	2725.1077	1731	7831	7831
2503	2725.0745	9130	7832	7832
2048	2725.0725	17747	7833	7833
1635	2725.0696	30774	7834	7834
2383	2725.0508	10865	7835	7835
1722	2725.0396	27768	7836	7836
5048	2725.037	822	7837	7837
1814	2724.9255	24740	7838	7838
1891	2724.9197	22182	7839	7839
3015	2724.8809	4553	7840	7840
2512	2724.859	9003	7841	7841
2078	2724.813	17000	7842	7842
1794	2724.7954	25359	7843	7843
2036	2724.7197	18061	7844	7844
2258	2724.6658	13073	7845	7845
2128	2724.6484	15858	7846	7846
2428	2724.6313	10165	7847	7847
1870	2724.5388	22904	7848	7848
2356	2724.506	11320	7849	7849
2236	2724.5056	13508	7850	7850
2277	2724.493	12710	7851	7851
1930	2724.4875	21028	7852	7852
2358	2724.459	11283	7853	7853
1778	2724.4482	25891	7854	7854
2317	2724.4167	11996	7855	7855
2037	2724.389	18029	7856	7856
2619	2724.364	7745	7857	7857
1871	2724.3325	22855	7858	7858
2502	2724.3193	9145	7859	7859
2583	2724.2317	8131	7860	7860
1858	2724.2197	23292	7861	7861
2259	2724.1995	13065	7862	7862
1724	2724.173	27705	7863	7863
2009	2724.1013	18777	7864	7864
2323	2724.0896	11883	7865	7865
1771	2724.0833	26122	7866	7866
1983	2724.0823	19490	7867	7867
4868	2724.0747	912	7868	7868
1739	2724.0698	27240	7869	7869
2459	2724.0554	9715	7870	7870
1912	2723.9688	21570	7871	7871
2312	2723.9553	12085	7872	7872
2620	2723.9465	7737	7873	7873
2522	2723.8909	8858	7874	7874
2431	2723.882	10107	7875	7875
2327	2723.8774	11822	7876	7876
2207	2723.8057	14124	7877	7877
2104	2723.7966	16400	7878	7878
2251	2723.7842	13217	7879	7879
3754	2723.781	1954	7880	7880
2362	2723.7644	11208	7881	7881
1972	2723.7412	19796	7882	7882
2075	2723.6953	17074	7883	7883
2357	2723.639	11300	7884	7884
2104	2723.6074	16398	7885	7885
2356	2723.5627	11330	7886	7886
2227	2723.526	13702	7887	7887
2150	2723.5032	15345	7888	7888
1994	2723.4485	19205	7889	7889
2422	2723.3486	10276	7890	7890
2264	2723.3389	12950	7891	7891
2338	2723.3374	11637	7892	7892
1956	2723.3022	20259	7893	7893
2231	2723.2625	13616	7894	7894
1838	2723.254	23943	7895	7895
2131	2723.143	15792	7896	7896
1908	2723.1396	21686	7897	7897
1834	2723.1143	24099	7898	7898
1955	2723.1018	20272	7899	7899
2425	2723.0776	10222	7900	7900
2710	2723.0762	6886	7901	7901
3355	2723.0723	2974	7902	7902
1799	2723.0552	25197	7903	7903
2194	2723.044	14375	7904	7904
1918	2723.0317	21370	7905	7905
2325	2723.0095	11852	7906	7906
2103	2722.8792	16411	7907	7907
2110	2722.8755	16268	7908	7908
2306	2722.839	12170	7909	7909
2735	2722.7905	6664	7910	7910
2556	2722.7747	8442	7911	7911
2082	2722.763	16896	7912	7912
2961	2722.7502	4877	7913	7913
2033	2722.7273	18144	7914	7914
2454	2722.6814	9785	7915	7915
1728	2722.6646	27599	7916	7916
2380	2722.6487	10901	7917	7917
2443	2722.6318	9935	7918	7918
1972	2722.5967	19784	7919	7919
2059	2722.5586	17457	7920	7920
2090	2722.511	16723	7921	7921
1864	2722.4695	23078	7922	7922
3043	2722.4685	4398	7923	7923
2079	2722.4526	16977	7924	7924
2204	2722.4402	14182	7925	7925
1718	2722.407	27917	7926	7926
2050	2722.3982	17719	7927	7927
1747	2722.3977	26961	7928	7928
2451	2722.3494	9832	7929	7929
1995	2722.348	19164	7930	7930
2385	2722.303	10824	7931	7931
2263	2722.2927	12970	7932	7932
2108	2722.2915	16307	7933	7933
2314	2722.2834	12043	7934	7934
2048	2722.2832	17757	7935	7935
1959	2722.2566	20180	7936	7936
1945	2722.2498	20582	7937	7937
2494	2722.2202	9244	7938	7938
2511	2722.192	9012	7939	7939
1877	2722.1895	22684	7940	7940
2575	2722.1602	8224	7941	7941
1787	2722.135	25621	7942	7942
1840	2722.1128	23847	7943	7943
2181	2722.0984	14648	7944	7944
2414	2722.0376	10381	7945	7945
2118	2722.0227	16084	7946	7946
2214	2721.9717	13958	7947	7947
2483	2721.928	9390	7948	7948
2846	2721.927	5743	7949	7949
1774	2721.8347	26002	7950	7950
2237	2721.8235	13488	7951	7951
1874	2721.8193	22786	7952	7952
2354	2721.809	11360	7953	7953
2414	2721.7996	10378	7954	7954
2236	2721.79	13510	7955	7955
2712	2721.7734	6863	7956	7956
1918	2721.768	21383	7957	7957
2609	2721.758	7844	7958	7958
1832	2721.7334	24130	7959	7959
1910	2721.7144	21613	7960	7960
1989	2721.7139	19316	7961	7961
2328	2721.6865	11795	7962	7962
1752	2721.686	26823	7963	7963
1761	2721.6785	26500	7964	7964
1819	2721.6345	24575	7965	7965
1879	2721.6118	22621	7966	7966
2034	2721.5874	18118	7967	7967
2303	2721.5664	12218	7968	7968
2014	2721.5388	18643	7969	7969
2080	2721.5347	16948	7970	7970
2061	2721.5266	17425	7971	7971
1595	2721.517	32099	7972	7972
2250	2721.51	13236	7973	7973
2268	2721.4978	12888	7974	7974
2101	2721.4912	16450	7975	7975
1949	2721.476	20471	7976	7976
2381	2721.437	10886	7977	7977
2086	2721.3987	16808	7978	7978
2164	2721.3838	15020	7979	7979
2261	2721.3694	13011	7980	7980
2514	2721.3604	8977	7981	7981
2010	2721.3342	18750	7982	7982
3203	2721.3284	3620	7983	7983
2106	2721.3225	16352	7984	7984
1924	2721.3015	21195	7985	7985
2209	2721.3013	14083	7986	7986
2782	2721.27	6257	7987	7987
2479	2721.2676	9442	7988	7988
3074	2721.2598	4230	7989	7989
1818	2721.2368	24599	7990	7990
1601	2721.176	31937	7991	7991
2541	2721.143	8627	7992	7992
2223	2721.129	13781	7993	7993
2509	2721.1099	9051	7994	7994
2202	2721.0977	14218	7995	7995
2809	2721.0945	6043	7996	7996
2246	2721.0923	13315	7997	7997
2442	2721.0881	9950	7998	7998
1891	2721.0684	22204	7999	7999
2574	2721.0286	8240	8000	8000
2224	2721.019	13763	8001	8001
2359	2721.01	11268	8002	8002
2236	2720.985	13494	8003	8003
2423	2720.9783	10247	8004	8004
2187	2720.955	14512	8005	8005
2640	2720.9473	7503	8006	8006
2181	2720.9348	14626	8007	8007
2023	2720.9102	18422	8008	8008
1789	2720.9067	25550	8009	8009
2204	2720.8733	14185	8010	8010
2252	2720.8499	13200	8011	8011
2907	2720.8167	5286	8012	8012
1822	2720.8162	24479	8013	8013
2764	2720.761	6398	8014	8014
2296	2720.755	12338	8015	8015
2123	2720.7202	15971	8016	8016
2752	2720.7131	6514	8017	8017
2446	2720.6465	9890	8018	8018
1881	2720.6152	22543	8019	8019
2109	2720.5947	16280	8020	8020
2102	2720.5776	16428	8021	8021
2084	2720.5442	16849	8022	8022
2391	2720.5254	10727	8023	8023
2819	2720.5032	5958	8024	8024
5742	2720.4597	545	8025	8025
2283	2720.4316	12577	8026	8026
3054	2720.4314	4332	8027	8027
4592	2720.4258	1068	8028	8028
1930	2720.4167	21044	8029	8029
2226	2720.3928	13722	8030	8030
1783	2720.3665	25740	8031	8031
2390	2720.3591	10752	8032	8032
2104	2720.3562	16397	8033	8033
1936	2720.3533	20863	8034	8034
2244	2720.3518	13352	8035	8035
2747	2720.3376	6553	8036	8036
2296	2720.2686	12340	8037	8037
2089	2720.2546	16735	8038	8038
2352	2720.1135	11398	8039	8039
1991	2720.0696	19251	8040	8040
1936	2720.066	20854	8041	8041
1955	2720.055	20290	8042	8042
2601	2720.034	7944	8043	8043
1829	2720.0103	24229	8044	8044
1564	2719.9573	33197	8045	8045
2379	2719.9338	10928	8046	8046
1843	2719.883	23757	8047	8047
2400	2719.855	10593	8048	8048
1810	2719.8416	24848	8049	8049
1764	2719.8386	26404	8050	8050
2319	2719.8364	11963	8051	8051
2374	2719.8228	11017	8052	8052
2181	2719.737	14627	8053	8053
2017	2719.6992	18567	8054	8054
1931	2719.6912	21000	8055	8055
