Feature_ID	chrom	end	start	n_cells_by_counts	mean_counts	log1p_mean_counts	pct_dropout_by_counts	total_counts	log1p_total_counts
chr1_160150000_160200000::	chr1	160200000::	160150000	257	0.30403647	0.26546443	83.26822916666666	467.0	6.1484685
chr1_160200000_160250000::	chr1	160250000::	160200000	419	0.45052084	0.37192273	72.72135416666667	692.0	6.54103
chr1_160250000_160300000::	chr1	160300000::	160250000	505	0.74088544	0.5543939	67.12239583333333	1138.0	7.037906
chr1_160300000_160350000::	chr1	160350000::	160300000	500	0.8391927	0.6093267	67.44791666666667	1289.0	7.1623974
chr1_160350000_160400000::	chr1	160400000::	160350000	337	0.33658853	0.29012048	78.05989583333334	517.0	6.249975
chr1_160400000_160450000::	chr1	160450000::	160400000	114	0.095703125	0.09139628	92.578125	147.0	4.9972124
chr1_160450000_160500000::	chr1	160500000::	160450000	99	0.072916664	0.07038079	93.5546875	112.0	4.727388
chr1_160500000_160550000::	chr1	160550000::	160500000	126	0.1295573	0.12182578	91.796875	199.0	5.2983174
chr1_160550000_160600000::	chr1	160600000::	160550000	125	0.091145836	0.087228365	91.86197916666666	140.0	4.94876
chr1_160600000_160650000::	chr1	160650000::	160600000	114	0.087239586	0.08364199	92.578125	134.0	4.905275
chr1_160650000_160700000::	chr1	160700000::	160650000	126	0.09765625	0.09317722	91.796875	150.0	5.0172796
chr1_160700000_160750000::	chr1	160750000::	160700000	179	0.22851562	0.20580664	88.34635416666666	351.0	5.8636312
chr1_160750000_160800000::	chr1	160800000::	160750000	309	0.3294271	0.2847481	79.8828125	506.0	6.228511
chr1_160800000_160850000::	chr1	160850000::	160800000	287	0.30533853	0.26646242	81.31510416666666	469.0	6.152733
chr1_160850000_160900000::	chr1	160900000::	160850000	208	0.1764323	0.16248637	86.45833333333334	271.0	5.605802
chr1_160900000_160950000::	chr1	160950000::	160900000	431	0.54036456	0.4320191	71.94010416666667	830.0	6.72263
chr1_160950000_161000000::	chr1	161000000::	160950000	196	0.1796875	0.16524957	87.23958333333334	276.0	5.6240177
chr1_161000000_161050000::	chr1	161050000::	161000000	347	0.30794272	0.26845545	77.40885416666666	473.0	6.161207
chr1_186050000_186100000::	chr1	186100000::	186050000	41	0.027994791	0.0276101	97.33072916666666	43.0	3.7841897
chr1_186100000_186150000::	chr1	186150000::	186100000	68	0.07096354	0.068558745	95.57291666666666	109.0	4.7004805
chr1_186150000_186200000::	chr1	186200000::	186150000	63	0.04296875	0.042071212	95.8984375	66.0	4.204693
chr1_186200000_186250000::	chr1	186250000::	186200000	66	0.045572918	0.04456498	95.703125	70.0	4.26268
chr1_186250000_186300000::	chr1	186300000::	186250000	66	0.046875	0.045809537	95.703125	72.0	4.2904596
chr1_186300000_186350000::	chr1	186350000::	186300000	60	0.046875	0.045809537	96.09375	72.0	4.2904596
chr1_186350000_186400000::	chr1	186400000::	186350000	69	0.053385418	0.052009184	95.5078125	82.0	4.4188404
chr1_186400000_186450000::	chr1	186450000::	186400000	68	0.055338543	0.05386161	95.57291666666666	85.0	4.454347
chr1_186450000_186500000::	chr1	186500000::	186450000	140	0.12695312	0.11951764	90.88541666666666	195.0	5.278115
chr1_186500000_186550000::	chr1	186550000::	186500000	252	0.22916667	0.20633644	83.59375	352.0	5.866468
chr1_186550000_186600000::	chr1	186600000::	186550000	200	0.18684895	0.17130186	86.97916666666666	287.0	5.6629605
chr1_186600000_186650000::	chr1	186650000::	186600000	62	0.045572918	0.04456498	95.96354166666666	70.0	4.26268
chr1_186650000_186700000::	chr1	186700000::	186650000	93	0.067708336	0.06551461	93.9453125	104.0	4.65396
chr1_186700000_186750000::	chr1	186750000::	186700000	237	0.22721355	0.2047462	84.5703125	349.0	5.857933
chr1_186750000_186800000::	chr1	186800000::	186750000	210	0.21875	0.19782574	86.328125	336.0	5.820083
chr1_186800000_186850000::	chr1	186850000::	186800000	75	0.055989582	0.05447832	95.1171875	86.0	4.465908
chr1_186850000_186900000::	chr1	186900000::	186850000	54	0.055338543	0.05386161	96.484375	85.0	4.454347
chr1_186900000_186950000::	chr1	186950000::	186900000	59	0.04296875	0.042071212	96.15885416666666	66.0	4.204693
chr1_186950000_187000000::	chr1	187000000::	186950000	45	0.03125	0.030771658	97.0703125	48.0	3.8918204
chr1_187000000_187050000::	chr1	187050000::	187000000	62	0.044921875	0.04394212	95.96354166666666	69.0	4.248495
chr1_126050000_126100000::	chr1	126100000::	126050000	51	0.035807293	0.035181116	96.6796875	55.0	4.0253515
chr1_126100000_126150000::	chr1	126150000::	126100000	41	0.02734375	0.026976587	97.33072916666666	42.0	3.7612002
chr1_126150000_126200000::	chr1	126200000::	126150000	52	0.036458332	0.03580945	96.61458333333334	56.0	4.0430512
chr1_126200000_126250000::	chr1	126250000::	126200000	49	0.034505207	0.03392325	96.80989583333334	53.0	3.988984
chr1_126250000_126300000::	chr1	126300000::	126250000	43	0.030598959	0.030140147	97.20052083333334	47.0	3.871201
chr1_126300000_126350000::	chr1	126350000::	126300000	58	0.044270832	0.043318875	96.22395833333334	68.0	4.2341065
chr1_126350000_126400000::	chr1	126400000::	126350000	55	0.044270832	0.043318875	96.41927083333334	68.0	4.2341065
chr1_126400000_126450000::	chr1	126450000::	126400000	63	0.048177082	0.047052544	95.8984375	74.0	4.317488
chr1_126450000_126500000::	chr1	126500000::	126450000	50	0.036458332	0.03580945	96.74479166666666	56.0	4.0430512
chr1_126500000_126550000::	chr1	126550000::	126500000	47	0.035807293	0.035181116	96.94010416666666	55.0	4.0253515
chr1_126550000_126600000::	chr1	126600000::	126550000	55	0.037109375	0.036437396	96.41927083333334	57.0	4.060443
chr1_126600000_126650000::	chr1	126650000::	126600000	43	0.032552082	0.03203349	97.20052083333334	50.0	3.9318256
chr1_126650000_126700000::	chr1	126700000::	126650000	59	0.039713543	0.038945235	96.15885416666666	61.0	4.1271343
chr1_126700000_126750000::	chr1	126750000::	126700000	86	0.064453125	0.062461168	94.40104166666666	99.0	4.6051702
chr1_126750000_126800000::	chr1	126800000::	126750000	45	0.033854168	0.033293728	97.0703125	52.0	3.9702919
chr1_126800000_126850000::	chr1	126850000::	126800000	148	0.122395836	0.11546554	90.36458333333334	188.0	5.241747
chr1_126850000_126900000::	chr1	126900000::	126850000	127	0.111328125	0.1055558	91.73177083333334	171.0	5.1474943
chr1_126900000_126950000::	chr1	126950000::	126900000	87	0.067708336	0.06551461	94.3359375	104.0	4.65396
chr1_126950000_127000000::	chr1	127000000::	126950000	72	0.054036457	0.05262704	95.3125	83.0	4.4308167
chr1_127000000_127050000::	chr1	127050000::	127000000	132	0.107421875	0.10203467	91.40625	165.0	5.1119876
chr1_24685100_24735100::	chr1	24735100::	24685100	220	0.19921875	0.18167031	85.67708333333334	306.0	5.7268476
chr1_24735100_24785100::	chr1	24785100::	24735100	93	0.071614586	0.06916647	93.9453125	110.0	4.7095304
chr1_24785100_24835100::	chr1	24835100::	24785100	45	0.033203125	0.032663807	97.0703125	51.0	3.9512436
chr1_24835100_24885100::	chr1	24885100::	24835100	36	0.031901043	0.031402774	97.65625	49.0	3.912023
chr1_24885100_24935100::	chr1	24935100::	24885100	37	0.024088541	0.023802988	97.59114583333334	37.0	3.637586
chr1_24935100_24985100::	chr1	24985100::	24935100	28	0.018229166	0.018065007	98.17708333333334	28.0	3.3672957
chr1_24985100_25035100::	chr1	25035100::	24985100	49	0.044270832	0.043318875	96.80989583333334	68.0	4.2341065
chr1_25035100_25050000::	chr1	25050000::	25035100	14	0.009114583	0.009073296	99.08854166666666	14.0	2.7080503
chr1_118050000_118100000::	chr1	118100000::	118050000	38	0.024739584	0.024438515	97.52604166666666	38.0	3.6635616
chr1_118100000_118150000::	chr1	118150000::	118100000	42	0.027994791	0.0276101	97.265625	43.0	3.7841897
chr1_118150000_118200000::	chr1	118200000::	118150000	47	0.03515625	0.03455238	96.94010416666666	54.0	4.0073333
chr1_118200000_118250000::	chr1	118250000::	118200000	47	0.033203125	0.032663807	96.94010416666666	51.0	3.9512436
chr1_118250000_118300000::	chr1	118300000::	118250000	113	0.09309896	0.08901674	92.64322916666666	143.0	4.9698133
chr1_118300000_118350000::	chr1	118350000::	118300000	319	0.3450521	0.29643276	79.23177083333334	530.0	6.274762
chr1_118350000_118400000::	chr1	118400000::	118350000	407	0.5644531	0.44753635	73.50260416666667	867.0	6.7661915
chr1_118400000_118450000::	chr1	118450000::	118400000	497	0.5520833	0.4395981	67.64322916666667	848.0	6.744059
chr1_118450000_118500000::	chr1	118500000::	118450000	347	0.37174478	0.31608346	77.40885416666666	571.0	6.349139
chr1_118500000_118550000::	chr1	118550000::	118500000	160	0.12890625	0.121249236	89.58333333333334	198.0	5.293305
chr1_118550000_118600000::	chr1	118600000::	118550000	213	0.2311198	0.20792417	86.1328125	355.0	5.874931
chr1_118600000_118650000::	chr1	118650000::	118600000	154	0.123046875	0.11604541	89.97395833333334	189.0	5.247024
chr1_118650000_118700000::	chr1	118700000::	118650000	92	0.072265625	0.069773816	94.01041666666666	111.0	4.7184987
chr1_118700000_118750000::	chr1	118750000::	118700000	88	0.072265625	0.069773816	94.27083333333334	111.0	4.7184987
chr1_118750000_118800000::	chr1	118800000::	118750000	87	0.06705729	0.06490466	94.3359375	103.0	4.644391
chr1_118800000_118850000::	chr1	118850000::	118800000	53	0.037109375	0.036437396	96.54947916666666	57.0	4.060443
chr1_118850000_118900000::	chr1	118900000::	118850000	57	0.046223957	0.04518745	96.2890625	71.0	4.276666
chr1_118900000_118950000::	chr1	118950000::	118900000	80	0.06575521	0.06368367	94.79166666666666	101.0	4.624973
chr1_118950000_119000000::	chr1	119000000::	118950000	76	0.05859375	0.056941375	95.05208333333334	90.0	4.5108595
chr1_119000000_119050000::	chr1	119050000::	119000000	83	0.0625	0.06062462	94.59635416666666	96.0	4.574711
chr1_178540700_178590700::	chr1	178590700::	178540700	146	0.1516927	0.14123277	90.49479166666666	233.0	5.4553213
chr1_178590700_178640700::	chr1	178640700::	178590700	139	0.11002604	0.10438347	90.95052083333334	169.0	5.1357985
chr1_178640700_178690700::	chr1	178690700::	178640700	170	0.14648438	0.13670018	88.93229166666666	225.0	5.420535
chr1_178690700_178740700::	chr1	178740700::	178690700	102	0.083984375	0.08064349	93.359375	129.0	4.8675346
chr1_178740700_178790700::	chr1	178790700::	178740700	105	0.079427086	0.076430425	93.1640625	122.0	4.8121843
chr1_178790700_178840700::	chr1	178840700::	178790700	116	0.09049479	0.08663153	92.44791666666666	139.0	4.9416423
chr1_178840700_178890700::	chr1	178890700::	178840700	176	0.15885417	0.14743173	88.54166666666666	244.0	5.5012584
chr1_178890700_178940700::	chr1	178940700::	178890700	141	0.11393229	0.10789636	90.8203125	175.0	5.170484
chr1_178940700_178990700::	chr1	178990700::	178940700	188	0.16276042	0.15079685	87.76041666666666	250.0	5.525453
chr1_178990700_179040700::	chr1	179040700::	178990700	259	0.3111979	0.27094114	83.13802083333334	478.0	6.1717005
chr1_179040700_179050000::	chr1	179050000::	179040700	123	0.114583336	0.10848064	91.9921875	176.0	5.17615
chr1_23050000_23100000::	chr1	23100000::	23050000	56	0.037109375	0.036437396	96.35416666666666	57.0	4.060443
chr1_23100000_23150000::	chr1	23150000::	23100000	55	0.042317707	0.041446798	96.41927083333334	65.0	4.189655
chr1_23150000_23200000::	chr1	23200000::	23150000	61	0.046875	0.045809537	96.02864583333334	72.0	4.2904596
chr1_23200000_23250000::	chr1	23250000::	23200000	79	0.0546875	0.053244513	94.85677083333334	84.0	4.4426513
chr1_23250000_23300000::	chr1	23300000::	23250000	125	0.10611979	0.100858204	91.86197916666666	163.0	5.0998664
chr1_23300000_23350000::	chr1	23350000::	23300000	232	0.20572917	0.18708451	84.89583333333334	316.0	5.7589016
chr1_23350000_23400000::	chr1	23400000::	23350000	400	0.5019531	0.40676636	73.95833333333333	771.0	6.6489844
chr1_23400000_23450000::	chr1	23450000::	23400000	292	0.34049478	0.29303876	80.98958333333334	523.0	6.261492
chr1_23450000_23500000::	chr1	23500000::	23450000	134	0.102864586	0.09791096	91.27604166666666	158.0	5.0689044
chr1_23500000_23550000::	chr1	23550000::	23500000	76	0.05078125	0.049533933	95.05208333333334	78.0	4.3694477
chr1_23550000_23600000::	chr1	23600000::	23550000	71	0.05078125	0.049533933	95.37760416666666	78.0	4.3694477
chr1_23600000_23650000::	chr1	23650000::	23600000	39	0.029296875	0.028875923	97.4609375	45.0	3.8286414
chr1_23650000_23700000::	chr1	23700000::	23650000	43	0.03515625	0.03455238	97.20052083333334	54.0	4.0073333
chr1_23700000_23750000::	chr1	23750000::	23700000	108	0.10221354	0.09732046	92.96875	157.0	5.062595
chr1_23750000_23800000::	chr1	23800000::	23750000	97	0.072265625	0.069773816	93.68489583333334	111.0	4.7184987
chr1_23800000_23850000::	chr1	23850000::	23800000	115	0.08528646	0.08184397	92.51302083333334	131.0	4.882802
chr1_23850000_23900000::	chr1	23900000::	23850000	163	0.1451823	0.13556384	89.38802083333334	223.0	5.411646
chr1_23900000_23950000::	chr1	23950000::	23900000	319	0.33528647	0.2891459	79.23177083333334	515.0	6.2461066
chr1_23950000_24000000::	chr1	24000000::	23950000	179	0.15104167	0.14066733	88.34635416666666	232.0	5.4510384
chr1_24000000_24050000::	chr1	24050000::	24000000	101	0.080729164	0.077635966	93.42447916666666	124.0	4.828314
chr1_7050000_7100000::	chr1	7100000::	7050000	204	0.22070312	0.19942702	86.71875	339.0	5.8289456
chr1_7100000_7150000::	chr1	7150000::	7100000	336	0.38671875	0.32694033	78.125	594.0	6.3885612
chr1_7150000_7200000::	chr1	7200000::	7150000	105	0.07877604	0.0758271	93.1640625	121.0	4.804021
chr1_7200000_7250000::	chr1	7250000::	7200000	76	0.061848957	0.06001169	95.05208333333334	95.0	4.564348
chr1_7250000_7300000::	chr1	7300000::	7250000	46	0.034505207	0.03392325	97.00520833333334	53.0	3.988984
chr1_7300000_7350000::	chr1	7350000::	7300000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_7350000_7400000::	chr1	7400000::	7350000	142	0.13867188	0.12986256	90.75520833333334	213.0	5.365976
chr1_7400000_7450000::	chr1	7450000::	7400000	86	0.072265625	0.069773816	94.40104166666666	111.0	4.7184987
chr1_7450000_7500000::	chr1	7500000::	7450000	48	0.03515625	0.03455238	96.875	54.0	4.0073333
chr1_7500000_7550000::	chr1	7550000::	7500000	51	0.036458332	0.03580945	96.6796875	56.0	4.0430512
chr1_7550000_7600000::	chr1	7600000::	7550000	51	0.035807293	0.035181116	96.6796875	55.0	4.0253515
chr1_7600000_7650000::	chr1	7650000::	7600000	39	0.026692709	0.026342673	97.4609375	41.0	3.7376697
chr1_7650000_7700000::	chr1	7700000::	7650000	55	0.037109375	0.036437396	96.41927083333334	57.0	4.060443
chr1_7700000_7750000::	chr1	7750000::	7700000	57	0.044270832	0.043318875	96.2890625	68.0	4.2341065
chr1_7750000_7800000::	chr1	7800000::	7750000	70	0.07096354	0.068558745	95.44270833333334	109.0	4.7004805
chr1_7800000_7850000::	chr1	7850000::	7800000	53	0.039713543	0.038945235	96.54947916666666	61.0	4.1271343
chr1_7850000_7900000::	chr1	7900000::	7850000	33	0.022135416	0.021893984	97.8515625	34.0	3.5553482
chr1_7900000_7950000::	chr1	7950000::	7900000	31	0.020182291	0.019981328	97.98177083333334	31.0	3.465736
chr1_7950000_8000000::	chr1	8000000::	7950000	28	0.018229166	0.018065007	98.17708333333334	28.0	3.3672957
chr1_8000000_8050000::	chr1	8050000::	8000000	30	0.0234375	0.023167059	98.046875	36.0	3.6109178
chr1_106050000_106100000::	chr1	106100000::	106050000	207	0.18945312	0.17349364	86.5234375	291.0	5.676754
chr1_106100000_106150000::	chr1	106150000::	106100000	181	0.16536458	0.15303397	88.21614583333334	254.0	5.5412636
chr1_106150000_106200000::	chr1	106200000::	106150000	377	0.5045573	0.40849873	75.45572916666666	775.0	6.6541524
chr1_106200000_106250000::	chr1	106250000::	106200000	204	0.1796875	0.16524957	86.71875	276.0	5.6240177
chr1_106250000_106300000::	chr1	106300000::	106250000	177	0.15234375	0.1417979	88.4765625	234.0	5.4595857
chr1_106300000_106350000::	chr1	106350000::	106300000	203	0.16471355	0.15247516	86.78385416666666	253.0	5.5373344
chr1_106350000_106400000::	chr1	106400000::	106350000	133	0.109375	0.10379679	91.34114583333334	168.0	5.1298985
chr1_106400000_106450000::	chr1	106450000::	106400000	201	0.1796875	0.16524957	86.9140625	276.0	5.6240177
chr1_106450000_106500000::	chr1	106500000::	106450000	124	0.10611979	0.100858204	91.92708333333334	163.0	5.0998664
chr1_106500000_106550000::	chr1	106550000::	106500000	461	0.53125	0.4260844	69.98697916666667	816.0	6.705639
chr1_106550000_106600000::	chr1	106600000::	106550000	480	0.5494792	0.43791887	68.75	844.0	6.7393365
chr1_106600000_106650000::	chr1	106650000::	106600000	397	0.45833334	0.37729427	74.15364583333333	704.0	6.558198
chr1_106650000_106700000::	chr1	106700000::	106650000	439	0.4674479	0.38352478	71.41927083333333	718.0	6.5778613
chr1_106700000_106750000::	chr1	106750000::	106700000	368	0.44335938	0.3669733	76.04166666666666	681.0	6.5250297
chr1_106750000_106800000::	chr1	106800000::	106750000	388	0.47330728	0.3875097	74.73958333333333	727.0	6.590301
chr1_106800000_106850000::	chr1	106850000::	106800000	185	0.15690105	0.14574492	87.95572916666666	241.0	5.488938
chr1_106850000_106900000::	chr1	106900000::	106850000	143	0.122395836	0.11546554	90.69010416666666	188.0	5.241747
chr1_106900000_106950000::	chr1	106950000::	106900000	213	0.20377605	0.18546332	86.1328125	313.0	5.749393
chr1_106950000_107000000::	chr1	107000000::	106950000	145	0.114583336	0.10848064	90.55989583333334	176.0	5.17615
chr1_107000000_107050000::	chr1	107050000::	107000000	88	0.06575521	0.06368367	94.27083333333334	101.0	4.624973
chr1_115050000_115100000::	chr1	115100000::	115050000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_115100000_115150000::	chr1	115150000::	115100000	32	0.021484375	0.02125684	97.91666666666666	33.0	3.5263605
chr1_115150000_115200000::	chr1	115200000::	115150000	31	0.022786459	0.022530725	97.98177083333334	35.0	3.583519
chr1_115200000_115250000::	chr1	115250000::	115200000	36	0.02734375	0.026976587	97.65625	42.0	3.7612002
chr1_115250000_115300000::	chr1	115300000::	115250000	39	0.02734375	0.026976587	97.4609375	42.0	3.7612002
chr1_115300000_115350000::	chr1	115350000::	115300000	34	0.025390625	0.025073638	97.78645833333334	39.0	3.6888795
chr1_115350000_115400000::	chr1	115400000::	115350000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_115400000_115447500::	chr1	115447500::	115400000	32	0.022135416	0.021893984	97.91666666666666	34.0	3.5553482
chr1_105050000_105100000::	chr1	105100000::	105050000	89	0.063802086	0.061849363	94.20572916666666	98.0	4.59512
chr1_105100000_105150000::	chr1	105150000::	105100000	88	0.063802086	0.061849363	94.27083333333334	98.0	4.59512
chr1_105150000_105200000::	chr1	105200000::	105150000	215	0.20507812	0.1865444	86.00260416666666	315.0	5.755742
chr1_105200000_105226800::	chr1	105226800::	105200000	46	0.03125	0.030771658	97.00520833333334	48.0	3.8918204
chr1_130050000_130100000::	chr1	130100000::	130050000	56	0.037760418	0.037064947	96.35416666666666	58.0	4.0775375
chr1_130100000_130150000::	chr1	130150000::	130100000	61	0.044270832	0.043318875	96.02864583333334	68.0	4.2341065
chr1_130150000_130200000::	chr1	130200000::	130150000	76	0.055989582	0.05447832	95.05208333333334	86.0	4.465908
chr1_130200000_130250000::	chr1	130250000::	130200000	53	0.038411457	0.0376921	96.54947916666666	59.0	4.0943446
chr1_130250000_130300000::	chr1	130300000::	130250000	87	0.072916664	0.07038079	94.3359375	112.0	4.727388
chr1_130300000_130350000::	chr1	130350000::	130300000	75	0.059895832	0.05817063	95.1171875	92.0	4.5325994
chr1_130350000_130400000::	chr1	130400000::	130350000	92	0.07096354	0.068558745	94.01041666666666	109.0	4.7004805
chr1_130400000_130450000::	chr1	130450000::	130400000	208	0.19726562	0.18004031	86.45833333333334	303.0	5.7170277
chr1_130450000_130500000::	chr1	130500000::	130450000	423	0.47460938	0.38839313	72.4609375	729.0	6.5930448
chr1_130500000_130550000::	chr1	130550000::	130500000	276	0.39127603	0.3302213	82.03125	601.0	6.4002576
chr1_130550000_130600000::	chr1	130600000::	130550000	184	0.1686198	0.1558234	88.02083333333334	259.0	5.560682
chr1_130600000_130650000::	chr1	130650000::	130600000	98	0.084635414	0.0812439	93.61979166666666	130.0	4.8751974
chr1_130650000_130700000::	chr1	130700000::	130650000	137	0.12174479	0.114885315	91.08072916666666	187.0	5.236442
chr1_130700000_130750000::	chr1	130750000::	130700000	315	0.29882812	0.26146242	79.4921875	459.0	6.1312265
chr1_130750000_130800000::	chr1	130800000::	130750000	170	0.14453125	0.13499516	88.93229166666666	222.0	5.4071717
chr1_130800000_130850000::	chr1	130850000::	130800000	192	0.16210938	0.15023677	87.5	249.0	5.521461
chr1_130850000_130900000::	chr1	130900000::	130850000	283	0.27604166	0.24376284	81.57552083333334	424.0	6.052089
chr1_130900000_130950000::	chr1	130950000::	130900000	141	0.13216145	0.124128595	90.8203125	203.0	5.31812
chr1_130950000_131000000::	chr1	131000000::	130950000	196	0.171875	0.15860502	87.23958333333334	264.0	5.57973
chr1_131000000_131050000::	chr1	131050000::	131000000	438	0.49609375	0.40285754	71.484375	762.0	6.637258
chr1_41050000_41100000::	chr1	41100000::	41050000	43	0.027994791	0.0276101	97.20052083333334	43.0	3.7841897
chr1_41100000_41150000::	chr1	41150000::	41100000	46	0.03125	0.030771658	97.00520833333334	48.0	3.8918204
chr1_41150000_41200000::	chr1	41200000::	41150000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_41200000_41250000::	chr1	41250000::	41200000	44	0.031901043	0.031402774	97.13541666666666	49.0	3.912023
chr1_41250000_41300000::	chr1	41300000::	41250000	46	0.036458332	0.03580945	97.00520833333334	56.0	4.0430512
chr1_41300000_41350000::	chr1	41350000::	41300000	55	0.04296875	0.042071212	96.41927083333334	66.0	4.204693
chr1_41350000_41400000::	chr1	41400000::	41350000	33	0.024739584	0.024438515	97.8515625	38.0	3.6635616
chr1_41400000_41450000::	chr1	41450000::	41400000	37	0.026041666	0.025708357	97.59114583333334	40.0	3.713572
chr1_41450000_41500000::	chr1	41500000::	41450000	34	0.024739584	0.024438515	97.78645833333334	38.0	3.6635616
chr1_41500000_41550000::	chr1	41550000::	41500000	27	0.020182291	0.019981328	98.2421875	31.0	3.465736
chr1_41550000_41600000::	chr1	41600000::	41550000	30	0.020833334	0.020619288	98.046875	32.0	3.4965076
chr1_41600000_41650000::	chr1	41650000::	41600000	34	0.022786459	0.022530725	97.78645833333334	35.0	3.583519
chr1_41650000_41700000::	chr1	41700000::	41650000	38	0.025390625	0.025073638	97.52604166666666	39.0	3.6888795
chr1_41700000_41750000::	chr1	41750000::	41700000	40	0.026041666	0.025708357	97.39583333333334	40.0	3.713572
chr1_41750000_41800000::	chr1	41800000::	41750000	32	0.024088541	0.023802988	97.91666666666666	37.0	3.637586
chr1_41800000_41850000::	chr1	41850000::	41800000	40	0.027994791	0.0276101	97.39583333333334	43.0	3.7841897
chr1_41850000_41900000::	chr1	41900000::	41850000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_41900000_41950000::	chr1	41950000::	41900000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_41950000_42000000::	chr1	42000000::	41950000	30	0.020182291	0.019981328	98.046875	31.0	3.465736
chr1_42000000_42050000::	chr1	42050000::	42000000	39	0.026041666	0.025708357	97.4609375	40.0	3.713572
chr1_145050000_145100000::	chr1	145100000::	145050000	49	0.041666668	0.040821996	96.80989583333334	64.0	4.1743875
chr1_145100000_145150000::	chr1	145150000::	145100000	46	0.037760418	0.037064947	97.00520833333334	58.0	4.0775375
chr1_145150000_145200000::	chr1	145200000::	145150000	44	0.034505207	0.03392325	97.13541666666666	53.0	3.988984
chr1_145200000_145250000::	chr1	145250000::	145200000	52	0.0390625	0.038318865	96.61458333333334	60.0	4.1108737
chr1_145250000_145300000::	chr1	145300000::	145250000	58	0.041015625	0.0401968	96.22395833333334	63.0	4.158883
chr1_145300000_145350000::	chr1	145350000::	145300000	48	0.0390625	0.038318865	96.875	60.0	4.1108737
chr1_145350000_145400000::	chr1	145400000::	145350000	49	0.033854168	0.033293728	96.80989583333334	52.0	3.9702919
chr1_145400000_145444500::	chr1	145444500::	145400000	41	0.030598959	0.030140147	97.33072916666666	47.0	3.871201
chr1_193050000_193100000::	chr1	193100000::	193050000	122	0.091145836	0.087228365	92.05729166666666	140.0	4.94876
chr1_193100000_193150000::	chr1	193150000::	193100000	303	0.3138021	0.2729253	80.2734375	482.0	6.1800165
chr1_193150000_193200000::	chr1	193200000::	193150000	550	0.78255206	0.5780461	64.19270833333333	1202.0	7.0925736
chr1_193200000_193226900::	chr1	193226900::	193200000	380	0.4856771	0.39587066	75.26041666666666	746.0	6.616065
chr1_154050000_154100000::	chr1	154100000::	154050000	448	0.5670573	0.44919956	70.83333333333333	871.0	6.7707896
chr1_154100000_154150000::	chr1	154150000::	154100000	277	0.26106772	0.23195876	81.96614583333334	401.0	5.9964523
chr1_154150000_154200000::	chr1	154200000::	154150000	127	0.095703125	0.09139628	91.73177083333334	147.0	4.9972124
chr1_154200000_154250000::	chr1	154250000::	154200000	180	0.15755208	0.1463075	88.28125	242.0	5.4930615
chr1_154250000_154300000::	chr1	154300000::	154250000	309	0.34179688	0.29400966	79.8828125	525.0	6.265301
chr1_154300000_154350000::	chr1	154350000::	154300000	112	0.091145836	0.087228365	92.70833333333334	140.0	4.94876
chr1_154350000_154400000::	chr1	154400000::	154350000	70	0.051432293	0.050153323	95.44270833333334	79.0	4.3820267
chr1_154400000_154450000::	chr1	154450000::	154400000	73	0.055989582	0.05447832	95.24739583333334	86.0	4.465908
chr1_154450000_154500000::	chr1	154500000::	154450000	80	0.057291668	0.055710606	94.79166666666666	88.0	4.4886365
chr1_154500000_154550000::	chr1	154550000::	154500000	81	0.0625	0.06062462	94.7265625	96.0	4.574711
chr1_154550000_154600000::	chr1	154600000::	154550000	94	0.06575521	0.06368367	93.88020833333334	101.0	4.624973
chr1_154600000_154650000::	chr1	154650000::	154600000	170	0.14648438	0.13670018	88.93229166666666	225.0	5.420535
chr1_154650000_154700000::	chr1	154700000::	154650000	280	0.28841147	0.25341004	81.77083333333334	443.0	6.0958247
chr1_154700000_154750000::	chr1	154750000::	154700000	208	0.17252605	0.15916044	86.45833333333334	265.0	5.583496
chr1_154750000_154800000::	chr1	154800000::	154750000	467	0.6067708	0.47422647	69.59635416666667	932.0	6.838405
chr1_154800000_154850000::	chr1	154850000::	154800000	426	0.48372397	0.39455515	72.265625	743.0	6.612041
chr1_154850000_154900000::	chr1	154900000::	154850000	471	0.67578125	0.51627946	69.3359375	1038.0	6.946014
chr1_154900000_154950000::	chr1	154950000::	154900000	293	0.30273438	0.26446542	80.92447916666666	465.0	6.1441855
chr1_154950000_155000000::	chr1	155000000::	154950000	250	0.25325522	0.22574435	83.72395833333334	389.0	5.966147
chr1_155000000_155050000::	chr1	155050000::	155000000	490	0.609375	0.4758459	68.09895833333333	936.0	6.8426833
chr1_144050000_144100000::	chr1	144100000::	144050000	88	0.069010414	0.066733375	94.27083333333334	106.0	4.6728287
chr1_144100000_144150000::	chr1	144150000::	144100000	121	0.09830729	0.09377016	92.12239583333334	151.0	5.0238805
chr1_144150000_144200000::	chr1	144200000::	144150000	218	0.20703125	0.18816383	85.80729166666666	318.0	5.765191
chr1_144200000_144250000::	chr1	144250000::	144200000	239	0.22135417	0.19996023	84.44010416666666	340.0	5.8318825
