Category	Name	Value
Unusable	1309	4.0
Unusable	1310	4.0
Unusable	1311	6.0
Unusable	1312	2.0
Unusable	1313	1.0
Unusable	1314	6.0
Unusable	1315	2.0
Unusable	1316	3.0
Unusable	1317	4.0
Unusable	1318	8.0
Unusable	1319	3.0
Unusable	1320	3.0
Unusable	1321	2.0
Unusable	1322	3.0
Unusable	1323	4.0
Unusable	1324	3.0
Unusable	1325	5.0
Unusable	1327	1.0
Unusable	1328	4.0
Unusable	1329	4.0
Unusable	1330	3.0
Unusable	1331	1.0
Unusable	1332	4.0
Unusable	1333	2.0
Unusable	1334	4.0
Unusable	1335	2.0
Unusable	1336	5.0
Unusable	1337	2.0
Unusable	1338	2.0
Unusable	1339	4.0
Unusable	1340	7.0
Unusable	1341	5.0
Unusable	1342	5.0
Unusable	1343	5.0
Unusable	1344	3.0
Unusable	1345	1.0
Unusable	1346	4.0
Unusable	1347	2.0
Unusable	1348	2.0
Unusable	1349	1.0
Unusable	1350	5.0
Unusable	1351	3.0
Unusable	1352	6.0
Unusable	1353	2.0
Unusable	1354	3.0
Unusable	1355	6.0
Unusable	1356	1.0
Unusable	1357	2.0
Unusable	1358	2.0
Unusable	1359	2.0
Unusable	1360	3.0
Unusable	1361	2.0
Unusable	1362	4.0
Unusable	1363	1.0
Unusable	1364	3.0
Unusable	1365	2.0
Unusable	1366	5.0
Unusable	1368	3.0
Unusable	1369	4.0
Unusable	1370	2.0
Unusable	1371	4.0
Unusable	1372	2.0
Unusable	1373	6.0
Unusable	1374	4.0
Unusable	1375	4.0
Unusable	1376	2.0
Unusable	1377	1.0
Unusable	1378	5.0
Unusable	1379	3.0
Unusable	1380	5.0
Unusable	1381	4.0
Unusable	1382	1.0
Unusable	1383	3.0
Unusable	1384	2.0
Unusable	1385	3.0
Unusable	1386	2.0
Unusable	1387	3.0
Unusable	1388	5.0
Unusable	1389	2.0
Unusable	1390	6.0
Unusable	1391	1.0
Unusable	1392	1.0
Unusable	1393	3.0
Unusable	1394	4.0
Unusable	1396	2.0
Unusable	1397	2.0
Unusable	1398	5.0
Unusable	1399	4.0
Unusable	1400	3.0
Unusable	1401	3.0
Unusable	1403	3.0
Unusable	1404	3.0
Unusable	1406	2.0
Unusable	1407	4.0
Unusable	1408	4.0
Unusable	1409	2.0
Unusable	1411	3.0
Unusable	1412	5.0
Unusable	1414	3.0
Unusable	1415	1.0
Unusable	1416	1.0
Unusable	1417	2.0
Unusable	1418	1.0
Unusable	1419	3.0
Unusable	1420	4.0
Unusable	1421	6.0
Unusable	1422	4.0
Unusable	1423	3.0
Unusable	1424	4.0
Unusable	1425	4.0
Unusable	1426	2.0
Unusable	1427	1.0
Unusable	1428	3.0
Unusable	1429	4.0
Unusable	1430	2.0
Unusable	1431	5.0
Unusable	1432	5.0
Unusable	1433	5.0
Unusable	1434	2.0
Unusable	1435	7.0
Unusable	1436	5.0
Unusable	1437	3.0
Unusable	1438	2.0
Unusable	1439	2.0
Unusable	1440	2.0
Unusable	1441	2.0
Unusable	1442	1.0
Unusable	1443	2.0
Unusable	1444	4.0
Unusable	1445	3.0
Unusable	1446	3.0
Unusable	1447	1.0
Unusable	1448	4.0
Unusable	1449	5.0
Unusable	1450	1.0
Unusable	1451	2.0
Unusable	1452	3.0
Unusable	1453	3.0
Unusable	1454	3.0
Unusable	1455	5.0
Unusable	1456	5.0
Unusable	1457	1.0
Unusable	1458	1.0
Unusable	1459	3.0
Unusable	1460	3.0
Unusable	1461	2.0
Unusable	1463	4.0
Unusable	1464	1.0
Unusable	1465	2.0
Unusable	1466	3.0
Unusable	1467	1.0
Unusable	1470	2.0
Unusable	1471	1.0
Unusable	1473	1.0
Unusable	1474	3.0
Unusable	1475	1.0
Unusable	1476	1.0
Unusable	1477	3.0
Unusable	1479	1.0
Unusable	1480	3.0
Unusable	1481	1.0
Unusable	1482	6.0
Unusable	1483	2.0
Unusable	1484	4.0
Unusable	1485	1.0
Unusable	1487	1.0
Unusable	1488	2.0
Unusable	1489	3.0
Unusable	1490	1.0
Unusable	1491	3.0
Unusable	1492	1.0
Unusable	1493	2.0
Unusable	1494	1.0
Unusable	1495	3.0
Unusable	1498	1.0
Unusable	1500	1.0
Unusable	1501	3.0
Unusable	1502	2.0
Unusable	1503	1.0
Unusable	1504	3.0
Unusable	1506	2.0
Unusable	1508	2.0
Unusable	1509	4.0
Unusable	1510	1.0
Unusable	1511	2.0
Unusable	1512	1.0
Unusable	1513	3.0
Unusable	1514	2.0
Unusable	1515	1.0
Unusable	1517	1.0
Unusable	1518	4.0
Unusable	1519	1.0
Unusable	1521	1.0
Unusable	1522	4.0
Unusable	1523	3.0
Unusable	1525	3.0
Unusable	1527	1.0
Unusable	1528	1.0
Unusable	1529	2.0
Unusable	1530	1.0
Unusable	1532	3.0
Unusable	1536	1.0
Unusable	1537	4.0
Unusable	1538	1.0
Unusable	1539	1.0
Unusable	1540	3.0
Unusable	1541	2.0
Unusable	1542	2.0
Unusable	1543	1.0
Unusable	1545	3.0
Unusable	1546	2.0
Unusable	1547	2.0
Unusable	1548	2.0
Unusable	1549	2.0
Unusable	1551	2.0
Unusable	1552	1.0
Unusable	1555	5.0
Unusable	1556	2.0
Unusable	1557	4.0
Unusable	1560	2.0
Unusable	1561	1.0
Unusable	1562	1.0
Unusable	1563	2.0
Unusable	1564	1.0
Unusable	1565	1.0
Unusable	1566	1.0
Unusable	1567	1.0
Unusable	1568	3.0
Unusable	1569	2.0
Unusable	1570	1.0
Unusable	1571	1.0
Unusable	1572	1.0
Unusable	1573	1.0
Unusable	1575	1.0
Unusable	1576	3.0
Unusable	1578	1.0
Unusable	1579	2.0
Unusable	1580	1.0
Unusable	1581	4.0
Unusable	1582	3.0
Unusable	1583	5.0
Unusable	1584	2.0
Unusable	1585	2.0
Unusable	1586	2.0
Unusable	1587	5.0
Unusable	1588	1.0
Unusable	1589	3.0
Unusable	1590	2.0
Unusable	1592	1.0
Unusable	1593	3.0
Unusable	1594	5.0
Unusable	1595	1.0
Unusable	1596	1.0
Unusable	1597	1.0
Unusable	1598	3.0
Unusable	1599	2.0
Unusable	1600	8.0
Unusable	1602	2.0
Unusable	1603	2.0
Unusable	1604	2.0
Unusable	1605	2.0
Unusable	1606	3.0
Unusable	1607	3.0
Unusable	1608	5.0
Unusable	1609	3.0
Unusable	1610	5.0
Unusable	1611	3.0
Unusable	1612	2.0
Unusable	1613	2.0
Unusable	1614	2.0
Unusable	1615	4.0
Unusable	1616	1.0
Unusable	1617	3.0
Unusable	1618	7.0
Unusable	1619	1.0
Unusable	1620	1.0
Unusable	1621	3.0
Unusable	1622	4.0
Unusable	1624	5.0
Unusable	1625	3.0
Unusable	1626	2.0
Unusable	1627	1.0
Unusable	1628	3.0
Unusable	1629	1.0
Unusable	1630	3.0
Unusable	1631	1.0
Unusable	1632	3.0
Unusable	1633	3.0
Unusable	1634	2.0
Unusable	1636	4.0
Unusable	1637	3.0
Unusable	1638	1.0
Unusable	1640	2.0
Unusable	1641	3.0
Unusable	1642	2.0
Unusable	1643	3.0
Unusable	1644	1.0
Unusable	1645	1.0
Unusable	1646	2.0
Unusable	1648	2.0
Unusable	1650	2.0
Unusable	1651	5.0
Unusable	1652	1.0
Unusable	1654	5.0
Unusable	1656	1.0
Unusable	1657	1.0
Unusable	1658	2.0
Unusable	1659	1.0
Unusable	1660	2.0
Unusable	1663	2.0
Unusable	1664	1.0
Unusable	1666	1.0
Unusable	1668	1.0
Unusable	1670	2.0
Unusable	1672	1.0
Unusable	1673	1.0
Unusable	1674	1.0
Unusable	1675	1.0
Unusable	1677	1.0
Unusable	1679	1.0
Unusable	1680	1.0
Unusable	1681	2.0
Unusable	1682	1.0
Unusable	1683	2.0
Unusable	1684	2.0
Unusable	1686	1.0
Unusable	1689	2.0
Unusable	1690	3.0
Unusable	1691	2.0
Unusable	1694	3.0
Unusable	1695	3.0
Unusable	1697	1.0
Unusable	1699	2.0
Unusable	1700	1.0
Unusable	1701	1.0
Unusable	1702	1.0
Unusable	1703	1.0
Unusable	1704	2.0
Unusable	1705	2.0
Unusable	1706	1.0
Unusable	1707	1.0
Unusable	1708	2.0
Unusable	1711	2.0
Unusable	1712	2.0
Unusable	1717	1.0
Unusable	1718	1.0
Unusable	1720	1.0
Unusable	1721	2.0
Unusable	1725	4.0
Unusable	1726	1.0
Unusable	1730	1.0
Unusable	1734	2.0
Unusable	1735	1.0
Unusable	1736	2.0
Unusable	1737	1.0
Unusable	1739	1.0
Unusable	1740	1.0
Unusable	1742	1.0
Unusable	1743	1.0
Unusable	1744	1.0
Unusable	1747	1.0
Unusable	1749	1.0
Unusable	1752	1.0
Unusable	1753	1.0
Unusable	1754	2.0
Unusable	1755	2.0
Unusable	1756	3.0
Unusable	1757	1.0
Unusable	1759	2.0
Unusable	1761	2.0
Unusable	1762	2.0
Unusable	1763	2.0
Unusable	1764	1.0
Unusable	1765	4.0
Unusable	1766	2.0
Unusable	1768	2.0
Unusable	1769	1.0
Unusable	1770	1.0
Unusable	1772	1.0
Unusable	1773	2.0
Unusable	1776	3.0
Unusable	1777	3.0
Unusable	1778	1.0
Unusable	1779	2.0
Unusable	1780	1.0
Unusable	1781	1.0
Unusable	1782	3.0
Unusable	1784	1.0
Unusable	1785	1.0
Unusable	1787	2.0
Unusable	1788	5.0
Unusable	1789	1.0
Unusable	1790	1.0
Unusable	1792	2.0
Unusable	1793	2.0
Unusable	1794	3.0
Unusable	1797	1.0
Unusable	1799	1.0
Unusable	1800	1.0
Unusable	1801	1.0
Unusable	1802	1.0
Unusable	1804	1.0
Unusable	1807	1.0
Unusable	1808	1.0
Unusable	1809	1.0
Unusable	1810	2.0
Unusable	1812	1.0
Unusable	1813	1.0
Unusable	1814	1.0
Unusable	1815	3.0
Unusable	1816	1.0
Unusable	1817	3.0
Unusable	1818	1.0
Unusable	1821	1.0
Unusable	1823	1.0
Unusable	1824	1.0
Unusable	1825	3.0
Unusable	1826	1.0
Unusable	1829	2.0
Unusable	1834	2.0
Unusable	1835	3.0
Unusable	1836	3.0
Unusable	1837	1.0
Unusable	1838	1.0
Unusable	1840	1.0
Unusable	1841	1.0
Unusable	1843	2.0
Unusable	1845	1.0
Unusable	1846	2.0
Unusable	1848	4.0
Unusable	1850	1.0
Unusable	1851	1.0
Unusable	1853	2.0
Unusable	1854	1.0
Unusable	1856	2.0
Unusable	1857	1.0
Unusable	1860	4.0
Unusable	1861	2.0
Unusable	1862	1.0
Unusable	1863	3.0
Unusable	1864	3.0
Unusable	1866	1.0
Unusable	1867	1.0
Unusable	1868	3.0
Unusable	1869	3.0
Unusable	1873	2.0
Unusable	1874	1.0
Unusable	1876	3.0
Unusable	1879	1.0
Unusable	1881	3.0
Unusable	1882	1.0
Unusable	1883	1.0
Unusable	1885	2.0
Unusable	1886	2.0
Unusable	1887	1.0
Unusable	1891	1.0
Unusable	1892	2.0
Unusable	1896	2.0
Unusable	1899	1.0
Unusable	1900	3.0
Unusable	1901	2.0
Unusable	1903	2.0
Unusable	1904	1.0
Unusable	1907	2.0
Unusable	1908	1.0
Unusable	1911	2.0
Unusable	1912	1.0
Unusable	1914	2.0
Unusable	1916	1.0
Unusable	1918	1.0
Unusable	1921	3.0
Unusable	1923	1.0
Unusable	1925	3.0
Unusable	1932	1.0
Unusable	1933	2.0
Unusable	1934	1.0
Unusable	1935	2.0
Unusable	1936	1.0
Unusable	1938	2.0
Unusable	1941	1.0
Unusable	1942	2.0
Unusable	1943	3.0
Unusable	1944	1.0
Unusable	1948	3.0
Unusable	1949	3.0
Unusable	1950	1.0
Unusable	1951	2.0
Unusable	1952	2.0
Unusable	1954	1.0
Unusable	1955	3.0
Unusable	1958	2.0
Unusable	1960	2.0
Unusable	1963	1.0
Unusable	1968	1.0
Unusable	1969	2.0
Unusable	1971	1.0
Unusable	1972	1.0
Unusable	1977	1.0
Unusable	1979	1.0
Unusable	1981	2.0
Unusable	1983	1.0
Unusable	1986	2.0
Unusable	1988	1.0
Unusable	1989	3.0
Unusable	1992	1.0
Unusable	1995	1.0
Unusable	1996	3.0
Unusable	1997	1.0
Unusable	1999	1.0
Unusable	2001	1.0
Unusable	2002	1.0
Unusable	2003	2.0
Unusable	2004	1.0
Unusable	2005	3.0
Unusable	2006	1.0
Unusable	2007	1.0
Unusable	2010	2.0
Unusable	2011	2.0
Unusable	2012	1.0
Unusable	2016	1.0
Unusable	2019	2.0
Unusable	2020	1.0
Unusable	2021	2.0
Unusable	2023	1.0
Unusable	2025	1.0
Unusable	2028	1.0
Unusable	2029	1.0
Unusable	2032	2.0
Unusable	2034	1.0
Unusable	2044	2.0
Unusable	2046	1.0
Unusable	2047	1.0
Unusable	2048	1.0
Unusable	2050	2.0
Unusable	2053	1.0
Unusable	2054	2.0
Unusable	2055	2.0
Unusable	2059	1.0
Unusable	2060	2.0
Unusable	2062	3.0
Unusable	2063	1.0
Unusable	2065	1.0
Unusable	2068	1.0
Unusable	2074	1.0
Unusable	2075	1.0
Unusable	2082	3.0
Unusable	2083	1.0
Unusable	2084	1.0
Unusable	2085	2.0
Unusable	2087	3.0
Unusable	2088	2.0
Unusable	2091	1.0
Unusable	2094	2.0
Unusable	2098	1.0
Unusable	2099	1.0
Unusable	2101	2.0
Unusable	2104	1.0
Unusable	2110	1.0
Unusable	2113	2.0
Unusable	2115	2.0
Unusable	2116	2.0
Unusable	2120	1.0
Unusable	2121	1.0
Unusable	2124	1.0
Unusable	2126	1.0
Unusable	2127	1.0
Unusable	2128	1.0
Unusable	2130	1.0
Unusable	2131	1.0
Unusable	2132	1.0
Unusable	2135	2.0
Unusable	2136	2.0
Unusable	2137	1.0
Unusable	2139	1.0
Unusable	2140	1.0
Unusable	2141	1.0
Unusable	2142	1.0
Unusable	2144	1.0
Unusable	2147	1.0
Unusable	2149	2.0
Unusable	2152	1.0
Unusable	2153	1.0
Unusable	2154	1.0
Unusable	2155	1.0
Unusable	2156	1.0
Unusable	2157	1.0
Unusable	2160	2.0
Unusable	2161	1.0
Unusable	2164	1.0
Unusable	2165	1.0
Unusable	2167	1.0
Unusable	2175	2.0
Unusable	2176	2.0
Unusable	2177	1.0
Unusable	2182	1.0
Unusable	2187	1.0
Unusable	2190	1.0
Unusable	2193	1.0
Unusable	2196	1.0
Unusable	2198	1.0
Unusable	2199	1.0
Unusable	2201	1.0
Unusable	2202	1.0
Unusable	2203	2.0
Unusable	2204	1.0
Unusable	2208	1.0
Unusable	2211	2.0
Unusable	2213	1.0
Unusable	2215	1.0
Unusable	2220	1.0
Unusable	2223	1.0
Unusable	2226	1.0
Unusable	2230	1.0
Unusable	2233	1.0
Unusable	2236	1.0
Unusable	2237	1.0
Unusable	2238	2.0
Unusable	2239	1.0
Unusable	2240	1.0
Unusable	2244	1.0
Unusable	2245	2.0
Unusable	2246	1.0
Unusable	2247	1.0
Unusable	2248	1.0
Unusable	2250	1.0
Unusable	2251	1.0
Unusable	2253	1.0
Unusable	2254	1.0
Unusable	2255	1.0
Unusable	2257	1.0
Unusable	2259	1.0
Unusable	2261	1.0
Unusable	2265	1.0
Unusable	2266	1.0
Unusable	2268	1.0
Unusable	2269	1.0
Unusable	2277	1.0
Unusable	2278	1.0
Unusable	2280	1.0
Unusable	2283	1.0
Unusable	2284	1.0
Unusable	2286	2.0
Unusable	2287	1.0
Unusable	2290	1.0
Unusable	2291	1.0
Unusable	2292	1.0
Unusable	2293	1.0
Unusable	2298	2.0
Unusable	2299	1.0
Unusable	2300	3.0
Unusable	2301	1.0
Unusable	2305	2.0
Unusable	2308	2.0
Unusable	2310	1.0
Unusable	2311	1.0
Unusable	2312	1.0
Unusable	2314	1.0
Unusable	2318	1.0
Unusable	2320	1.0
Unusable	2321	1.0
Unusable	2322	1.0
Unusable	2323	1.0
Unusable	2328	1.0
Unusable	2332	2.0
Unusable	2334	1.0
Unusable	2337	1.0
Unusable	2339	2.0
Unusable	2341	1.0
Unusable	2345	1.0
Unusable	2350	1.0
Unusable	2354	1.0
Unusable	2358	1.0
Unusable	2360	1.0
Unusable	2363	1.0
Unusable	2365	1.0
Unusable	2372	1.0
Unusable	2373	1.0
Unusable	2375	1.0
Unusable	2379	1.0
Unusable	2383	2.0
Unusable	2384	1.0
Unusable	2392	1.0
Unusable	2393	3.0
Unusable	2394	1.0
Unusable	2396	1.0
Unusable	2397	2.0
Unusable	2405	2.0
Unusable	2406	1.0
Unusable	2408	1.0
Unusable	2412	1.0
Unusable	2415	1.0
Unusable	2416	1.0
Unusable	2418	1.0
Unusable	2419	1.0
Unusable	2427	1.0
Unusable	2433	1.0
Unusable	2434	1.0
Unusable	2440	1.0
Unusable	2441	1.0
Unusable	2443	1.0
Unusable	2445	1.0
Unusable	2451	1.0
Unusable	2455	1.0
Unusable	2457	1.0
Unusable	2459	1.0
Unusable	2460	1.0
Unusable	2463	1.0
Unusable	2468	1.0
Unusable	2470	1.0
Unusable	2471	1.0
Unusable	2477	1.0
Unusable	2478	1.0
Unusable	2479	1.0
Unusable	2488	1.0
Unusable	2492	2.0
Unusable	2495	3.0
Unusable	2496	1.0
Unusable	2500	1.0
Unusable	2505	1.0
Unusable	2509	1.0
Unusable	2510	1.0
Unusable	2512	1.0
Unusable	2515	1.0
Unusable	2516	1.0
Unusable	2528	2.0
Unusable	2532	1.0
Unusable	2538	1.0
Unusable	2545	1.0
Unusable	2553	1.0
Unusable	2555	1.0
Unusable	2556	1.0
Unusable	2560	1.0
Unusable	2562	1.0
Unusable	2566	1.0
Unusable	2570	1.0
Unusable	2572	1.0
Unusable	2580	1.0
Unusable	2588	1.0
Unusable	2590	2.0
Unusable	2593	2.0
Unusable	2594	3.0
Unusable	2596	1.0
Unusable	2605	1.0
Unusable	2611	1.0
Unusable	2614	1.0
Unusable	2627	1.0
Unusable	2633	1.0
Unusable	2637	1.0
Unusable	2647	1.0
Unusable	2648	1.0
Unusable	2650	1.0
Unusable	2652	1.0
Unusable	2655	1.0
Unusable	2661	1.0
Unusable	2663	1.0
Unusable	2664	1.0
Unusable	2665	1.0
Unusable	2669	1.0
Unusable	2676	1.0
Unusable	2689	1.0
Unusable	2693	1.0
Unusable	2699	1.0
Unusable	2700	1.0
Unusable	2703	1.0
Unusable	2707	1.0
Unusable	2708	1.0
Unusable	2715	1.0
Unusable	2717	1.0
Unusable	2732	1.0
Unusable	2735	2.0
Unusable	2737	1.0
Unusable	2740	1.0
Unusable	2746	2.0
Unusable	2747	1.0
Unusable	2753	1.0
Unusable	2756	1.0
Unusable	2757	1.0
Unusable	2759	1.0
Unusable	2768	2.0
Unusable	2774	1.0
Unusable	2779	1.0
Unusable	2781	1.0
Unusable	2783	1.0
Unusable	2784	1.0
Unusable	2787	1.0
Unusable	2788	1.0
Unusable	2789	1.0
Unusable	2791	1.0
Unusable	2803	1.0
Unusable	2804	1.0
Unusable	2806	1.0
Unusable	2809	1.0
Unusable	2811	1.0
Unusable	2818	1.0
Unusable	2819	1.0
Unusable	2828	1.0
Unusable	2834	1.0
Unusable	2836	2.0
Unusable	2837	2.0
Unusable	2838	1.0
Unusable	2842	1.0
Unusable	2843	1.0
Unusable	2847	1.0
Unusable	2849	1.0
Unusable	2858	1.0
Unusable	2863	1.0
Unusable	2865	1.0
Unusable	2869	1.0
Unusable	2872	1.0
Unusable	2873	1.0
Unusable	2874	1.0
Unusable	2879	1.0
Unusable	2897	1.0
Unusable	2902	1.0
Unusable	2904	1.0
Unusable	2909	1.0
Unusable	2919	1.0
Unusable	2928	1.0
Unusable	2932	1.0
Unusable	2938	1.0
Unusable	2942	1.0
Unusable	2943	1.0
Unusable	2959	1.0
Unusable	2964	1.0
Unusable	2970	1.0
Unusable	2983	1.0
Unusable	2985	1.0
Unusable	2996	1.0
Unusable	3000	1.0
Unusable	3001	1.0
Unusable	3002	1.0
Unusable	3004	1.0
Unusable	3007	2.0
Unusable	3017	1.0
Unusable	3019	1.0
Unusable	3041	1.0
Unusable	3055	1.0
Unusable	3062	1.0
Unusable	3068	1.0
Unusable	3070	1.0
Unusable	3071	1.0
Unusable	3073	1.0
Unusable	3074	1.0
Unusable	3078	1.0
Unusable	3083	1.0
Unusable	3087	2.0
Unusable	3092	2.0
Unusable	3117	1.0
Unusable	3121	1.0
Unusable	3135	1.0
Unusable	3148	1.0
Unusable	3152	2.0
Unusable	3159	1.0
Unusable	3161	1.0
Unusable	3176	1.0
Unusable	3183	1.0
Unusable	3186	1.0
Unusable	3214	1.0
Unusable	3217	1.0
Unusable	3227	1.0
Unusable	3228	1.0
Unusable	3233	1.0
Unusable	3243	1.0
Unusable	3257	1.0
Unusable	3264	1.0
Unusable	3283	1.0
Unusable	3308	1.0
Unusable	3332	1.0
Unusable	3335	1.0
Unusable	3364	1.0
Unusable	3384	1.0
Unusable	3385	1.0
Unusable	3397	1.0
Unusable	3401	1.0
Unusable	3405	1.0
Unusable	3416	1.0
Unusable	3452	1.0
Unusable	3462	1.0
Unusable	3510	1.0
Unusable	3527	1.0
Unusable	3537	1.0
Unusable	3538	1.0
Unusable	3569	1.0
Unusable	3592	1.0
Unusable	3618	1.0
Unusable	3629	1.0
Unusable	3650	1.0
Unusable	3737	1.0
Unusable	3760	1.0
Unusable	3766	1.0
Unusable	3862	1.0
Unusable	3876	1.0
Unusable	3886	1.0
Unusable	3890	1.0
Unusable	3907	1.0
Unusable	3934	1.0
Unusable	4021	1.0
Unusable	4036	1.0
Unusable	4064	1.0
Unusable	4076	1.0
Unusable	4091	1.0
Unusable	4112	1.0
Unusable	4149	1.0
Unusable	4160	1.0
Unusable	4282	1.0
Unusable	4364	1.0
Unusable	4365	1.0
Unusable	4493	1.0
Unusable	4523	1.0
Unusable	4581	1.0
Unusable	4793	1.0
Unusable	5134	1.0
Unusable	5803	1.0
Unusable	6724	1.0
Hits	SSP,-VNP	23972044.0
Hits	VNP,-SSP	23378828.0
Hits	VNP,-VNP	691131.0
Hits	SSP,SSP,-VNP	304551.0
Hits	SSP,-SSP	294295.0
Hits	VNP,-SSP,-SSP	247848.0
Hits	SSP,-SSP,-VNP	238487.0
Hits	VNP,SSP,-SSP	219105.0
Hits	SSP,VNP,-VNP	108358.0
Hits	VNP,-SSP,VNP,-SSP	107672.0
Hits	SSP,-VNP,VNP,-SSP	102683.0
Hits	VNP,-SSP,SSP,-VNP	98863.0
Hits	VNP,VNP,-SSP	97068.0
Hits	SSP,-VNP,SSP,-VNP	89513.0
Hits	SSP,-VNP,-VNP	80762.0
Hits	VNP,-VNP,-SSP	74820.0
Hits	SSP,VNP,-SSP	39517.0
Hits	VNP,SSP	28855.0
Hits	SSP,SSP	25895.0
Hits	VNP,SSP,-VNP	20855.0
Hits	SSP,VNP	18457.0
Hits	-SSP,-VNP	14748.0
Hits	SSP,-VNP,VNP	14165.0
Hits	VNP,VNP	14071.0
Hits	VNP,-SSP,VNP	14023.0
Hits	-SSP,-SSP	12356.0
Hits	SSP,-SSP,-SSP,-VNP	10452.0
Hits	VNP,-SSP,-VNP	10015.0
Hits	VNP,VNP,-VNP	9345.0
Hits	VNP,-SSP,SSP	8679.0
Hits	SSP,-VNP,-SSP	7896.0
Hits	-SSP,VNP,-SSP	7359.0
Hits	SSP,-VNP,SSP	7201.0
Hits	-SSP,SSP,-VNP	6607.0
Hits	VNP,-VNP,-VNP	5870.0
Hits	-VNP,VNP,-SSP	5558.0
Hits	-VNP,SSP,-VNP	5245.0
Hits	-VNP,-VNP	5190.0
Hits	-VNP,-SSP	3855.0
Hits	SSP,-SSP,-SSP,-SSP,-VNP	3421.0
Hits	VNP,-SSP,-SSP,-SSP	3280.0
Hits	SSP,SSP,-SSP	3057.0
Hits	VNP,-VNP,VNP,-SSP	3024.0
Hits	SSP,-SSP,-SSP	2962.0
Hits	SSP,-VNP,VNP,-VNP	2877.0
Hits	VNP,-VNP,SSP,-VNP	2562.0
Hits	VNP,-SSP,VNP,-VNP	2540.0
Hits	SSP,SSP,-SSP,-VNP	2466.0
Hits	SSP,SSP,SSP,-VNP	2147.0
Hits	VNP,SSP,SSP,-SSP	1876.0
Hits	SSP,-SSP,SSP,-VNP	1738.0
Hits	VNP,-SSP,SSP,-SSP	1387.0
Hits	-SSP,VNP	1268.0
Hits	-VNP,VNP	1125.0
Hits	VNP,VNP,VNP,-SSP	1046.0
Hits	SSP,VNP,VNP,-VNP	1039.0
Hits	SSP,-SSP,VNP,-SSP	1020.0
Hits	-SSP,SSP	949.0
Hits	SSP,-VNP,-VNP,-VNP	941.0
Hits	VNP,SSP,-SSP,-SSP	914.0
Hits	SSP,-VNP,SSP,-SSP	912.0
Hits	VNP,-SSP,VNP,-SSP,VNP,-SSP	810.0
Hits	VNP,-SSP,-SSP,VNP,-SSP	733.0
Hits	SSP,SSP,-VNP,VNP,-SSP	704.0
Hits	VNP,-SSP,SSP,SSP,-VNP	681.0
Hits	SSP,VNP,-VNP,-VNP	668.0
Hits	SSP,SSP,-VNP,SSP,-VNP	636.0
Hits	-VNP,SSP	623.0
Hits	SSP,SSP,VNP,-VNP	597.0
Hits	SSP,-VNP,SSP,SSP,-VNP	597.0
Hits	SSP,-VNP,VNP,-SSP,VNP,-SSP	582.0
Hits	VNP,-SSP,VNP,-SSP,-SSP	579.0
Hits	VNP,-SSP,-SSP,SSP,-VNP	548.0
Hits	SSP,-SSP,-VNP,VNP,-SSP	547.0
Hits	VNP,-VNP,-VNP,-SSP	546.0
Hits	VNP,SSP,VNP,-SSP	542.0
Hits	VNP,-VNP,VNP	533.0
Hits	VNP,-SSP,SSP,-VNP,VNP,-SSP	521.0
Hits	VNP,-SSP,SSP,-SSP,-VNP	501.0
Hits	SSP,-VNP,VNP,-SSP,-SSP	500.0
Hits	SSP,VNP,-VNP,-SSP	499.0
Hits	VNP,-VNP,SSP,-SSP	499.0
Hits	VNP,-SSP,VNP,-SSP,SSP,-VNP	494.0
Hits	SSP,-VNP,VNP,-SSP,SSP,-VNP	483.0
Hits	VNP,VNP,-SSP,-SSP	476.0
Hits	-SSP,-SSP,-VNP	471.0
Hits	SSP,-SSP,-VNP,SSP,-VNP	470.0
Hits	VNP,SSP,-SSP,VNP,-SSP	459.0
Hits	SSP,SSP,-VNP,-VNP	437.0
Hits	SSP,-VNP,SSP,-VNP,VNP,-SSP	429.0
Hits	VNP,VNP,-VNP,-SSP	425.0
Hits	VNP,-SSP,SSP,-VNP,SSP,-VNP	424.0
Hits	VNP,SSP,-SSP,SSP,-VNP	416.0
Hits	SSP,VNP,SSP,-VNP	413.0
Hits	VNP,-SSP,VNP,SSP,-SSP	411.0
Hits	SSP,-VNP,SSP,-SSP,-VNP	411.0
Hits	SSP,-VNP,SSP,-VNP,SSP,-VNP	386.0
Hits	VNP,VNP,SSP,-SSP	384.0
Hits	VNP,-VNP,VNP,-VNP	379.0
Hits	SSP,-VNP,VNP,SSP,-SSP	368.0
Hits	SSP,-SSP,VNP,-VNP	331.0
Hits	SSP,VNP,-VNP,VNP,-SSP	323.0
Hits	SSP,VNP,-SSP,-VNP	308.0
Hits	VNP,VNP,VNP,-VNP	305.0
Hits	VNP,VNP,-SSP,VNP,-SSP	290.0
Hits	SSP,VNP,-VNP,SSP,-VNP	287.0
Hits	VNP,-VNP,SSP	287.0
Hits	VNP,-SSP,VNP,VNP,-SSP	281.0
Hits	SSP,-VNP,SSP,VNP,-VNP	279.0
Hits	SSP,VNP,-SSP,-SSP	278.0
Hits	VNP,VNP,-SSP,SSP,-VNP	269.0
Hits	VNP,SSP,SSP	266.0
Hits	VNP,-SSP,SSP,VNP,-VNP	260.0
Hits	SSP,SSP,SSP,SSP,-VNP	239.0
Hits	-VNP,VNP,-VNP	233.0
Hits	SSP,-VNP,VNP,VNP,-SSP	231.0
Hits	VNP,-VNP,-SSP,-SSP	224.0
